genea1	chr	chrom	DE	a1expmean	a2expmean	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC05-3g06687	aAutosome	aAutosome	NON	7.55903	7.6674	0	0.00001	0.00263	0.00262	0	MvSl-1064-A2-R4_MC05g06950	0	0	0.00263	0.00021	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06688	aAutosome	aAutosome	NON	6.95852	6.93768	0.00297	0.0011	0.00284	0.00158	1.04574	MvSl-1064-A2-R4_MC05g06951	0.00297	0.00111	0.00284	0.00161	1.04574	0	0	0
MvSl-1064-A1-R4_MC05-3g06689	aAutosome	aAutosome	NON	5.39904	5.1052	0	0	0.00499	0	0	MvSl-1064-A2-R4_MC05g06952	0	0	0.00499	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06690	aAutosome	aAutosome	NON	8.37352	8.56344	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06953	0	0.00052	0.00001	0.0054	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06691	aAutosome	aAutosome	NON	6.35386	6.30451	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06954	0	0.00005	0.00001	0.00159	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06692	aAutosome	aAutosome	NON	4.69502	4.53808	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06955	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06694	aAutosome	aAutosome	NON	6.14326	5.99586	0.02002	0.01008	0.0002	0.00108	100.05	MvSl-1064-A2-R4_MC05g06957	0.02002	0.0101	0.0002	0.00174	100.05	0	0	0
MvSl-1064-A1-R4_MC05-3g06698	aAutosome	aAutosome	NON	6.37797	6.44366	0.14158	0.02939	0.18603	0.0589	0.76106	MvSl-1064-A2-R4_MC05g06962	0.14158	0.02935	0.18603	0.05872	0.76106	0	0	0
MvSl-1064-A1-R4_MC05-3g06699	aAutosome	aAutosome	NON	5.92321	5.88883	0	0.03653	0.00001	0.08471	0	MvSl-1064-A2-R4_MC05g06963	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06700	aAutosome	aAutosome	NON	7.69059	7.47185	0.00329	0.00233	0.00003	0.00012	109.302	MvSl-1064-A2-R4_MC05g06964	0.00329	0.00233	0.00003	0.00002	109.302	0	0	0
MvSl-1064-A1-R4_MC05-3g06701	aAutosome	aAutosome	NON	6.71653	6.45627	0.00001	0	0.0072	0.00053	0.00138887	MvSl-1064-A2-R4_MC05g06965	0.00001	0	0.0072	0	0.00138887	0	0	0
MvSl-1064-A1-R4_MC05-3g06702	aAutosome	aAutosome	NON	4.04538	4.26756	0.01302	0.00502	0.01671	0.00963	0.779169	MvSl-1064-A2-R4_MC05g06966	0.01302	0.00506	0.01671	0.00992	0.779169	0	0	0
MvSl-1064-A1-R4_MC05-3g06703	aAutosome	aAutosome	NON	4.67706	4.35116	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06967	0	0	0	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC05-3g06705	aAutosome	aAutosome	NON	5.91907	6.53844	0.00236	0.00167	0.00002	0.00007	117.413	MvSl-1064-A2-R4_MC05g06969	0.00236	0.00167	0.00002	0.00006	117.413	0	0	0
MvSl-1064-A1-R4_MC05-3g06706	aAutosome	aAutosome	NON	3.76215	3.94026	0.00329	0.00146	0.00569	0.00326	0.578197	MvSl-1064-A2-R4_MC05g06970	0.00329	0.00146	0.00569	0.00326	0.578197	0	0	0
MvSl-1064-A1-R4_MC05-3g06708	aAutosome	aAutosome	NON	5.89872	6.29853	0.00128	0.00136	0.00237	0.00252	0.540062	MvSl-1064-A2-R4_MC05g06972	0.00128	0.00126	0.00237	0.00234	0.540062	0	0	0
MvSl-1064-A1-R4_MC05-3g06709	aAutosome	aAutosome	NON	7.46271	7.81921	0	0	0.00366	0	0	MvSl-1064-A2-R4_MC05g06973	0	0.00003	0.00366	0.00361	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06710	aAutosome	aAutosome	NON	6.8867	6.82296	0	0	0.0029	0.00016	0	MvSl-1064-A2-R4_MC05g06974	0	0	0.0029	0.00291	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06711	aAutosome	aAutosome	NON	6.24822	6.33062	0.00313	0.00222	0.00003	0.00008	103.987	MvSl-1064-A2-R4_MC05g06975	0.00313	0.00222	0.00003	0	103.987	0	0	0
MvSl-1064-A1-R4_MC05-3g06712	aAutosome	aAutosome	NON	4.86641	4.84571	0.00593	0.00596	0.00006	0.00032	98.6689	MvSl-1064-A2-R4_MC05g06976	0.00593	0.00595	0.00006	0	98.6689	0	0	0
MvSl-1064-A1-R4_MC05-3g06713	aAutosome	aAutosome	NON	7.1836	7.37053	0	0.00002	0.00001	0.00307	0	MvSl-1064-A2-R4_MC05g06977	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06714	aAutosome	aAutosome	NON	5.98795	5.90835	0.00137	0.00137	0.00777	0.00551	0.176317	MvSl-1064-A2-R4_MC05g06978	0.00137	0.00138	0.00777	0.00552	0.176317	0	0	0
MvSl-1064-A1-R4_MC05-3g06715	aAutosome	aAutosome	NON	3.19293	3.64339	0.52053	0.05993	1.32926	0.32052	0.391594	MvSl-1064-A2-R4_MC05g06979	0.52053	0.05992	1.32926	0.32053	0.391594	0	0	0
MvSl-1064-A1-R4_MC05-3g06716	aAutosome	aAutosome	NON	4.27033	4.56523	0.00616	0.00433	0.00006	0	102.496	MvSl-1064-A2-R4_MC05g06980	0.00616	0.00426	0.00006	0	102.496	0	0	0
MvSl-1064-A1-R4_MC05-3g06717	aAutosome	aAutosome	NON	6.48645	6.50962	0.00384	0.00222	0.00004	0.00011	95.7606	MvSl-1064-A2-R4_MC05g06981	0.00384	0.00222	0.00004	0.00017	95.7606	0	0	0
MvSl-1064-A1-R4_MC05-3g06719	aAutosome	aAutosome	NON	4.46504	4.48793	0.00102	0.00102	0.00001	0	100.99	MvSl-1064-A2-R4_MC05g06983	0.00102	0.00102	0.00001	0	100.99	0	0	0
MvSl-1064-A1-R4_MC05-3g06720	aAutosome	aAutosome	NON	4.65077	4.66128	0	0	0.00002	0.00363	0	MvSl-1064-A2-R4_MC05g06984	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC05-3g06721	aAutosome	aAutosome	NON	6.64333	6.3572	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06985	0	0.00004	0.00001	0.02258	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06723	aAutosome	aAutosome	NON	3.40461	3.2345	0.00161	0.00113	0.00906	0.00453	0.177702	MvSl-1064-A2-R4_MC05g06987	0.00161	0.00114	0.00906	0.00454	0.177702	0	0	0
MvSl-1064-A1-R4_MC05-3g06724	aAutosome	aAutosome	NON	7.35945	7.68619	0.00077	0.00077	0.00229	0.00228	0.33623	MvSl-1064-A2-R4_MC05g06988	0.00077	0.00077	0.00229	0.00228	0.33623	0	0	0
MvSl-1064-A1-R4_MC05-3g06725	aAutosome	aAutosome	NON	3.47671	3.62771	0.00001	0	0.00788	0	0.00126902	MvSl-1064-A2-R4_MC05g06989	0.00001	0	0.00788	0.00036	0.00126902	0	0	0
MvSl-1064-A1-R4_MC05-3g06727	aAutosome	aAutosome	NON	5.92816	6.05004	0.00001	0	0	0.00006	100	MvSl-1064-A2-R4_MC05g06991	0.00001	0	0	0.00006	100	0	0	0
MvSl-1064-A1-R4_MC05-3g06728	aAutosome	aAutosome	NON	7.54927	7.43433	0.0016	0.0016	0.00704	0.005	0.227269	MvSl-1064-A2-R4_MC05g06992	0.0016	0.0016	0.00704	0.005	0.227269	0	0	0
MvSl-1064-A1-R4_MC05-3g06729	aAutosome	aAutosome	NON	5.15254	5.08846	0.00609	0.00387	0.02386	0.01291	0.255238	MvSl-1064-A2-R4_MC05g06993	0.00609	0.00428	0.02386	0.01381	0.255238	0	0	0
MvSl-1064-A1-R4_MC05-3g06730	aAutosome	aAutosome	NON	5.909	5.9499	0.01232	0.00653	0.00761	0.009	1.6189	MvSl-1064-A2-R4_MC05g06994	0	0	0.00001	0	0	0.01232	0.0076	1.6189
MvSl-1064-A1-R4_MC05-3g06731	aAutosome	aAutosome	Down	3.77568	6.1153	0.01232	0.0044	0.02298	0.01044	0.536116	MvSl-1064-A2-R4_MC05g06995	0.01232	0.00434	0.02298	0.01021	0.536116	0	0	0
MvSl-1064-A1-R4_MC05-3g06737	aAutosome	aAutosome	NON	8.55381	8.35966	0.00266	0.00266	0.00003	0.00012	88.3721	MvSl-1064-A2-R4_MC05g07001	0.00266	0.00266	0.00003	0.00011	88.3721	0	0	0
MvSl-1064-A1-R4_MC05-3g06738	aAutosome	aAutosome	NON	6.57469	6.6333	0.00298	0.00299	0.01042	0.01056	0.285986	MvSl-1064-A2-R4_MC05g07002	0.00298	0.003	0.01042	0.01064	0.285986	0	0	0
MvSl-1064-A1-R4_MC05-3g06739	aAutosome	aAutosome	NON	2.84678	3.12966	0	0.00006	0.00003	0.00715	0	MvSl-1064-A2-R4_MC05g07003	0	0.00262	0.00001	0.0166	0	0	0.00002	0
MvSl-1064-A1-R4_MC05-3g06740	aAutosome	aAutosome	NON	7.01937	6.9717	0.00001	0.00002	0.00626	0.00624	0.00159742	MvSl-1064-A2-R4_MC05g07004	0.00001	0	0.00626	0	0.00159742	0	0	0
MvSl-1064-A1-R4_MC05-3g06749	aAutosome	aAutosome	NON	0.826386	0.896598	0.00164	0.00165	0.00802	0.0057	0.204486	MvSl-1064-A2-R4_MC05g07013	0	0	0	0	0	0.00164	0.00802	0.204486
MvSl-1064-A1-R4_MC05-3g06751	aAutosome	aAutosome	NON	6.8961	6.73326	0.00129	0.00074	0.00402	0.00201	0.320888	MvSl-1064-A2-R4_MC05g07015	0.00129	0.00075	0.00402	0.00201	0.320888	0	0	0
MvSl-1064-A1-R4_MC05-3g06752	aAutosome	aAutosome	NON	6.8795	6.62963	0.00298	0.00299	0.01129	0.01135	0.263948	MvSl-1064-A2-R4_MC05g07016	0.00298	0.00299	0.01129	0.01136	0.263948	0	0	0
MvSl-1064-A1-R4_MC05-3g06753	aAutosome	aAutosome	NON	4.26189	3.81566	0.00001	0	0.0069	0	0.00144925	MvSl-1064-A2-R4_MC05g07017	0.00001	0	0.0069	0	0.00144925	0	0	0
MvSl-1064-A1-R4_MC05-3g06754	aAutosome	aAutosome	NON	4.00787	3.54769	0.00001	0	0.00719	0	0.0013908	MvSl-1064-A2-R4_MC05g07018	0.00001	0	0.00726	0	0.00137739	0	-7E-05	1.341E-05
MvSl-1064-A1-R4_MC05-3g06755	aAutosome	aAutosome	NON	5.2687	5.14002	0.00439	0.00181	0.00329	0	1.33431	MvSl-1064-A2-R4_MC05g07019	0.00439	0.00223	0.00329	0.00189	1.33431	0	0	0
MvSl-1064-A1-R4_MC05-3g06756	aAutosome	aAutosome	NON	6.23792	6.09732	0.00498	0.00245	0.00477	0.00326	1.044	MvSl-1064-A2-R4_MC05g07020	0.00498	0.00249	0.00477	0.00337	1.044	0	0	0
MvSl-1064-A1-R4_MC05-3g06757	aAutosome	aAutosome	NON	8.92099	8.88254	0.00104	0.00101	0.00537	0.00509	0.193665	MvSl-1064-A2-R4_MC05g07021	0.00104	0.00102	0.00537	0.00515	0.193665	0	0	0
MvSl-1064-A1-R4_MC05-3g06758	aAutosome	aAutosome	NON	5.13121	5.26786	0.00541	0.00382	0.00632	0.00629	0.855999	MvSl-1064-A2-R4_MC05g07022	0.00541	0.00384	0.00632	0.00635	0.855999	0	0	0
MvSl-1064-A1-R4_MC05-3g06764	aAutosome	aAutosome	NON	5.83134	5.68016	0.00358	0.00254	0.00004	0.00017	89.2768	MvSl-1064-A2-R4_MC05g07028	0.00358	0.00254	0.00004	0.00013	89.2768	0	0	0
MvSl-1064-A1-R4_MC05-3g06765	aAutosome	aAutosome	NON	5.79737	5.96675	0.00282	0.00164	0.00138	0.0014	2.04333	MvSl-1064-A2-R4_MC05g07029	0.00282	0.00164	0.00138	0.00141	2.04333	0	0	0
MvSl-1064-A1-R4_MC05-3g06766	aAutosome	aAutosome	NON	7.41821	7.66474	0.00156	0.00111	0.01213	0.0061	0.128606	MvSl-1064-A2-R4_MC05g07030	0.00156	0.00111	0.01213	0.00611	0.128606	0	0	0
MvSl-1064-A1-R4_MC05-3g06767	aAutosome	aAutosome	NON	8.06661	7.75465	0.00089	0.00063	0.0057	0.00286	0.156138	MvSl-1064-A2-R4_MC05g07031	0.00089	0.00063	0.0057	0.00286	0.156138	0	0	0
MvSl-1064-A1-R4_MC05-3g06768	aAutosome	aAutosome	NON	5.6256	5.5207	0.00343	0.00202	0.00457	0.00282	0.750531	MvSl-1064-A2-R4_MC05g07032	0.00345	0.00199	0.00459	0.0026	0.751618	-2E-05	-2E-05	-0.001087
MvSl-1064-A1-R4_MC05-3g06769	aAutosome	aAutosome	NON	-0.411058	0.446855	0.03856	0.01303	0.28429	0.09219	0.135636	MvSl-1064-A2-R4_MC05g07033	0.03856	0.0131	0.28429	0.09236	0.135636	0	0	0
MvSl-1064-A1-R4_MC05-3g06772	aAutosome	aAutosome	NON	7.01731	6.7811	0.00698	0.00349	0.00739	0.00521	0.944507	MvSl-1064-A2-R4_MC05g07036	0.00698	0.00348	0.00739	0.0052	0.944507	0	0	0
MvSl-1064-A1-R4_MC05-3g06773	aAutosome	aAutosome	NON	4.73784	4.78661	0.00587	0.0026	0.00407	0.0028	1.44223	MvSl-1064-A2-R4_MC05g07037	0.00587	0.00221	0.00407	0.00156	1.44223	0	0	0
MvSl-1064-A1-R4_MC05-3g06774	aAutosome	aAutosome	NON	8.95646	8.91949	0.00081	0.00081	0.00686	0.0049	0.118074	MvSl-1064-A2-R4_MC05g07038	0.00081	0.00081	0.00686	0.00488	0.118074	0	0	0
MvSl-1064-A1-R4_MC05-3g06775	aAutosome	aAutosome	NON	5.40904	5.45015	0.02443	0.00765	0.06796	0.02261	0.359476	MvSl-1064-A2-R4_MC05g07039	0.58453	0.09114	2.7212	2.97148	0.214806	-0.5601	-2.65324	0.14467
MvSl-1064-A1-R4_MC05-3g06776	aAutosome	aAutosome	NON	7.61858	7.66326	0.00303	0.00087	0.00573	0.00101	0.528787	MvSl-1064-A2-R4_MC05g07040	0.00303	0.00133	0.00573	0.00275	0.528787	0	0	0
MvSl-1064-A1-R4_MC05-3g06778	aAutosome	aAutosome	NON	5.47556	4.94362	0.00339	0.00345	0.00003	0.00115	112.625	MvSl-1064-A2-R4_MC05g07042	0.00339	0.0034	0.00003	0.00019	112.625	0	0	0
MvSl-1064-A1-R4_MC05-3g06779	aAutosome	aAutosome	NON	6.20785	6.29872	0.0014	0.00141	0.01053	0.00611	0.132952	MvSl-1064-A2-R4_MC05g07043	0.0014	0.0014	0.01053	0.00611	0.132952	0	0	0
MvSl-1064-A1-R4_MC05-3g06782	aAutosome	aAutosome	NON	6.95764	6.9949	0	0	0.00147	0	0	MvSl-1064-A2-R4_MC05g07046	0	0	0.00147	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06784	aAutosome	aAutosome	NON	14.7371	15.8303	0	0	0	0	0	MvSl-1064-A2-R4_MC05g07048	0	0	0.00003	0.02387	0	0	-0.00003	0
MvSl-1064-A1-R4_MC05-3g06787	aAutosome	aAutosome	NON	3.37155	3.70692	0.01434	0.00545	0.03432	0.01391	0.417831	MvSl-1064-A2-R4_MC05g07051	0.01434	0.00487	0.03432	0.01173	0.417831	0	0	0
MvSl-1064-A1-R4_MC05-3g06792	aAutosome	aAutosome	NON	5.93929	6.18498	0.00219	0.00219	0.01461	0.00852	0.149896	MvSl-1064-A2-R4_MC05g07056	0.00219	0.00219	0.01461	0.00852	0.149896	0	0	0
MvSl-1064-A1-R4_MC05-3g06797	aAutosome	aAutosome	NON	5.5797	5.95726	0.00302	0.00305	0.00643	0.00651	0.469666	MvSl-1064-A2-R4_MC05g07061	0.00302	0.00301	0.00643	0.00643	0.469666	0	0	0
MvSl-1064-A1-R4_MC05-3g06799	aAutosome	aAutosome	NON	6.72491	6.57991	0.00113	0.00113	0.0041	0.00412	0.275603	MvSl-1064-A2-R4_MC05g07063	0.00113	0.00113	0.0041	0.00412	0.275603	0	0	0
MvSl-1064-A1-R4_MC05-3g06801	aAutosome	aAutosome	NON	2.72369	2.46747	0.22681	0.04009	0.31844	0.09059	0.712253	MvSl-1064-A2-R4_MC05g07065	0.22681	0.04003	0.31844	0.09039	0.712253	0	0	0
MvSl-1064-A1-R4_MC05-3g06802	aAutosome	aAutosome	NON	-0.278137	0.223594	0.76828	0.13524	2.0324	0.98822	0.378016	MvSl-1064-A2-R4_MC05g07066	0.76828	0.13527	2.0324	0.98875	0.378016	0	0	0
MvSl-1064-A1-R4_MC05-3g06806	aAutosome	aAutosome	NON	0.824214	1.02408	0.2656	0.04737	0.64374	0.17281	0.412589	MvSl-1064-A2-R4_MC05g07070	0.2656	0.04748	0.64374	0.17404	0.412589	0	0	0
MvSl-1064-A1-R4_MC05-3g06808	aAutosome	aAutosome	NON	6.46571	6.36065	0	0	0.00316	0	0	MvSl-1064-A2-R4_MC05g07072	0	0.00001	0.00316	0.00315	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06811	aAutosome	aAutosome	NON	5.33945	5.30817	0.00377	0.00268	0.01033	0.00735	0.364953	MvSl-1064-A2-R4_MC05g07075	0.00377	0.0019	0.01033	0.00514	0.364953	0	0	0
MvSl-1064-A1-R4_MC05-3g06813	aAutosome	aAutosome	NON	2.89687	2.76407	0.00474	0.00474	0.00005	0	94.6108	MvSl-1064-A2-R4_MC05g07077	0.00474	0.00475	0.00005	0.00038	94.6108	0	0	0
MvSl-1064-A1-R4_MC05-3g06820	aAutosome	aAutosome	NON	6.83309	6.82134	0.00001	0	0.00641	0.00053	0.00156004	MvSl-1064-A2-R4_MC05g07084	0.00001	0	0.00641	0	0.00156004	0	0	0
MvSl-1064-A1-R4_MC05-3g06821	aAutosome	aAutosome	NON	4.76688	4.89583	0	0.00172	0.00001	0.01353	0	MvSl-1064-A2-R4_MC05g07085	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06822	aAutosome	aAutosome	NON	6.26154	6.26528	0.00084	0.00084	0.00331	0.00336	0.253769	MvSl-1064-A2-R4_MC05g07086	0.00084	0.00084	0.00331	0.00336	0.253769	0	0	0
MvSl-1064-A1-R4_MC05-3g06824	aAutosome	aAutosome	NON	5.39514	5.33074	0	0.00893	0.00001	0.01698	0	MvSl-1064-A2-R4_MC05g07088	0	0	0.00002	0	0	0	-0.00001	0
MvSl-1064-A1-R4_MC05-3g06826	aAutosome	aAutosome	NON	3.4653	2.93237	0.00354	0.00334	0.02855	0.01976	0.123993	MvSl-1064-A2-R4_MC05g07090	0.00354	0.00348	0.02855	0.02012	0.123993	0	0	0
MvSl-1064-A1-R4_MC05-3g06827	aAutosome	aAutosome	NON	2.45879	3.21847	0.0005	0.0005	0.00305	0.00176	0.163929	MvSl-1064-A2-R4_MC05g07091	0.0005	0.0005	0.00305	0.00177	0.163929	0	0	0
MvSl-1064-A1-R4_MC05-3g06834	aAutosome	aAutosome	NON	1.76566	1.55656	0.0028	0.00107	0.00553	0.0021	0.50632	MvSl-1064-A2-R4_MC05g07098	0.0028	0.00107	0.00553	0.00211	0.50632	0	0	0
MvSl-1064-A1-R4_MC05-3g06836	aAutosome	aAutosome	NON	1.14928	1.24546	0.00149	0.00149	0.00002	0.00008	74.1294	MvSl-1064-A2-R4_MC05g07100	0.00149	0.00149	0.00002	0.00003	74.1294	0	0	0
MvSl-1064-A1-R4_MC05-3g06837	aAutosome	aAutosome	NON	3.96139	4.07682	0.60849	0.08961	65.41251	106.42116	0.00930235	MvSl-1064-A2-R4_MC05g07101	0.60851	0.08925	65.4126	115.0094	0.00930264	-2E-05	-9E-05	-2.9E-07
MvSl-1064-A1-R4_MC05-3g06841	aAutosome	aAutosome	NON	5.28979	5.48155	0.00946	0.00297	0.01906	0.00593	0.496325	MvSl-1064-A2-R4_MC05g07105	0.00946	0.00313	0.01906	0.00638	0.496325	0	0	0
MvSl-1064-A1-R4_MC06g06861	aAutosome	aAutosome	NON	1.59878	2.50144	0.00858	0.00404	0.05539	0.019	0.154901	MvSl-1064-A2-R4_MC06-1g07124	0.00858	0.00418	0.05539	0.01938	0.154901	0	0	0
MvSl-1064-A1-R4_MC06g06862	aAutosome	aAutosome	NON	8.4131	8.31637	0.6138	0.08727	13.26208	17.66889	0.0462823	MvSl-1064-A2-R4_MC06-1g07125	0.61381	0.08727	13.26283	17.05545	0.0462805	-1E-05	-0.00075	1.8E-06
MvSl-1064-A1-R4_MC06g06863	aAutosome	aAutosome	NON	3.02455	3.45794	0	0.00081	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07126	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06864	aAutosome	aAutosome	NON	2.17225	2.41467	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07127	0	0.00007	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06865	aAutosome	aAutosome	NON	4.72802	4.91083	0.00803	0.00326	0.00311	0.00293	2.58191	MvSl-1064-A2-R4_MC06-1g07128	0.00803	0.00328	0.00311	0.00305	2.58191	0	0	0
MvSl-1064-A1-R4_MC06g06870	aAutosome	aAutosome	NON	5.92886	5.94507	0.00871	0.00401	0.02611	0.01235	0.333587	MvSl-1064-A2-R4_MC06-1g07133	0.00871	0.00319	0.02611	0.00463	0.333587	0	0	0
MvSl-1064-A1-R4_MC06g06871	aAutosome	aAutosome	NON	7.44336	7.53493	0.29172	0.03848	0.53863	0.10806	0.541596	MvSl-1064-A2-R4_MC06-1g07134	0.29172	0.0385	0.53863	0.10819	0.541596	0	0	0
MvSl-1064-A1-R4_MC06g06872	aAutosome	aAutosome	NON	3.24764	3.27726	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07135	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06875	aAutosome	aAutosome	NON	4.77238	4.2877	0	0	0.00458	0	0	MvSl-1064-A2-R4_MC06-1g07138	0	0	0.00458	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06886	aAutosome	aAutosome	NON	7.88346	7.9704	0	0	0.00462	0	0	MvSl-1064-A2-R4_MC06-1g07149	0	0	0.0047	0	0	0	-8E-05	0
MvSl-1064-A1-R4_MC06g06887	aAutosome	aAutosome	NON	5.30321	5.0991	0.0026	0.00184	0.00003	0.00007	86.3787	MvSl-1064-A2-R4_MC06-1g07150	0.0026	0.00184	0.00003	0.00007	86.3787	0	0	0
MvSl-1064-A1-R4_MC06g06888	aAutosome	aAutosome	NON	7.68392	7.79006	0.00189	0.00095	0.00338	0.00197	0.559155	MvSl-1064-A2-R4_MC06-1g07151	0.00189	0.00095	0.00338	0.00196	0.559155	0	0	0
MvSl-1064-A1-R4_MC06g06895	aAutosome	aAutosome	NON	4.94892	5.00195	0.00241	0.00242	0.00002	0.00006	119.9	MvSl-1064-A2-R4_MC06-1g07158	0.00241	0.00242	0.00002	0.00006	119.9	0	0	0
MvSl-1064-A1-R4_MC06g06896	aAutosome	aAutosome	Up	6.50225	5.4952	0.00706	0.00502	0.01224	0.01235	0.576793	MvSl-1064-A2-R4_MC06-1g07159	0.00706	0.005	0.01224	0.01227	0.576793	0	0	0
MvSl-1064-A1-R4_MC06g06899	aAutosome	aAutosome	NON	4.34923	4.19654	0.00216	0.00216	0.00002	0.00007	107.463	MvSl-1064-A2-R4_MC06-1g07162	0.00215	0.00216	0.00002	0.00007	106.965	0.00001	0	0.498
MvSl-1064-A1-R4_MC06g06901	aAutosome	aAutosome	NON	5.40476	5.49986	0.00002	0	0.01601	0.00024	0.00124921	MvSl-1064-A2-R4_MC06-1g07164	0.00002	0	0.01601	0.00107	0.00124921	0	0	0
MvSl-1064-A1-R4_MC06g06902	aAutosome	aAutosome	NON	7.20411	7.25762	0.00381	0.0027	0.00004	0	95.0125	MvSl-1064-A2-R4_MC06-1g07165	0.00381	0.0027	0.00004	0.00023	95.0125	0	0	0
MvSl-1064-A1-R4_MC06g06903	aAutosome	aAutosome	NON	6.09924	6.35569	0.00001	0	0.00833	0	0.00120047	MvSl-1064-A2-R4_MC06-1g07166	0.00001	0	0.00833	0	0.00120047	0	0	0
MvSl-1064-A1-R4_MC06g06904	aAutosome	aAutosome	NON	6.77989	6.68375	0.00399	0.0016	0.00917	0.00368	0.43511	MvSl-1064-A2-R4_MC06-1g07167	0.00399	0.00157	0.00917	0.00361	0.43511	0	0	0
MvSl-1064-A1-R4_MC06g06913	aAutosome	aAutosome	NON	1.03483	2.30004	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC06-1g07176	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06914	aAutosome	aAutosome	NON	4.85033	4.5836	0.00119	0.00119	0.00001	0.00004	117.822	MvSl-1064-A2-R4_MC06-1g07177	0.00119	0.00119	0.00001	0.00004	117.822	0	0	0
MvSl-1064-A1-R4_MC06g06918	aAutosome	aAutosome	NON	2.26522	2.57989	0.00295	0	0.00003	0	98.0066	MvSl-1064-A2-R4_MC06-1g07181	0.00295	0.00296	0.00003	0	98.0066	0	0	0
MvSl-1064-A1-R4_MC06g06919	aAutosome	aAutosome	NON	6.85649	6.81981	0.00228	0.00116	0.00475	0.00247	0.47999	MvSl-1064-A2-R4_MC06-1g07182	0.00228	0.00125	0.00475	0.00287	0.47999	0	0	0
MvSl-1064-A1-R4_MC06g06921	aAutosome	aAutosome	NON	7.57669	7.23969	0.00748	0.00433	0.00692	0.00693	1.08091	MvSl-1064-A2-R4_MC06-1g07184	0.00748	0.00433	0.00692	0.00696	1.08091	0	0	0
MvSl-1064-A1-R4_MC06g06923	aAutosome	aAutosome	NON	6.99532	7.12708	0.00001	0	0.01188	0	0.000841744	MvSl-1064-A2-R4_MC06-1g07186	0.00001	0	0.01205	0	0.000829869	0	-0.00017	1.1875E-05
MvSl-1064-A1-R4_MC06g06924	aAutosome	aAutosome	NON	7.33411	7.19678	0.00156	0.00064	0.00238	0.001	0.655435	MvSl-1064-A2-R4_MC06-1g07187	0.00156	0.00065	0.00238	0.00101	0.655435	0	0	0
MvSl-1064-A1-R4_MC06g06926	aAutosome	aAutosome	NON	4.74956	4.65535	0.00001	0	0.01104	0	0.000905789	MvSl-1064-A2-R4_MC06-1g07189	0.00001	0	0.01096	0	0.0009124	0	8E-05	-6.611E-06
MvSl-1064-A1-R4_MC06g06927	aAutosome	aAutosome	NON	4.85075	4.87056	0.00311	0.00311	0.00003	0	103.322	MvSl-1064-A2-R4_MC06-1g07190	0.00216	0.00217	0.00654	0.0066	0.33027	0.00095	-0.00651	102.99173
MvSl-1064-A1-R4_MC06g06930	aAutosome	aAutosome	NON	6.04602	6.01574	0.00001	0	0.00616	0	0.00162335	MvSl-1064-A2-R4_MC06-1g07193	0.00001	0	0.00616	0	0.00162335	0	0	0
MvSl-1064-A1-R4_MC06g06931	aAutosome	aAutosome	NON	7.33865	7.25839	0.00312	0.00312	0.00003	0.00019	103.654	MvSl-1064-A2-R4_MC06-1g07194	0.00312	0.00312	0.00003	0	103.654	0	0	0
MvSl-1064-A1-R4_MC06g06933	aAutosome	aAutosome	NON	4.90764	4.37132	0.01557	0.00644	0.02538	0.01036	0.613473	MvSl-1064-A2-R4_MC06-1g07196	0.01557	0.00637	0.02538	0.0104	0.613473	0	0	0
