genea1	dNa1	dNsea1	dSa1	dSsea1	dNdSa1	genea2	dNa2	dNsea2	dSa2	dSsea2	dNdSa2	chr	chrom	DE	a1mean	a2mean	ratio	log2ratio	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC05-3g06641	2.1851	2.59406	48.8194	192.60546	0.0447588	MvSl-1064-A2-R4_MC05g06904	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.19362	5.99366	1.033361919	0.047345624	2.1851	48.81939	0.0447588
MvSl-1064-A1-R4_MC05-3g06646	0	0.13408	0	0.00137	0	MvSl-1064-A2-R4_MC05g06909	0.01084	0.00626	0.01208	0.01199	0.897344	aAutosome	aAutosome	NON	2.32812	2.46602	0.944079934	-0.083019078	-0.01084	-0.01208	-0.897344
MvSl-1064-A1-R4_MC05-3g06647	2.9011	2.87737	5.95164	7.28026	0.487445	MvSl-1064-A2-R4_MC05g06910	0.74709	0.11661	57.95416	245.76387	0.0128911	aAutosome	aAutosome	NON	9.64814	9.398	1.026616301	0.037897074	2.15401	-52.00252	0.4745539
MvSl-1064-A1-R4_MC05-3g06648	1.32556	0.44147	51.59738	171.8451	0.0256905	MvSl-1064-A2-R4_MC05g06911	0.03861	0.0112	0.07115	0.02512	0.542656	aAutosome	aAutosome	NON	8.42457	8.02168	1.05022514	0.070698636	1.28695	51.52623	-0.5169655
MvSl-1064-A1-R4_MC05-3g06649	1.4849	0.81985	1.57102	1.21846	0.945182	MvSl-1064-A2-R4_MC05g06912	0.00182	0.00128	0.00368	0.00261	0.494552	aAutosome	aAutosome	NON	5.09961	4.97865	1.024295743	0.034632322	1.48308	1.56734	0.45063
MvSl-1064-A1-R4_MC05-3g06650	2.59369	2.74963	51.86546	304.67671	0.050008	MvSl-1064-A2-R4_MC05g06913	0.24554	0.04282	0.70295	0.19136	0.349299	aAutosome	aAutosome	NON	8.47474	7.88877	1.074279007	0.103368732	2.34815	51.16251	-0.299291
MvSl-1064-A1-R4_MC05-3g06652	4.962	6.56936	1.27609	2.37984	3.88844	MvSl-1064-A2-R4_MC05g06915	0.00248	0.00176	0.00627	0.00445	0.395528	aAutosome	aAutosome	NON	5.85635	6.04174	0.969315131	-0.044962323	4.95952	1.26982	3.492912
MvSl-1064-A1-R4_MC05-3g06653	1.50998	1.15521	80.82044	239.71032	0.0186831	MvSl-1064-A2-R4_MC05g06916	0.42191	0.06537	1.82798	0.76614	0.230807	aAutosome	aAutosome	NON	4.03541	4.36198	0.925132623	-0.112267896	1.08807	78.99246	-0.2121239
MvSl-1064-A1-R4_MC05-3g06654	0.17757	0.11233	1.52789	1.5838	0.116219	MvSl-1064-A2-R4_MC05g06917	0.00129	0.00093	0.00203	0.0015	0.635437	aAutosome	aAutosome	NON	6.58495	6.36338	1.034819546	0.049379209	0.17628	1.52586	-0.519218
MvSl-1064-A1-R4_MC05-3g06655	0.00001	0.11983	0	0.00121	10000	MvSl-1064-A2-R4_MC05g06918	0.00142	0.00101	0.00001	0	140.594	aAutosome	aAutosome	NON	6.77314	6.69384	1.011846713	0.016990749	-0.00141	-0.00001	9859.406
MvSl-1064-A1-R4_MC05-3g06656	0.72568	0.26341	42.39393	394.78184	0.0171175	MvSl-1064-A2-R4_MC05g06919	0	0	0.00375	0	0	aAutosome	aAutosome	NON	6.44917	6.22387	1.036199342	0.051301573	0.72568	42.39018	0.0171175
MvSl-1064-A1-R4_MC05-3g06657	0.80443	0.25042	4.04124	3.54176	0.199055	MvSl-1064-A2-R4_MC05g06920	0.00066	0.00065	0.00146	0.00144	0.452024	aAutosome	aAutosome	NON	7.01851	6.86798	1.021917653	0.031278947	0.80377	4.03978	-0.252969
MvSl-1064-A1-R4_MC05-3g06658	0	0.07287	0	0.00074	0	MvSl-1064-A2-R4_MC05g06921	0	0.00656	0.00001	0.01355	0	aAutosome	aAutosome	NON	5.72306	5.7663	0.992501257	-0.010859165	0	-0.00001	0
MvSl-1064-A1-R4_MC05-3g06660	19.07603	49.62519	11.75821	30.51832	1.62236	MvSl-1064-A2-R4_MC05g06923	0.00277	0.0017	0.00391	0.00275	0.708422	aAutosome	aAutosome	NON	8.56327	8.55137	1.00139159	0.002006244	19.07326	11.7543	0.913938
MvSl-1064-A1-R4_MC05-3g06661	0.91772	0.39315	0.92013	1.01681	0.997381	MvSl-1064-A2-R4_MC05g06924	0	0	0	0	0	aAutosome	aAutosome	NON	5.8272	5.78766	1.006831777	0.009822655	0.91772	0.92013	0.997381
MvSl-1064-A1-R4_MC05-3g06662	21.67534	25.7493	0.88403	1.16245	24.5188	MvSl-1064-A2-R4_MC05g06925	0.00001	0	0.00915	0.00112	0.00109288	aAutosome	aAutosome	NON	6.66749	6.50067	1.02566197	0.036555337	21.67533	0.87488	24.51770712
MvSl-1064-A1-R4_MC05-3g06663	9.0345	8.33193	0.8791	0.75396	10.277	MvSl-1064-A2-R4_MC05g06926	0.01287	0.00455	0.01489	0.00716	0.864333	aAutosome	aAutosome	NON	2.78831	2.69723	1.033767977	0.047912417	9.02163	0.86421	9.412667
MvSl-1064-A1-R4_MC05-3g06664	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06927	0.00384	0.00384	0.00004	0	95.7606	aAutosome	aAutosome	NON	4.97027	4.97622	0.998804313	-0.001726043	-0.00384	-0.00003	-95.7606
MvSl-1064-A1-R4_MC05-3g06669	1.61858	1.37931	0.76099	0.54457	2.12694	MvSl-1064-A2-R4_MC05g06932	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.09687	6.8006	1.043565274	0.061520842	1.61858	0.76098	2.12694
MvSl-1064-A1-R4_MC05-3g06670	1.66592	0.78828	0.62884	0.60072	2.6492	MvSl-1064-A2-R4_MC05g06933	0	0.01539	0.00001	0.04017	0	aAutosome	aAutosome	NON	2.57796	2.43061	1.060622642	0.084911452	1.66592	0.62883	2.6492
MvSl-1064-A1-R4_MC05-3g06671	0.85585	0.26793	87.36203	341.46722	0.00979659	MvSl-1064-A2-R4_MC05g06934	0.0009	0.00091	0.00592	0.00423	0.152024	aAutosome	aAutosome	NON	5.79787	5.89036	0.984298073	-0.022832824	0.85495	87.35611	-0.14222741
MvSl-1064-A1-R4_MC05-3g06672	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06935	0.0023	0.00163	0.00002	0.00006	114.428	aAutosome	aAutosome	NON	6.00676	6.08082	0.987820722	-0.017678862	-0.0023	-0.00001	-114.428
MvSl-1064-A1-R4_MC05-3g06673	0.57388	0.22376	63.88438	101.58762	0.0089831	MvSl-1064-A2-R4_MC05g06936	0.58445	0.09304	4.79668	2.61358	0.121845	aAutosome	aAutosome	NON	5.34053	5.40118	0.988770972	-0.016291705	-0.01057	59.0877	-0.1128619
MvSl-1064-A1-R4_MC05-3g06674	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06937	0	0	0.00303	0	0	aAutosome	aAutosome	NON	6.68985	6.77626	0.987248128	-0.018515368	0	-0.00303	0
MvSl-1064-A1-R4_MC05-3g06676	20.52638	15.40751	0.20734	0.74377	98.9986	MvSl-1064-A2-R4_MC05g06939	0	0	0.00134	0	0	aAutosome	aAutosome	NON	6.07653	6.12619	0.99189382	-0.011742404	20.52638	0.206	98.9986
MvSl-1064-A1-R4_MC05-3g06677	0	0.00007	0.00002	0	0	MvSl-1064-A2-R4_MC05g06940	0.00433	0.00435	0.00004	0.00015	107.98	aAutosome	aAutosome	NON	5.75639	5.66623	1.015911814	0.022775175	-0.00433	-0.00002	-107.98
MvSl-1064-A1-R4_MC05-3g06678	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06941	0.00001	0.00001	0.00666	0.00669	0.00150148	aAutosome	aAutosome	NON	4.12118	4.67779	0.88101005	-0.182769619	-0.00001	-0.00666	-0.00150148
MvSl-1064-A1-R4_MC05-3g06679	14.71433	2851.68864	27.18643	5481.58643	0.541238	MvSl-1064-A2-R4_MC05g06942	0.0019	0.00191	0.00002	0.00002	94.5274	aAutosome	aAutosome	NON	8.56723	8.24845	1.038647261	0.054705778	14.71243	27.18641	-93.986162
MvSl-1064-A1-R4_MC05-3g06680	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06943	0.00092	0.00092	0.00619	0.00358	0.148624	aAutosome	aAutosome	NON	7.35607	7.30713	1.006697568	0.009630334	-0.00092	-0.00618	-0.148624
MvSl-1064-A1-R4_MC05-3g06682	0.68913	0.52394	0.7767	0.63698	0.887254	MvSl-1064-A2-R4_MC05g06945	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.63868	5.37249	1.049546858	0.069766579	0.68913	0.77669	0.887254
MvSl-1064-A1-R4_MC05-3g06683	0.95549	0.38196	1.56382	1.07884	0.610997	MvSl-1064-A2-R4_MC05g06946	0.00254	0.00257	0.01148	0.01189	0.221252	aAutosome	aAutosome	NON	4.95096	4.78215	1.035300022	0.05004891	0.95295	1.55234	0.389745
MvSl-1064-A1-R4_MC05-3g06684	2.64989	4.23058	43.84319	110.41801	0.0604402	MvSl-1064-A2-R4_MC05g06947	0.00066	0.00066	0.00856	0.00496	0.0771019	aAutosome	aAutosome	NON	7.02154	6.66628	1.053292091	0.074905569	2.64923	43.83463	-0.0166617
MvSl-1064-A1-R4_MC05-3g06685	0.00001	0	0	0	10000	MvSl-1064-A2-R4_MC05g06948	0.00362	0.00181	0.00232	0.00233	1.56028	aAutosome	aAutosome	NON	6.04266	5.90448	1.023402569	0.03337376	-0.00361	-0.00232	9998.43972
MvSl-1064-A1-R4_MC05-3g06686	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06949	0.00424	0.00245	0.00004	0.00012	105.736	aAutosome	aAutosome	NON	5.09366	4.79749	1.061734365	0.086422864	-0.00424	-0.00004	-105.736
MvSl-1064-A1-R4_MC05-3g06687	2.87556	2.15876	71.20441	583.22493	0.0403846	MvSl-1064-A2-R4_MC05g06950	0	0	0.00263	0.00021	0	aAutosome	aAutosome	NON	7.55903	7.6674	0.985866135	-0.020536331	2.87556	71.20178	0.0403846
MvSl-1064-A1-R4_MC05-3g06688	0.43054	0.53161	1.18368	1.55824	0.36373	MvSl-1064-A2-R4_MC05g06951	0.00297	0.00111	0.00284	0.00161	1.04574	aAutosome	aAutosome	NON	6.95852	6.93768	1.003003886	0.004327196	0.42757	1.18084	-0.68201
MvSl-1064-A1-R4_MC05-3g06689	1.77888	0.94172	2.33201	2.23766	0.76281	MvSl-1064-A2-R4_MC05g06952	0	0	0.00499	0	0	aAutosome	aAutosome	NON	5.39904	5.1052	1.057557001	0.080735424	1.77888	2.32702	0.76281
MvSl-1064-A1-R4_MC05-3g06690	1.39543	0.50309	54.84504	195.474	0.0254431	MvSl-1064-A2-R4_MC05g06953	0	0.00052	0.00001	0.0054	0	aAutosome	aAutosome	NON	8.37352	8.56344	0.977821997	-0.032356235	1.39543	54.84503	0.0254431
MvSl-1064-A1-R4_MC05-3g06691	0	0	0	0.00056	0	MvSl-1064-A2-R4_MC05g06954	0	0.00005	0.00001	0.00159	0	aAutosome	aAutosome	NON	6.35386	6.30451	1.00782773	0.011249057	0	-0.00001	0
MvSl-1064-A1-R4_MC05-3g06692	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06955	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.69502	4.53808	1.034582907	0.049049262	0	-0.00001	0
MvSl-1064-A1-R4_MC05-3g06694	0.0215	0.0223	0.00022	0	97.7268	MvSl-1064-A2-R4_MC05g06957	0.02002	0.0101	0.0002	0.00174	100.05	aAutosome	aAutosome	NON	6.14326	5.99586	1.024583629	0.035037746	0.00148	0.00002	-2.3232
MvSl-1064-A1-R4_MC05-3g06698	25.45664	32.80595	2.69533	3.26165	9.44472	MvSl-1064-A2-R4_MC05g06962	0.14158	0.02935	0.18603	0.05872	0.76106	aAutosome	aAutosome	NON	6.37797	6.44366	0.989805483	-0.014783061	25.31506	2.5093	8.68366
MvSl-1064-A1-R4_MC05-3g06699	0	0	0	0	0	MvSl-1064-A2-R4_MC05g06963	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.92321	5.88883	1.005838172	0.00839821	0	-0.00001	0
MvSl-1064-A1-R4_MC05-3g06700	11.53829	15.59007	0.11655	0.29987	98.9986	MvSl-1064-A2-R4_MC05g06964	0.00329	0.00233	0.00003	0.00002	109.302	aAutosome	aAutosome	NON	7.69059	7.47185	1.029275213	0.041628789	11.535	0.11652	-10.3034
MvSl-1064-A1-R4_MC05-3g06701	20.92615	31.3966	4.09555	12.38364	5.10948	MvSl-1064-A2-R4_MC05g06965	0.00001	0	0.0072	0	0.00138887	aAutosome	aAutosome	NON	6.71653	6.45627	1.040311201	0.057015164	20.92614	4.08835	5.10809113
MvSl-1064-A1-R4_MC05-3g06702	0.7139	0.68944	0.53509	0.64089	1.33417	MvSl-1064-A2-R4_MC05g06966	0.01302	0.00506	0.01671	0.00992	0.779169	aAutosome	aAutosome	NON	4.04538	4.26756	0.947937463	-0.077136209	0.70088	0.51838	0.555001
MvSl-1064-A1-R4_MC05-3g06703	13.56234	7.87539	0.13699	0	99.0024	MvSl-1064-A2-R4_MC05g06967	0	0	0	0	0	aAutosome	aAutosome	NON	4.67706	4.35116	1.074899567	0.104201868	13.56234	0.13699	99.0024
MvSl-1064-A1-R4_MC05-3g06705	0.02478	0.02495	0.00025	0.00189	99.1196	MvSl-1064-A2-R4_MC05g06969	0.00236	0.00167	0.00002	0.00006	117.413	aAutosome	aAutosome	NON	5.91907	6.53844	0.905272511	-0.143575947	0.02242	0.00023	-18.2934
MvSl-1064-A1-R4_MC05-3g06706	0.59663	0.93443	0.00603	0.07939	98.9436	MvSl-1064-A2-R4_MC05g06970	0.00329	0.00146	0.00569	0.00326	0.578197	aAutosome	aAutosome	NON	3.76215	3.94026	0.954797399	-0.066733458	0.59334	0.00034	98.365403
MvSl-1064-A1-R4_MC05-3g06708	0	0.00005	0.00001	0	0	MvSl-1064-A2-R4_MC05g06972	0.00128	0.00126	0.00237	0.00234	0.540062	aAutosome	aAutosome	NON	5.89872	6.29853	0.936523284	-0.094613231	-0.00128	-0.00236	-0.540062
MvSl-1064-A1-R4_MC05-3g06709	0.96181	0.48097	1.59674	1.26225	0.602359	MvSl-1064-A2-R4_MC05g06973	0	0.00003	0.00366	0.00361	0	aAutosome	aAutosome	NON	7.46271	7.81921	0.954407159	-0.067323231	0.96181	1.59308	0.602359
MvSl-1064-A1-R4_MC05-3g06710	0.49467	0.21802	1.1339	0.86895	0.436255	MvSl-1064-A2-R4_MC05g06974	0	0	0.0029	0.00291	0	aAutosome	aAutosome	NON	6.8867	6.82296	1.009341986	0.013415073	0.49467	1.131	0.436255
MvSl-1064-A1-R4_MC05-3g06711	0.55433	0.24659	24.06622	85.19023	0.0230335	MvSl-1064-A2-R4_MC05g06975	0.00313	0.00222	0.00003	0	103.987	aAutosome	aAutosome	NON	6.24822	6.33062	0.986983897	-0.018901548	0.5512	24.06619	-103.9639665
MvSl-1064-A1-R4_MC05-3g06712	1.04456	0.76106	100.67238	1101.38414	0.0103758	MvSl-1064-A2-R4_MC05g06976	0.00593	0.00595	0.00006	0	98.6689	aAutosome	aAutosome	NON	4.86641	4.84571	1.00427182	0.006149807	1.03863	100.67232	-98.6585242
MvSl-1064-A1-R4_MC05-3g06713	0.80086	0.39761	16.84942	32.74509	0.0475304	MvSl-1064-A2-R4_MC05g06977	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.1836	7.37053	0.974638187	-0.037061345	0.80086	16.84941	0.0475304
MvSl-1064-A1-R4_MC05-3g06714	0.85831	0.4313	21.52647	50.45602	0.0398723	MvSl-1064-A2-R4_MC05g06978	0.00137	0.00138	0.00777	0.00552	0.176317	aAutosome	aAutosome	NON	5.98795	5.90835	1.013472458	0.019306884	0.85694	21.5187	-0.1364447
MvSl-1064-A1-R4_MC05-3g06715	1.74617	0.78054	1.53159	1.03707	1.1401	MvSl-1064-A2-R4_MC05g06979	0.52053	0.05992	1.32926	0.32053	0.391594	aAutosome	aAutosome	NON	3.19293	3.64339	0.876362399	-0.19040051	1.22564	0.20233	0.748506
MvSl-1064-A1-R4_MC05-3g06716	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06980	0.00616	0.00426	0.00006	0	102.496	aAutosome	aAutosome	NON	4.27033	4.56523	0.935403036	-0.096339984	-0.00616	-0.00005	-102.496
MvSl-1064-A1-R4_MC05-3g06717	0.65686	0.25264	40.65052	327.94709	0.0161587	MvSl-1064-A2-R4_MC05g06981	0.00384	0.00222	0.00004	0.00017	95.7606	aAutosome	aAutosome	NON	6.48645	6.50962	0.996440652	-0.005144214	0.65302	40.65048	-95.7444413
MvSl-1064-A1-R4_MC05-3g06719	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06983	0.00102	0.00102	0.00001	0	100.99	aAutosome	aAutosome	NON	4.46504	4.48793	0.994899653	-0.007377074	-0.00102	0	-100.99
MvSl-1064-A1-R4_MC05-3g06720	2.37264	1.20977	3.39738	2.56454	0.698373	MvSl-1064-A2-R4_MC05g06984	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.65077	4.66128	0.997745255	-0.003256583	2.37264	3.39737	0.698373
MvSl-1064-A1-R4_MC05-3g06721	1.14304	0.51877	9.42778	18.20273	0.121242	MvSl-1064-A2-R4_MC05g06985	0	0.00004	0.00001	0.02258	0	aAutosome	aAutosome	NON	6.64333	6.3572	1.045008809	0.063515104	1.14304	9.42777	0.121242
MvSl-1064-A1-R4_MC05-3g06723	1.36186	0.49307	1.91334	1.5392	0.711771	MvSl-1064-A2-R4_MC05g06987	0.00161	0.00114	0.00906	0.00454	0.177702	aAutosome	aAutosome	NON	3.40461	3.2345	1.052592364	0.073946833	1.36025	1.90428	0.534069
MvSl-1064-A1-R4_MC05-3g06724	0.65085	0.24094	26.52352	44.45881	0.0245386	MvSl-1064-A2-R4_MC05g06988	0.00077	0.00077	0.00229	0.00228	0.33623	aAutosome	aAutosome	NON	7.35945	7.68619	0.957489992	-0.062670688	0.65008	26.52123	-0.3116914
MvSl-1064-A1-R4_MC05-3g06725	0	0.00006	0.00001	0	0	MvSl-1064-A2-R4_MC05g06989	0.00001	0	0.00788	0.00036	0.00126902	aAutosome	aAutosome	NON	3.47671	3.62771	0.958375945	-0.061336397	-0.00001	-0.00787	-0.00126902
MvSl-1064-A1-R4_MC05-3g06727	1.3366	1.46979	3.31595	11.74754	0.403082	MvSl-1064-A2-R4_MC05g06991	0.00001	0	0	0.00006	100	aAutosome	aAutosome	NON	5.92816	6.05004	0.979854679	-0.029360295	1.33659	3.31595	-99.596918
MvSl-1064-A1-R4_MC05-3g06728	0	0.0214	0.00001	0.04705	0	MvSl-1064-A2-R4_MC05g06992	0.0016	0.0016	0.00704	0.005	0.227269	aAutosome	aAutosome	NON	7.54927	7.43433	1.015460707	0.022134416	-0.0016	-0.00703	-0.227269
MvSl-1064-A1-R4_MC05-3g06729	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g06993	0.00609	0.00428	0.02386	0.01381	0.255238	aAutosome	aAutosome	NON	5.15254	5.08846	1.012593201	0.018054703	-0.00609	-0.02385	-0.255238
MvSl-1064-A1-R4_MC05-3g06730	2.02393	1.10407	0.8466	0.6256	2.39066	MvSl-1064-A2-R4_MC05g06994	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.909	5.9499	0.993125935	-0.009951422	2.02393	0.84659	2.39066
MvSl-1064-A1-R4_MC05-3g06731	0.42265	0.21216	1.53498	1.84564	0.275346	MvSl-1064-A2-R4_MC05g06995	0.01232	0.00434	0.02298	0.01021	0.536116	aAutosome	aAutosome	Down	3.77568	6.1153	0.617415335	-0.695686778	0.41033	1.512	-0.26077
MvSl-1064-A1-R4_MC05-3g06737	1.68223	2.84184	81.18242	408.74647	0.0207216	MvSl-1064-A2-R4_MC05g07001	0.00266	0.00266	0.00003	0.00011	88.3721	aAutosome	aAutosome	NON	8.55381	8.35966	1.023224629	0.033122895	1.67957	81.18239	-88.3513784
MvSl-1064-A1-R4_MC05-3g06738	0.81177	0.48885	1.41571	1.36877	0.573401	MvSl-1064-A2-R4_MC05g07002	0.00298	0.003	0.01042	0.01064	0.285986	aAutosome	aAutosome	NON	6.57469	6.6333	0.991164277	-0.012803903	0.80879	1.40529	0.287415
MvSl-1064-A1-R4_MC05-3g06739	1.28483	0.50956	65.14089	220.16397	0.0197239	MvSl-1064-A2-R4_MC05g07003	0	0.00262	0.00001	0.0166	0	aAutosome	aAutosome	NON	2.84678	3.12966	0.909613185	-0.136674929	1.28483	65.14088	0.0197239
MvSl-1064-A1-R4_MC05-3g06740	0.39276	0.18794	177.80318	1163.73846	0.00220896	MvSl-1064-A2-R4_MC05g07004	0.00001	0	0.00626	0	0.00159742	aAutosome	aAutosome	NON	7.01937	6.9717	1.006837644	0.009831062	0.39275	177.79692	0.00061154
MvSl-1064-A1-R4_MC05-3g06749	1.63484	0.89822	2.36794	1.83459	0.690406	MvSl-1064-A2-R4_MC05g07013	0	0	0	0	0	aAutosome	aAutosome	NON	0.826386	0.896598	0.921690657	-0.117645468	1.63484	2.36794	0.690406
MvSl-1064-A1-R4_MC05-3g06751	1.0253	0.38212	32.26073	96.48982	0.0317817	MvSl-1064-A2-R4_MC05g07015	0.00129	0.00075	0.00402	0.00201	0.320888	aAutosome	aAutosome	NON	6.8961	6.73326	1.024184422	0.03447552	1.02401	32.25671	-0.2891063
MvSl-1064-A1-R4_MC05-3g06752	0.58547	0.22974	1.49715	1.38809	0.391056	MvSl-1064-A2-R4_MC05g07016	0.00298	0.00299	0.01129	0.01136	0.263948	aAutosome	aAutosome	NON	6.8795	6.62963	1.037689886	0.053375358	0.58249	1.48586	0.127108
MvSl-1064-A1-R4_MC05-3g06753	0	0	0	0	0	MvSl-1064-A2-R4_MC05g07017	0.00001	0	0.0069	0	0.00144925	aAutosome	aAutosome	NON	4.26189	3.81566	1.116947003	0.159560734	-0.00001	-0.0069	-0.00144925
MvSl-1064-A1-R4_MC05-3g06754	0	0.0714	0.00001	0.18948	0	MvSl-1064-A2-R4_MC05g07018	0.00001	0	0.00726	0	0.00137739	aAutosome	aAutosome	NON	4.00787	3.54769	1.129712574	0.175955762	-0.00001	-0.00725	-0.00137739
MvSl-1064-A1-R4_MC05-3g06755	0.12143	0.0874	0.00123	0.012	98.7235	MvSl-1064-A2-R4_MC05g07019	0.00439	0.00223	0.00329	0.00189	1.33431	aAutosome	aAutosome	NON	5.2687	5.14002	1.025034922	0.035673062	0.11704	-0.00206	97.38919
MvSl-1064-A1-R4_MC05-3g06756	0.02247	0.02254	0.00023	0.00242	97.6952	MvSl-1064-A2-R4_MC05g07020	0.00498	0.00249	0.00477	0.00337	1.044	aAutosome	aAutosome	NON	6.23792	6.09732	1.023059311	0.032889787	0.01749	-0.00454	96.6512
MvSl-1064-A1-R4_MC05-3g06757	1.40985	0.79791	7.28562	9.97796	0.193511	MvSl-1064-A2-R4_MC05g07021	0.00104	0.00102	0.00537	0.00515	0.193665	aAutosome	aAutosome	NON	8.92099	8.88254	1.004328717	0.006231541	1.40881	7.28025	-0.000154
MvSl-1064-A1-R4_MC05-3g06758	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC05g07022	0.00541	0.00384	0.00632	0.00635	0.855999	aAutosome	aAutosome	NON	5.13121	5.26786	0.974059675	-0.037917934	-0.00541	-0.00631	-0.855999
MvSl-1064-A1-R4_MC05-3g06764	1.91147	1.02799	0.88883	0.62198	2.15055	MvSl-1064-A2-R4_MC05g07028	0.00358	0.00254	0.00004	0.00013	89.2768	aAutosome	aAutosome	NON	5.83134	5.68016	1.026615447	0.037895874	1.90789	0.88879	-87.12625
MvSl-1064-A1-R4_MC05-3g06765	2.74391	1.56422	2.57368	4.43364	1.06614	MvSl-1064-A2-R4_MC05g07029	0.00282	0.00164	0.00138	0.00141	2.04333	aAutosome	aAutosome	NON	5.79737	5.96675	0.971612687	-0.041546767	2.74109	2.5723	-0.97719
MvSl-1064-A1-R4_MC05-3g06766	24.0255	32.44661	2.37212	3.9687	10.1283	MvSl-1064-A2-R4_MC05g07030	0.00156	0.00111	0.01213	0.00611	0.128606	aAutosome	aAutosome	NON	7.41821	7.66474	0.96783583	-0.047165745	24.02394	2.35999	9.999694
MvSl-1064-A1-R4_MC05-3g06767	10.09302	172.37299	39.89318	597.63645	0.253001	MvSl-1064-A2-R4_MC05g07031	0.00089	0.00063	0.0057	0.00286	0.156138	aAutosome	aAutosome	NON	8.06661	7.75465	1.040228766	0.056900839	10.09213	39.88748	0.096863
MvSl-1064-A1-R4_MC05-3g06768	4.67285	2.50634	1.10053	0	4.246	MvSl-1064-A2-R4_MC05g07032	0.00345	0.00199	0.00459	0.0026	0.751618	aAutosome	aAutosome	NON	5.6256	5.5207	1.019001214	0.02715577	4.6694	1.09594	3.494382
MvSl-1064-A1-R4_MC05-3g06769	0.94435	0.38851	1.57982	1.286	0.597758	MvSl-1064-A2-R4_MC05g07033	0.03856	0.0131	0.28429	0.09236	0.135636	aAutosome	aAutosome	NON	-0.411058	0.446855	-0.91989124	-0.120464796	0.90579	1.29553	0.462122
MvSl-1064-A1-R4_MC05-3g06772	0	0.00011	0.00002	0	0	MvSl-1064-A2-R4_MC05g07036	0.00698	0.00348	0.00739	0.0052	0.944507	aAutosome	aAutosome	NON	7.01731	6.7811	1.034833582	0.049398777	-0.00698	-0.00737	-0.944507
MvSl-1064-A1-R4_MC05-3g06773	1.3285	0.89428	3.80631	7.62129	0.349026	MvSl-1064-A2-R4_MC05g07037	0.00587	0.00221	0.00407	0.00156	1.44223	aAutosome	aAutosome	NON	4.73784	4.78661	0.989811161	-0.014774785	1.32263	3.80224	-1.093204
MvSl-1064-A1-R4_MC05-3g06774	0.72757	0.26688	0.493	0.3067	1.4758	MvSl-1064-A2-R4_MC05g07038	0.00081	0.00081	0.00686	0.00488	0.118074	aAutosome	aAutosome	NON	8.95646	8.91949	1.004144856	0.005967404	0.72676	0.48614	1.357726
MvSl-1064-A1-R4_MC05-3g06775	0.70835	0.22422	3.50796	3.81781	0.201926	MvSl-1064-A2-R4_MC05g07039	0.58453	0.09114	2.7212	2.97148	0.214806	aAutosome	aAutosome	NON	5.40904	5.45015	0.992457088	-0.01092337	0.12382	0.78676	-0.01288
MvSl-1064-A1-R4_MC05-3g06776	0.7599	0.27154	84.37813	416.48013	0.00900589	MvSl-1064-A2-R4_MC05g07040	0.00303	0.00133	0.00573	0.00275	0.528787	aAutosome	aAutosome	NON	7.61858	7.66326	0.994169583	-0.00843613	0.75687	84.3724	-0.51978111
MvSl-1064-A1-R4_MC05-3g06778	1.03279	0.47529	3.98727	3.8072	0.259022	MvSl-1064-A2-R4_MC05g07042	0.00339	0.0034	0.00003	0.00019	112.625	aAutosome	aAutosome	NON	5.47556	4.94362	1.107601312	0.147438668	1.0294	3.98724	-112.365978
MvSl-1064-A1-R4_MC05-3g06779	0.00009	0	0.0884	0.01059	0.0010181	MvSl-1064-A2-R4_MC05g07043	0.0014	0.0014	0.01053	0.00611	0.132952	aAutosome	aAutosome	NON	6.20785	6.29872	0.985573259	-0.020964982	-0.00131	0.07787	-0.1319339
MvSl-1064-A1-R4_MC05-3g06782	17.70023	132.30794	11.1593	135.36852	1.58614	MvSl-1064-A2-R4_MC05g07046	0	0	0.00147	0	0	aAutosome	aAutosome	NON	6.95764	6.9949	0.994673262	-0.007705399	17.70023	11.15783	1.58614
MvSl-1064-A1-R4_MC05-3g06784	0.86564	0.37185	2.21644	1.98098	0.390554	MvSl-1064-A2-R4_MC05g07048	0	0	0.00003	0.02387	0	aAutosome	aAutosome	NON	14.7371	15.8303	0.93094256	-0.103235941	0.86564	2.21641	0.390554
