genea1	chr	chrom	DE	a1expmean	a2expmean	ratio	log2exp	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC10-1g09655	aAutosome	aAutosome	NON	7.86153	7.97433	0.985854611	-0.020553194	0.00125	0.00089	0.00455	0.00264	0.274719	MvSl-1064-A2-R4_MC10g09922	0.00125	0.00088	0.00455	0.00263	0.274719	0	0	0.999999636
MvSl-1064-A1-R4_MC12g11202	aAutosome	aAutosome	NON	5.3062	5.40023	0.982587779	-0.0253418	0.00198	0.00115	0.00455	0.00265	0.435155	MvSl-1064-A2-R4_MC12g11465	0.00198	0.00114	0.00455	0.00263	0.435155	0	0	0.99999977
MvSl-1064-A1-R4_MC11g10308	aAutosome	aAutosome	NON	6.97183	7.00041	0.995917382	-0.005902029	0	0	0.00452	0	0	MvSl-1064-A2-R4_MC11g10569	0	0	0.00455	0	0	0	-3.00E-05	0
MvSl-1064-A1-R4_MC01-1g01818	aAutosome	aAutosome	NON	6.06997	6.12812	0.990510956	-0.013755162	0.00246	0.00298	0.00454	0.00551	0.541838	MvSl-1064-A2-R4_MC01g02099	0.00246	0.00192	0.00454	0.00354	0.541838	0	0	0.999999815
MvSl-1064-A1-R4_MC01-1g02650	aAutosome	aAutosome	NON	3.39147	3.28666	1.031889517	0.045288512	0.00149	0.00146	0.00453	0.00445	0.328911	MvSl-1064-A2-R4_MC01g02932	0.00149	0.00148	0.00453	0.00449	0.328911	0	0	0.999999696
MvSl-1064-A1-R4_MC01-1g02534	aAutosome	aAutosome	NON	0.846881	0.918828	0.921696988	-0.117635559	0.00545	0.00244	0.00451	0.00453	1.2084	MvSl-1064-A2-R4_MC01g02816	0.00545	0.00243	0.00451	0.00444	1.2084	0	0	0.999999917
MvSl-1064-A1-R4_MC04-1g05606	aAutosome	aAutosome	NON	6.72632	6.52835	1.030324661	0.04309901	0.00059	0.00059	0.00451	0.00262	0.130817	MvSl-1064-A2-R4_MC04-1g05882	0.00059	0.0006	0.00451	0.00263	0.130817	0	0	0.999999236
MvSl-1064-A1-R4_MC01-1g01726	aAutosome	aAutosome	NON	6.74847	6.74957	0.999837027	-0.00023514	0.00301	0.00152	0.0045	0.00262	0.668874	MvSl-1064-A2-R4_MC01g02007	0.00301	0.00151	0.0045	0.00261	0.668874	0	0	0.99999985
MvSl-1064-A1-R4_MC01-1g01974	aAutosome	aAutosome	NON	7.13759	7.15754	0.99721273	-0.004026796	0.00161	0.00162	0.0045	0.00455	0.35777	MvSl-1064-A2-R4_MC01g02255	0.00161	0.00161	0.0045	0.0045	0.35777	0	0	0.99999972
MvSl-1064-A1-R4_MC03g05138	aAutosome	aAutosome	NON	7.04744	7.02212	1.003605749	0.00519264	0	0	0.0045	0	0	MvSl-1064-A2-R4_MC03g05415	0	0	0.0045	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10442	aAutosome	aAutosome	NON	6.99889	7.01348	0.99791972	-0.003004335	0.00406	0.00202	0.0045	0.00315	0.902202	MvSl-1064-A2-R4_MC11g10704	0.00406	0.00202	0.0045	0.00316	0.902202	0	0	0.999999889
MvSl-1064-A1-R4_MC01-1g01713	aAutosome	aAutosome	NON	3.87133	3.93737	0.983227383	-0.024403	0.00674	0.00203	0.00449	0.00256	1.50108	MvSl-1064-A2-R4_MC01g01994	0.00674	0.00203	0.00449	0.00258	1.50108	0	0	0.999999933
MvSl-1064-A1-R4_MC01-2g02996	aAutosome	aAutosome	NON	9.98326	10.0377	0.994576447	-0.007845829	0.00133	0.00134	0.00483	0.00487	0.275357	MvSl-1064-A2-R4_MC01g03278	0.00123	0.00124	0.00448	0.00449	0.274547	0.0001	0.00035	1.002949949
MvSl-1064-A1-R4_MC09-2g09132	aAutosome	aAutosome	NON	1.81738	2.22865	0.815462275	-0.294309958	0.00115	0.00114	0.00448	0.00317	0.256691	MvSl-1064-A2-R4_MC09g09407	0.00115	0.00114	0.00448	0.00317	0.256691	0	0	0.99999961
MvSl-1064-A1-R4_MC09-2g09239	aAutosome	aAutosome	NON	4.5921	4.70139	0.976753683	-0.033933304	0	0	0.00448	0	0	MvSl-1064-A2-R4_MC09g09514	0	0	0.00448	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09334	aAutosome	aAutosome	NON	6.96352	6.90956	1.00780947	0.011222918	0.00852	0.00424	0.00448	0.00431	1.90174	MvSl-1064-A2-R4_MC09g09608	0.00852	0.00429	0.00448	0.00453	1.90174	0	0	0.999999947
MvSl-1064-A1-R4_MC01-1g02116	aAutosome	aAutosome	NON	5.55916	5.3667	1.035861889	0.050831662	0.00152	0.00107	0.00447	0.00317	0.340037	MvSl-1064-A2-R4_MC01g02397	0.00152	0.00107	0.00447	0.00317	0.340037	0	0	0.999999706
MvSl-1064-A1-R4_MC01-1g02665	aAutosome	aAutosome	NON	8.5748	8.68598	0.987200063	-0.018585609	0.00299	0.00209	0.00447	0.00435	0.668889	MvSl-1064-A2-R4_MC01g02947	0.00299	0.00212	0.00447	0.00449	0.668889	0	0	0.99999985
MvSl-1064-A1-R4_MC02g03194	aAutosome	aAutosome	NON	4.57226	4.71938	0.968826414	-0.045689896	0.00129	0.00128	0.00447	0.00447	0.288584	MvSl-1064-A2-R4_MC02g03474	0.00129	0.00128	0.00447	0.00447	0.288584	0	0	0.999999653
MvSl-1064-A1-R4_MC08g08503	aAutosome	aAutosome	NON	0.519361	0.353652	1.468565143	0.554407263	0.00757	0.00309	0.00447	0.00312	1.69347	MvSl-1064-A2-R4_MC08-1g08768	0.00757	0.00305	0.00447	0.00302	1.69347	0	0	0.999999941
MvSl-1064-A1-R4_MC10-1g09819	aAutosome	aAutosome	NON	2.08188	2.27312	0.915868938	-0.126786934	0.00153	0.00155	0.00447	0.00454	0.342274	MvSl-1064-A2-R4_MC10g10086	0.00153	0.00152	0.00447	0.00445	0.342274	0	0	0.999999708
MvSl-1064-A1-R4_MC14g11775	aAutosome	aAutosome	Down	4.18774	5.05375	0.828640119	-0.271182425	0.00507	0.00293	0.00447	0.00444	1.1342	MvSl-1064-A2-R4_MC14g12036	0.00507	0.00291	0.00447	0.00433	1.1342	0	0	0.999999912
MvSl-1064-A1-R4_MC04-1g05821	aAutosome	aAutosome	NON	7.49363	7.47917	1.00193337	0.00278657	0.00089	0.00089	0.00446	0.00316	0.199547	MvSl-1064-A2-R4_MC04-1g06097	0.0009	0.0009	0.00446	0.00316	0.201789	-0.00001	0	0.988888894
MvSl-1064-A1-R4_MC09-2g09291	aAutosome	aAutosome	NON	4.8057	4.89091	0.982577884	-0.025356327	0.00429	0.00304	0.00446	0.00449	0.961862	MvSl-1064-A2-R4_MC09g09565	0.00429	0.00305	0.00446	0.00449	0.961862	0	0	0.999999896
MvSl-1064-A1-R4_MC01-1g02705	aAutosome	aAutosome	NON	7.33948	7.23276	1.014755087	0.021131572	0.00346	0.00251	0.00445	0.0035	0.777511	MvSl-1064-A2-R4_MC01g02987	0.00346	0.00274	0.00445	0.00469	0.777511	0	0	0.999999871
MvSl-1064-A1-R4_MC05-3g06505	aAutosome	aAutosome	NON	6.01878	5.99014	1.00478119	0.006881362	0.00403	0.00233	0.00445	0.00314	0.905598	MvSl-1064-A2-R4_MC05g06768	0.00403	0.00233	0.00445	0.00314	0.905598	0	0	0.99999989
MvSl-1064-A1-R4_MC11g10415	aAutosome	aAutosome	NON	6.64298	6.61533	1.004179686	0.006017445	0.00069	0.00069	0.00445	0.00316	0.155053	MvSl-1064-A2-R4_MC11g10677	0.00069	0.00069	0.00445	0.00316	0.155053	0	0	0.999999355
MvSl-1064-A1-R4_MC03g04498	aAutosome	aAutosome	NON	5.99124	5.97938	1.001983483	0.002858727	0.00308	0.00177	0.00444	0.00312	0.693678	MvSl-1064-A2-R4_MC03g04776	0.00308	0.00177	0.00444	0.00312	0.693678	0	0	0.999999856
MvSl-1064-A1-R4_MC03g05247	aAutosome	aAutosome	NON	6.0572	6.13406	0.987469963	-0.01819123	0	0	0.00344	0.00051	0	MvSl-1064-A2-R4_MC03g05524	0	0	0.00444	0	0	0	-0.001	0
MvSl-1064-A1-R4_MC11g10357	aAutosome	aAutosome	NON	7.12679	7.1337	0.999031358	-0.001398132	0.00461	0.00189	0.00299	0.00211	1.54175	MvSl-1064-A2-R4_MC11g10618	0.00454	0.00187	0.00444	0.00261	1.0225	7.00E-05	-0.00145	1.507823813
MvSl-1064-A1-R4_MC10-1g09669	aAutosome	aAutosome	NON	5.10754	5.16543	0.988792801	-0.016259855	0	0	0.00443	0	0	MvSl-1064-A2-R4_MC10g09936	0	0	0.00443	0.00027	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09892	aAutosome	aAutosome	NON	8.41486	8.44028	0.996988252	-0.004351591	0.00132	0.00059	0.00443	0.002	0.297962	MvSl-1064-A2-R4_MC10g10156	0.00132	0.0006	0.00443	0.00201	0.297962	0	0	0.999999664
MvSl-1064-A1-R4_MC11g10571	aAutosome	aAutosome	NON	2.70273	3.00597	0.89912075	-0.153413216	0.0085	0.00201	0.00443	0.00223	1.91869	MvSl-1064-A2-R4_MC11g10833	0.0085	0.00201	0.00443	0.00221	1.91869	0	0	0.999999948
MvSl-1064-A1-R4_MC01-1g01958	aAutosome	aAutosome	NON	6.36243	6.72521	0.946056703	-0.080001439	0.00164	0.00107	0.00441	0.0033	0.371874	MvSl-1064-A2-R4_MC01g02239	0.00164	0.00087	0.00441	0.00242	0.371874	0	0	0.999999731
MvSl-1064-A1-R4_MC07g07959	aAutosome	aAutosome	NON	3.64201	3.77205	0.965525377	-0.050613916	0.00325	0.00228	0.00441	0.00435	0.736945	MvSl-1064-A2-R4_MC07g08224	0.00325	0.00229	0.00441	0.00438	0.736945	0	0	0.999999864
MvSl-1064-A1-R4_MC07g07720	aAutosome	aAutosome	NON	6.46125	6.41527	1.007167274	0.010303312	0.00121	0.00121	0.0044	0.0044	0.274994	MvSl-1064-A2-R4_MC07g07985	0.00121	0.00121	0.0044	0.00439	0.274994	0	0	0.999999636
MvSl-1064-A1-R4_MC08g08805	aAutosome	aAutosome	NON	7.44469	7.35142	1.012687345	0.018188828	0.00056	0.00032	0.0044	0.00254	0.12727	MvSl-1064-A2-R4_MC08-2g09086	0.00056	0.00056	0.0044	0.00312	0.12727	0	0	0.999999214
MvSl-1064-A1-R4_MC01-1g01705	aAutosome	aAutosome	NON	4.4233	4.21857	1.048530663	0.068369052	0.00423	0.00297	0.00439	0.00433	0.963532	MvSl-1064-A2-R4_MC01g01986	0.00423	0.00297	0.00439	0.00432	0.963532	0	0	0.999999896
MvSl-1064-A1-R4_MC01-1g02127	aAutosome	aAutosome	NON	4.90527	4.8787	1.005446123	0.007835777	0	0	0.00439	0	0	MvSl-1064-A2-R4_MC01g02408	0	0	0.00439	0.00068	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06326	aAutosome	aAutosome	NON	5.00347	5.10587	0.979944652	-0.029227828	0	0.00001	0.00439	0.00444	0	MvSl-1064-A2-R4_MC05g06600	0	0.00013	0.00439	0.00468	0	0	0	0
MvSl-1064-A1-R4_MC12g10848	aAutosome	aAutosome	NON	7.8674	7.40253	1.0627988	0.087868504	0.00374	0.00152	0.00439	0.00252	0.851917	MvSl-1064-A2-R4_MC12g11111	0.00374	0.00152	0.00439	0.00253	0.851917	0	0	0.999999883
MvSl-1064-A1-R4_MC01-1g02365	aAutosome	aAutosome	NON	7.55972	7.16687	1.054814724	0.076989615	0.00083	0.00084	0.00437	0.00312	0.189927	MvSl-1064-A2-R4_MC01g02647	0.00083	0.00084	0.00437	0.00311	0.189927	0	0	0.999999473
MvSl-1064-A1-R4_MC02g03973	aAutosome	aAutosome	NON	5.48828	6.16017	0.890929958	-0.166616078	0.0009	0.0009	0.00437	0.00311	0.205945	MvSl-1064-A2-R4_MC02g04251	0.0009	0.00089	0.00437	0.00308	0.205945	0	0	0.999999514
MvSl-1064-A1-R4_MC05-3g06632	aAutosome	aAutosome	NON	6.61362	7.08314	0.933713014	-0.098948903	0	0	0.00404	0	0	MvSl-1064-A2-R4_MC05g06895	0	0	0.00437	0	0	0	-0.00033	0
MvSl-1064-A1-R4_MC06g07229	aAutosome	aAutosome	NON	6.13816	5.97978	1.026485924	0.037713845	0	0	0.00436	0.00074	0	MvSl-1064-A2-R4_MC06-2g07494	0	0	0.00436	0.00139	0	0	0	0
MvSl-1064-A1-R4_MC12g11248	aAutosome	aAutosome	NON	8.82466	8.70919	1.013258409	0.019002148	0.00061	0.00061	0.00436	0.00253	0.139905	MvSl-1064-A2-R4_MC12g11511	0.00061	0.00062	0.00436	0.00253	0.139905	0	0	0.999999285
MvSl-1064-A1-R4_MC03g04316	aAutosome	aAutosome	NON	8.58074	8.50519	1.008882812	0.012758606	0	0	0.00439	0	0	MvSl-1064-A2-R4_MC03g04594	0	0	0.00435	0	0	0	4.00E-05	0
MvSl-1064-A1-R4_MC07g07735	aAutosome	aAutosome	NON	9.69256	9.66274	1.003086081	0.004445418	0.00106	0.00105	0.00435	0.00433	0.243673	MvSl-1064-A2-R4_MC07g08000	0.00106	0.00106	0.00435	0.00435	0.243673	0	0	0.99999959
MvSl-1064-A1-R4_MC11g10610	aAutosome	aAutosome	NON	1.6786	2.14178	0.783740627	-0.351551811	0	0	0.00435	0.00024	0	MvSl-1064-A2-R4_MC11g10874	0	0	0.00435	0.00023	0	0	0	0
MvSl-1064-A1-R4_MC02g03591	aAutosome	aAutosome	NON	8.00252	8.06983	0.991659056	-0.012083904	0.00356	0.00177	0.00434	0.00216	0.820258	MvSl-1064-A2-R4_MC02g03869	0.00356	0.00178	0.00434	0.00217	0.820258	0	0	0.999999878
MvSl-1064-A1-R4_MC08g08373	aAutosome	aAutosome	NON	7.02392	7.22832	0.971722337	-0.041383963	0.00219	0.00098	0.00434	0.00218	0.504597	MvSl-1064-A2-R4_MC08-1g08638	0.00219	0.00098	0.00434	0.00217	0.504597	0	0	0.999999802
MvSl-1064-A1-R4_MC03g04791	aAutosome	aAutosome	NON	7.2148	6.85098	1.053104811	0.074649029	0.01958	0.00594	0.00432	0.00438	4.5323	MvSl-1064-A2-R4_MC03g05069	0.01958	0.00599	0.00432	0.00444	4.5323	0	0	0.999999978
MvSl-1064-A1-R4_MC07g08057	aAutosome	aAutosome	Up	4.83713	3.75675	1.287583683	0.364666199	0.00319	0.00224	0.00432	0.00428	0.738409	MvSl-1064-A2-R4_MC07g08322	0.00319	0.00225	0.00432	0.0043	0.738409	0	0	0.999999865
MvSl-1064-A1-R4_MC12g11061	aAutosome	aAutosome	NON	6.69289	6.7293	0.994589333	-0.007827136	0.00126	0.00125	0.00432	0.00432	0.29166	MvSl-1064-A2-R4_MC12g11324	0.00126	0.00126	0.00432	0.00433	0.29166	0	0	0.999999657
MvSl-1064-A1-R4_MC02g03312	aAutosome	aAutosome	NON	6.24675	6.50352	0.960518304	-0.058114988	0.00208	0.00085	0.00431	0.00177	0.482587	MvSl-1064-A2-R4_MC02g03592	0.00208	0.00085	0.00431	0.00176	0.482587	0	0	0.999999793
MvSl-1064-A1-R4_MC06g07288	aAutosome	aAutosome	NON	3.3341	3.56681	0.934756828	-0.097336991	0.00144	0.00102	0.00431	0.00307	0.334099	MvSl-1064-A2-R4_MC06-2g07553	0.00144	0.00103	0.00431	0.00308	0.334099	0	0	0.999999701
MvSl-1064-A1-R4_MC08g08413	aAutosome	aAutosome	NON	5.30493	5.37101	0.987696914	-0.017859693	0.00077	0.00077	0.00431	0.00306	0.17865	MvSl-1064-A2-R4_MC08-1g08678	0.00077	0.00077	0.00431	0.00306	0.17865	0	0	0.99999944
MvSl-1064-A1-R4_MC07g08160	aAutosome	aAutosome	NON	4.83153	4.87078	0.991941742	-0.011672703	0	0	0.0043	0.00032	0	MvSl-1064-A2-R4_MC07g08425	0	0	0.0043	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10090	aAutosome	aAutosome	NON	2.10083	2.41756	0.86898774	-0.202592272	0.01065	0.00434	0.0043	0.00423	2.47669	MvSl-1064-A2-R4_MC10g10354	0.01065	0.00415	0.0043	0.00285	2.47669	0	0	0.99999996
MvSl-1064-A1-R4_MC11g10504	aAutosome	aAutosome	NON	4.72167	4.84086	0.975378342	-0.035966157	0.00969	0.00401	0.0043	0.0022	2.25344	MvSl-1064-A2-R4_MC11g10766	0.00969	0.00402	0.0043	0.00231	2.25344	0	0	0.999999956
MvSl-1064-A1-R4_MC11g10695	aAutosome	aAutosome	NON	10.4395	10.3363	1.00998423	0.014332767	0.00283	0.00163	0.0043	0.00426	0.658124	MvSl-1064-A2-R4_MC11g10959	0.00283	0.00163	0.0043	0.00429	0.658124	0	0	0.999999848
MvSl-1064-A1-R4_MC02g03742	aAutosome	aAutosome	NON	6.60964	6.45038	1.024690018	0.035187542	0.00108	0.00079	0.00429	0.00315	0.251742	MvSl-1064-A2-R4_MC02g04020	0.00108	0.00082	0.00429	0.00327	0.251742	0	0	0.999999603
MvSl-1064-A1-R4_MC06g07342	aAutosome	aAutosome	NON	1.07942	1.56868	0.688107198	-0.539294759	0	0	0.00429	0.00038	0	MvSl-1064-A2-R4_MC06-2g07607	0	0	0.00429	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08230	aAutosome	aAutosome	NON	7.19312	7.17194	1.002953176	0.004254253	0.00189	0.00095	0.00429	0.00216	0.440549	MvSl-1064-A2-R4_MC07g08495	0.00189	0.00095	0.00429	0.00216	0.440549	0	0	0.999999773
MvSl-1064-A1-R4_MC13g11629	aAutosome	aAutosome	NON	3.98272	4.23738	0.939901543	-0.089418456	0.00184	0.00184	0.00429	0.00429	0.428894	MvSl-1064-A2-R4_MC13g11890	0.00184	0.00182	0.00429	0.00424	0.428894	0	0	0.999999767
MvSl-1064-A1-R4_MC01-1g01943	aAutosome	aAutosome	NON	6.67574	6.6779	0.999676545	-0.000466722	0.00395	0.00277	0.00428	0.0042	0.922876	MvSl-1064-A2-R4_MC01g02224	0.00395	0.0028	0.00428	0.0043	0.922876	0	0	0.999999892
MvSl-1064-A1-R4_MC03g04890	aAutosome	aAutosome	NON	8.15853	8.15942	0.999890924	-0.000157373	0	0	0.00428	0	0	MvSl-1064-A2-R4_MC03g05168	0	0	0.00428	0.00024	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05782	aAutosome	aAutosome	NON	6.64156	6.39136	1.039146598	0.055399197	0	0	0.00428	0.00038	0	MvSl-1064-A2-R4_MC04-1g06058	0	0	0.00428	0.0007	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06103	aAutosome	aAutosome	NON	0.00467044	0.305763	0.015274706	-6.032711556	0	0	0.00428	0.0006	0	MvSl-1064-A2-R4_MC04-2g06374	0	0	0.00428	0.0006	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09627	aAutosome	aAutosome	NON	6.60315	6.61502	0.998205599	-0.002591099	0.0038	0.0017	0.00428	0.00302	0.88783	MvSl-1064-A2-R4_MC10g09894	0.0038	0.0017	0.00428	0.00301	0.88783	0	0	0.999999887
MvSl-1064-A1-R4_MC02g03786	aAutosome	aAutosome	NON	7.3382	7.28729	1.006986136	0.010043821	0.0059	0.0034	0.00427	0.00424	1.3817	MvSl-1064-A2-R4_MC02g04064	0.0059	0.00336	0.00427	0.00407	1.3817	0	0	0.999999928
MvSl-1064-A1-R4_MC04-1g05712	aAutosome	aAutosome	NON	0.15227	0.13571	1.122024906	0.1661047	0.00176	0.00124	0.00427	0.00302	0.412168	MvSl-1064-A2-R4_MC04-1g05988	0.00176	0.00125	0.00427	0.00303	0.412168	0	0	0.999999757
MvSl-1064-A1-R4_MC12g10938	aAutosome	aAutosome	NON	3.92683	3.73768	1.050606258	0.071222084	0.00288	0.00166	0.00427	0.00303	0.674457	MvSl-1064-A2-R4_MC12g11201	0.00288	0.00168	0.00427	0.00307	0.674457	0	0	0.999999852
MvSl-1064-A1-R4_MC02g03738	aAutosome	aAutosome	NON	6.96024	6.96663	0.99908277	-0.00132389	0	0	0.00404	0	0	MvSl-1064-A2-R4_MC02g04016	0	0	0.00427	0	0	0	-0.00023	0
MvSl-1064-A1-R4_MC12g11263	aAutosome	aAutosome	NON	5.92971	5.61322	1.056382967	0.079132945	0	0.00013	0.00426	0.00398	0	MvSl-1064-A2-R4_MC12g11526	0	0	0.00426	0.00009	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02234	aAutosome	aAutosome	NON	6.04423	6.3125	0.957501782	-0.062652923	0.00045	0.00046	0.00425	0.00246	0.10588	MvSl-1064-A2-R4_MC01g02516	0.00045	0.00045	0.00425	0.00246	0.10588	0	0	0.999999056
MvSl-1064-A1-R4_MC01-2g03153	aAutosome	aAutosome	NON	4.00717	4.01445	0.998186551	-0.002618629	0.00275	0.00275	0.00425	0.00427	0.647044	MvSl-1064-A2-R4_MC01g03433	0.00275	0.00277	0.00425	0.00429	0.647044	0	0	0.999999845
MvSl-1064-A1-R4_MC03g05056	aAutosome	aAutosome	NON	5.88575	5.89554	0.998339423	-0.002397698	0	0.00001	0.00424	0.00428	0	MvSl-1064-A2-R4_MC03g05333	0	0	0.00424	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05460	aAutosome	aAutosome	NON	6.58955	6.52088	1.010530787	0.015113276	0.00107	0.00104	0.00424	0.00406	0.252353	MvSl-1064-A2-R4_MC04-1g05737	0.00107	0.00104	0.00424	0.00404	0.252353	0	0	0.999999604
MvSl-1064-A1-R4_MC12g10815	aAutosome	aAutosome	NON	6.79481	6.65977	1.020276977	0.028960857	0.00569	0.0033	0.00424	0.00425	1.34195	MvSl-1064-A2-R4_MC12g11078	0.00569	0.00326	0.00424	0.00411	1.34195	0	0	0.999999925
MvSl-1064-A1-R4_MC02g03307	aAutosome	aAutosome	NON	7.72261	7.84787	0.984038981	-0.023212628	0.00069	0.00069	0.00423	0.003	0.163117	MvSl-1064-A2-R4_MC02g03587	0.00069	0.0007	0.00423	0.00302	0.163117	0	0	0.999999387
MvSl-1064-A1-R4_MC03g04537	aAutosome	aAutosome	NON	4.8957	5.12079	0.956043892	-0.064851241	0.00709	0.00317	0.00423	0.00416	1.67608	MvSl-1064-A2-R4_MC03g04815	0.00709	0.00316	0.00423	0.00411	1.67608	0	0	0.99999994
MvSl-1064-A1-R4_MC13g11392	aAutosome	aAutosome	NON	7.49262	7.56159	0.990878902	-0.013219342	0.00309	0.00119	0.00423	0.00168	0.730479	MvSl-1064-A2-R4_MC13g11653	0.00309	0.00115	0.00423	0.00155	0.730479	0	0	0.999999863
MvSl-1064-A1-R4_A1g01486	bPAR	bPAR	NON	5.9952	6.27652	0.955178985	-0.066157	0.0036	0.00179	0.00422	0.00294	0.85306	MvSl-1064-A2-R4_A2g01799	0.0036	0.0018	0.00422	0.003	0.85306	0	0	0.999999883
MvSl-1064-A1-R4_MC01-1g02479	aAutosome	aAutosome	NON	7.66821	7.61577	1.006885712	0.009899938	0.0007	0.00071	0.00422	0.00425	0.165873	MvSl-1064-A2-R4_MC01g02761	0.0007	0.0007	0.00422	0.00424	0.165873	0	0	0.999999397
MvSl-1064-A1-R4_MC09-2g09049	aAutosome	aAutosome	NON	6.93643	6.91135	1.003628813	0.005225795	0.0011	0.00108	0.00422	0.00418	0.260657	MvSl-1064-A2-R4_MC09g09324	0.0011	0.00109	0.00422	0.00421	0.260657	0	0	0.999999616
MvSl-1064-A1-R4_MC10-1g09777	aAutosome	aAutosome	NON	7.07429	7.13211	0.991893002	-0.011743593	0.00447	0.00224	0.00422	0.00297	1.05922	MvSl-1064-A2-R4_MC10g10044	0.00447	0.00225	0.00422	0.00301	1.05922	0	0	0.999999906
MvSl-1064-A1-R4_MC02g03783	aAutosome	aAutosome	NON	7.51407	7.17656	1.047029496	0.066302085	0	0	0.00421	0.00043	0	MvSl-1064-A2-R4_MC02g04061	0	0	0.00421	0.00041	0	0	0	0
MvSl-1064-A1-R4_MC07g07742	aAutosome	aAutosome	NON	8.69805	8.51842	1.021087244	0.030106138	0.00141	0.00075	0.00421	0.00223	0.334909	MvSl-1064-A2-R4_MC07g08007	0.00141	0.00079	0.00421	0.00234	0.334909	0	0	0.999999701
MvSl-1064-A1-R4_MC01-1g01873	aAutosome	aAutosome	NON	6.94147	6.80324	1.02031826	0.029019231	0.00093	0.00093	0.0042	0.00298	0.221423	MvSl-1064-A2-R4_MC01g02154	0.00093	0.00093	0.0042	0.00297	0.221423	0	0	0.999999548
MvSl-1064-A1-R4_MC02g03490	aAutosome	aAutosome	NON	5.80908	6.08131	0.955234974	-0.066072436	0	0	0.00421	0	0	MvSl-1064-A2-R4_MC02g03768	0	0	0.00419	0	0	0	2.00E-05	0
MvSl-1064-A1-R4_MC06g07326	aAutosome	aAutosome	NON	6.71635	6.74221	0.996164462	-0.00554415	0.00269	0.0012	0.00419	0.00242	0.641989	MvSl-1064-A2-R4_MC06-2g07591	0.00269	0.00121	0.00419	0.00244	0.641989	0	0	0.999999844
MvSl-1064-A1-R4_MC08g08454	aAutosome	aAutosome	NON	6.06702	6.19586	0.979205469	-0.030316479	0	0	0.00419	0	0	MvSl-1064-A2-R4_MC08-1g08719	0	0	0.00419	0.00021	0	0	0	0
MvSl-1064-A1-R4_MC08g08609	aAutosome	aAutosome	NON	4.78386	5.00082	0.956615115	-0.063989508	0.00163	0.00164	0.00419	0.0042	0.389012	MvSl-1064-A2-R4_MC08-1g08874	0.00163	0.00163	0.00419	0.00418	0.389012	0	0	0.999999743
MvSl-1064-A1-R4_MC09-2g09191	aAutosome	aAutosome	NON	6.88915	7.06149	0.975594386	-0.035646639	0.00143	0.00143	0.00419	0.00424	0.341281	MvSl-1064-A2-R4_MC09g09466	0.00143	0.00145	0.00419	0.0043	0.341281	0	0	0.999999707
MvSl-1064-A1-R4_MC13g11438	aAutosome	aAutosome	NON	5.83868	5.63475	1.03619149	0.051290641	0.00166	0.00166	0.00419	0.0042	0.396172	MvSl-1064-A2-R4_MC13g11699	0.00166	0.00166	0.00419	0.00418	0.396172	0	0	0.999999748
MvSl-1064-A1-R4_MC02g03751	aAutosome	aAutosome	NON	5.84552	6.30896	0.926542568	-0.110070836	0.00219	0.00219	0.00418	0.00419	0.523911	MvSl-1064-A2-R4_MC02g04029	0.00219	0.00218	0.00418	0.00417	0.523911	0	0	0.999999809
MvSl-1064-A1-R4_MC09-2g09234	aAutosome	aAutosome	NON	4.01878	4.12858	0.9734049	-0.038888059	0.00173	0.00174	0.00418	0.0042	0.413866	MvSl-1064-A2-R4_MC09g09509	0.00173	0.00173	0.00418	0.00419	0.413866	0	0	0.999999758
MvSl-1064-A1-R4_MC12g11185	aAutosome	aAutosome	NON	5.86164	5.79988	1.010648496	0.015281315	0.00097	0.00095	0.00418	0.00405	0.232052	MvSl-1064-A2-R4_MC12g11448	0.00097	0.00094	0.00418	0.00397	0.232052	0	0	0.999999569
MvSl-1064-A1-R4_MC01-1g02018	aAutosome	aAutosome	NON	5.33817	5.03779	1.059625352	0.083554266	0.00135	0.00063	0.00417	0.0019	0.323733	MvSl-1064-A2-R4_MC01g02299	0.00135	0.00059	0.00417	0.00185	0.323733	0	0	0.999999691
MvSl-1064-A1-R4_MC03g05112	aAutosome	aAutosome	Down	5.22058	5.98462	0.872332746	-0.197049547	0	0	0.00417	0.00041	0	MvSl-1064-A2-R4_MC03g05389	0	0.00002	0.00417	0.00414	0	0	0	0
MvSl-1064-A1-R4_MC12g10906	aAutosome	aAutosome	NON	7.59958	7.46195	1.01844424	0.026366995	0	0	0.00417	0.00034	0	MvSl-1064-A2-R4_MC12g11169	0	0	0.00417	0	0	0	0	0
