genea1	dN	dNse	dS	dSse	dNdS	chr	chrom	DE	expmean	haploid
MvSl-1064-A2-R4_A2g00063	0.00001	0	0.00562	0	0.00177933	bPAR	bPAR	NON	4.97508	A2
MvSl-1064-A2-R4_MC04-1g06148	0.00001	0	0.00563	0	0.00177617	aAutosome	aAutosome	NON	5.9545	A2
MvSl-1064-A2-R4_MC10g09897	0.00001	0	0.00563	0	0.00177617	aAutosome	aAutosome	NON	7.08138	A2
MvSl-1064-A2-R4_MC11g10957	0.00001	0	0.00563	0.00041	0.00177617	aAutosome	aAutosome	NON	3.75734	A2
MvSl-1064-A2-R4_MC10g09953	0.00001	0	0.00564	0	0.00177302	aAutosome	aAutosome	NON	6.79762	A2
MvSl-1064-A2-R4_MC02g03597	0.00001	0	0.00568	0.00046	0.00176053	aAutosome	aAutosome	NON	5.32022	A2
MvSl-1064-A2-R4_MC08-1g08689	0.00001	0	0.00568	0.00027	0.00176053	aAutosome	aAutosome	NON	6.61301	A2
MvSl-1064-A2-R4_MC12g11333	0.00001	0	0.00568	0.0005	0.00176053	aAutosome	aAutosome	NON	3.70801	A2
MvSl-1064-A2-R4_MC02g03912	0.00001	0	0.00572	0	0.00174822	aAutosome	aAutosome	NON	6.42214	A2
MvSl-1064-A2-R4_A2g00773	0.00001	0	0.00573	0.00029	0.00174517	faBlack	NRR	NON	9.33919	A2
MvSl-1064-A2-R4_A2g01766	0.00001	0	0.00573	0.00007	0.00174517	bPAR	bPAR	NON	8.17028	A2
MvSl-1064-A2-R4_MC11g10714	0.00001	0	0.00574	0	0.00174213	aAutosome	aAutosome	NON	5.61041	A2
MvSl-1064-A2-R4_MC01g02158	0.00001	0	0.00575	0	0.0017391	aAutosome	aAutosome	NON	4.23601	A2
MvSl-1064-A2-R4_MC09g09478	0.00001	0	0.00576	0.0004	0.00173608	aAutosome	aAutosome	NON	8.37299	A2
MvSl-1064-A2-R4_MC05g06834	0.00001	0	0.00577	0	0.00173307	aAutosome	aAutosome	NON	6.35003	A2
MvSl-1064-A2-R4_MC03g05300	0.00001	0	0.00578	0	0.00173007	aAutosome	aAutosome	NON	5.61077	A2
MvSl-1064-A2-R4_MC01g03369	0.00001	0	0.00579	0.00098	0.00172709	aAutosome	aAutosome	NON	5.95123	A2
MvSl-1064-A2-R4_MC01g02955	0.00001	0	0.0058	0	0.00172411	aAutosome	aAutosome	NON	6.36456	A2
MvSl-1064-A2-R4_MC02g04241	0.00001	0	0.00581	0	0.00172114	aAutosome	aAutosome	NON	4.83149	A2
MvSl-1064-A2-R4_MC02g04447	0.00001	0	0.00582	0	0.00171818	aAutosome	aAutosome	NON	7.0297	A2
MvSl-1064-A2-R4_MC02g04108	0.00001	0	0.00583	0.00058	0.00171524	aAutosome	aAutosome	NON	3.22789	A2
MvSl-1064-A2-R4_MC01g03339	0.00001	0	0.00585	0	0.00170937	aAutosome	aAutosome	NON	4.25524	A2
MvSl-1064-A2-R4_MC08-1g08812	0.00001	0.00001	0.00587	0.00587	0.00170355	aAutosome	aAutosome	NON	6.41343	A2
MvSl-1064-A2-R4_MC01g02178	0.00001	0	0.00588	0	0.00170065	aAutosome	aAutosome	NON	7.10578	A2
MvSl-1064-A2-R4_MC10g10357	0.00001	0.00001	0.00588	0.0042	0.00170065	aAutosome	aAutosome	NON	6.9202	A2
MvSl-1064-A2-R4_MC04-1g05742	0.00001	0	0.00592	0	0.00168916	aAutosome	aAutosome	NON	5.04426	A2
MvSl-1064-A2-R4_MC02g04069	0.00001	0.00004	0.00593	0.00588	0.00168631	aAutosome	aAutosome	NON	7.33134	A2
MvSl-1064-A2-R4_MC05g06450	0.00001	0	0.00593	0.00025	0.00168631	aAutosome	aAutosome	NON	8.03793	A2
MvSl-1064-A2-R4_MC13g11728	0.00001	0	0.00594	0.00105	0.00168347	aAutosome	aAutosome	NON	6.40189	A2
MvSl-1064-A2-R4_A2g00077	0.00001	0	0.00595	0.0002	0.00168064	bPAR	bPAR	NON	6.54348	A2
MvSl-1064-A2-R4_MC01g02730	0.00001	0	0.00596	0	0.00167782	aAutosome	aAutosome	NON	5.62172	A2
MvSl-1064-A2-R4_MC08-1g08780	0.00001	0	0.00596	0.00022	0.00167782	aAutosome	aAutosome	NON	6.66874	A2
MvSl-1064-A2-R4_MC01g02386	0.00001	0	0.00597	0.00043	0.00167501	aAutosome	aAutosome	NON	6.7933	A2
MvSl-1064-A2-R4_MC01g02749	0.00001	0	0.00597	0.00049	0.00167501	aAutosome	aAutosome	NON	5.92414	A2
MvSl-1064-A2-R4_MC06-2g07437	0.00001	0	0.00598	0	0.00167221	aAutosome	aAutosome	NON	4.85631	A2
MvSl-1064-A2-R4_MC02g03903	0.00001	0	0.00599	0	0.00166942	aAutosome	aAutosome	NON	7.796	A2
MvSl-1064-A2-R4_MC13g11666	0.00001	0.00004	0.00599	0.00599	0.00166942	aAutosome	aAutosome	NON	4.39842	A2
MvSl-1064-A2-R4_MC13g11804	0.00001	0.00002	0.00601	0.00599	0.00166387	aAutosome	aAutosome	NON	2.77263	A2
MvSl-1064-A2-R4_MC04-1g06245	0.00001	0	0.00602	0	0.0016611	aAutosome	aAutosome	NON	5.9825	A2
MvSl-1064-A2-R4_MC07g08395	0.00001	0	0.00602	0.0009	0.0016611	aAutosome	aAutosome	NON	2.55787	A2
MvSl-1064-A2-R4_MC08-1g08817	0.00001	0	0.00602	0	0.0016611	aAutosome	aAutosome	NON	5.77665	A2
MvSl-1064-A2-R4_MC08-1g08947	0.00001	0	0.00602	0	0.0016611	aAutosome	aAutosome	NON	5.92033	A2
MvSl-1064-A2-R4_MC10g10391	0.00001	0	0.00602	0.00057	0.0016611	aAutosome	aAutosome	NON	6.81582	A2
MvSl-1064-A2-R4_MC11g10504	0.00001	0	0.00602	0.0007	0.0016611	aAutosome	aAutosome	NON	4.77906	A2
MvSl-1064-A2-R4_MC01g02122	0.00001	0	0.00603	0	0.00165835	aAutosome	aAutosome	NON	5.58265	A2
MvSl-1064-A2-R4_MC10g10251	0.00001	0.00002	0.00603	0.00599	0.00165835	aAutosome	aAutosome	NON	10.4425	A2
MvSl-1064-A2-R4_MC01g03032	0.00001	0	0.00604	0	0.0016556	aAutosome	aAutosome	NON	4.79114	A2
MvSl-1064-A2-R4_MC01g02414	0.00001	0	0.00606	0.00025	0.00165014	aAutosome	aAutosome	NON	7.57574	A2
MvSl-1064-A2-R4_MC15g12350	0.00001	0	0.00608	0	0.00164471	aAutosome	aAutosome	NON	10.3364	A2
MvSl-1064-A2-R4_MC05g06499	0.00001	0	0.00609	0.00056	0.00164201	aAutosome	aAutosome	NON	7.12061	A2
MvSl-1064-A2-R4_A2g00834	0.00001	0	0.00611	0.00048	0.00163663	fBlue	NRR	NON	7.37205	A2
MvSl-1064-A2-R4_MC03g05533	0.00001	0	0.00614	0.0004	0.00162864	aAutosome	aAutosome	NON	6.90294	A2
MvSl-1064-A2-R4_MC03g04899	0.00001	0	0.00615	0.00052	0.00162599	aAutosome	aAutosome	NON	6.08479	A2
MvSl-1064-A2-R4_MC05g06809	0.00001	0	0.00615	0	0.00162599	aAutosome	aAutosome	NON	8.92421	A2
MvSl-1064-A2-R4_MC06-1g07193	0.00001	0	0.00616	0	0.00162335	aAutosome	aAutosome	NON	6.01574	A2
MvSl-1064-A2-R4_MC03g04661	0.00001	0	0.0062	0.00069	0.00161288	aAutosome	aAutosome	NON	5.61365	A2
MvSl-1064-A2-R4_MC13g11927	0.00001	0	0.0062	0	0.00161288	aAutosome	aAutosome	NON	5.61122	A2
MvSl-1064-A2-R4_MC03g05112	0.00001	0	0.00621	0	0.00161028	aAutosome	aAutosome	NON	3.99297	A2
MvSl-1064-A2-R4_MC12g11164	0.00001	0.00005	0.00621	0.003	0.00161028	aAutosome	aAutosome	NON	2.95956	A2
MvSl-1064-A2-R4_A2g00841	0.00001	0	0.00622	0	0.00160769	faBlack	NRR	Up	2.39934	A2
MvSl-1064-A2-R4_MC03g04788	0.00001	0	0.00623	0	0.00160511	aAutosome	aAutosome	NON	3.98678	A2
MvSl-1064-A2-R4_MC08-1g08795	0.00001	0	0.00623	0.00008	0.00160511	aAutosome	aAutosome	NON	3.96268	A2
MvSl-1064-A2-R4_MC02g03999	0.00001	0	0.00626	0.00011	0.00159742	aAutosome	aAutosome	NON	6.67926	A2
MvSl-1064-A2-R4_MC05g07004	0.00001	0	0.00626	0	0.00159742	aAutosome	aAutosome	NON	6.9717	A2
MvSl-1064-A2-R4_MC07g08485	0.00001	0	0.00627	0.00092	0.00159487	aAutosome	aAutosome	NON	5.14447	A2
MvSl-1064-A2-R4_MC15g12336	0.00001	0	0.00627	0	0.00159487	aAutosome	aAutosome	NON	8.24718	A2
MvSl-1064-A2-R4_MC01g02692	0.00001	0	0.00628	0	0.00159233	aAutosome	aAutosome	NON	0.670128	A2
MvSl-1064-A2-R4_MC12g11348	0.00001	0	0.00628	0	0.00159233	aAutosome	aAutosome	NON	7.34566	A2
MvSl-1064-A2-R4_MC09g09351	0.00001	0	0.00629	0	0.0015898	aAutosome	aAutosome	NON	6.84818	A2
MvSl-1064-A2-R4_MC04-1g05584	0.00001	0	0.0063	0.0008	0.00158728	aAutosome	aAutosome	NON	6.97056	A2
MvSl-1064-A2-R4_MC01g02752	0.00001	0	0.00632	0	0.00158225	aAutosome	aAutosome	NON	5.5649	A2
MvSl-1064-A2-R4_MC05g06813	0.00001	0	0.00632	0.00006	0.00158225	aAutosome	aAutosome	NON	6.84954	A2
MvSl-1064-A2-R4_MC12g11255	0.00001	0	0.00632	0	0.00158225	aAutosome	aAutosome	NON	7.38542	A2
MvSl-1064-A2-R4_MC08-1g08787	0.00001	0	0.00638	0.00014	0.00156737	aAutosome	aAutosome	NON	6.60469	A2
MvSl-1064-A2-R4_MC04-2g06299	0.00001	0	0.00639	0.00074	0.00156492	aAutosome	aAutosome	NON	5.30512	A2
MvSl-1064-A2-R4_MC11g10520	0.00001	0	0.00639	0	0.00156492	aAutosome	aAutosome	NON	5.55941	A2
MvSl-1064-A2-R4_MC05g07084	0.00001	0	0.00641	0	0.00156004	aAutosome	aAutosome	NON	6.82134	A2
MvSl-1064-A2-R4_MC07g07916	0.00001	0	0.00641	0.00075	0.00156004	aAutosome	aAutosome	NON	7.13433	A2
MvSl-1064-A2-R4_MC03g05199	0.00001	0	0.00644	0.00034	0.00155277	aAutosome	aAutosome	NON	7.67998	A2
MvSl-1064-A2-R4_MC11g10858	0.00001	0	0.00646	0.00053	0.00154796	aAutosome	aAutosome	Up	2.24087	A2
MvSl-1064-A2-R4_MC09g09561	0.00001	0	0.00648	0	0.00154319	aAutosome	aAutosome	NON	8.89908	A2
MvSl-1064-A2-R4_MC01g03364	0.00001	0	0.00649	0	0.00154081	aAutosome	aAutosome	NON	8.41709	A2
MvSl-1064-A2-R4_MC03g04768	0.00001	0	0.00651	0.00046	0.00153607	aAutosome	aAutosome	NON	6.63074	A2
MvSl-1064-A2-R4_MC06-1g07290	0.00001	0	0.00652	0.0012	0.00153372	aAutosome	aAutosome	NON	6.40682	A2
MvSl-1064-A2-R4_MC01g02225	0.00001	0	0.00654	0	0.00152903	aAutosome	aAutosome	NON	5.56297	A2
MvSl-1064-A2-R4_MC04-1g06200	0.00001	0	0.00654	0	0.00152903	aAutosome	aAutosome	NON	6.28923	A2
MvSl-1064-A2-R4_MC13g11557	0.00001	0	0.00654	0.00013	0.00152903	aAutosome	aAutosome	NON	7.43869	A2
MvSl-1064-A2-R4_MC03g05307	0.00001	0	0.00656	0.00033	0.00152437	aAutosome	aAutosome	NON	7.5926	A2
MvSl-1064-A2-R4_MC02g04466	0.00001	0	0.00658	0.00026	0.00151973	aAutosome	aAutosome	NON	8.3153	A2
MvSl-1064-A2-R4_MC01g02801	0.00001	0	0.00662	0.00099	0.00151055	aAutosome	aAutosome	NON	5.51448	A2
MvSl-1064-A2-R4_MC08-1g08920	0.00001	0	0.00663	0.00117	0.00150827	aAutosome	aAutosome	NON	8.23701	A2
MvSl-1064-A2-R4_MC09g09408	0.00001	0.00001	0.00663	0.0047	0.00150827	aAutosome	aAutosome	NON	4.70767	A2
MvSl-1064-A2-R4_MC11g10968	0.00001	0	0.00663	0.00059	0.00150827	aAutosome	aAutosome	NON	7.30572	A2
MvSl-1064-A2-R4_MC08-1g08640	0.00001	0	0.00664	0.00074	0.001506	aAutosome	aAutosome	NON	4.85634	A2
MvSl-1064-A2-R4_MC09g09588	0.00001	0.00002	0.00665	0.0033	0.00150374	aAutosome	aAutosome	NON	6.83292	A2
MvSl-1064-A2-R4_MC05g06941	0.00001	0.00001	0.00666	0.00669	0.00150148	aAutosome	aAutosome	NON	4.67779	A2
MvSl-1064-A2-R4_MC10g10201	0.00001	0	0.00666	0	0.00150148	aAutosome	aAutosome	NON	7.00271	A2
MvSl-1064-A2-R4_MC05g06778	0.00001	0	0.00667	0.00009	0.00149923	aAutosome	aAutosome	Up	9.07362	A2
MvSl-1064-A2-R4_MC03g05242	0.00001	0	0.00673	0	0.00148586	aAutosome	aAutosome	NON	5.71084	A2
MvSl-1064-A2-R4_MC05g06464	0.00001	0	0.00675	0	0.00148146	aAutosome	aAutosome	NON	6.20942	A2
MvSl-1064-A2-R4_MC12g11301	0.00001	0	0.00675	0.00022	0.00148146	aAutosome	aAutosome	NON	5.45752	A2
MvSl-1064-A2-R4_MC06-2g07737	0.00001	0	0.00676	0	0.00147927	aAutosome	aAutosome	NON	5.86053	A2
MvSl-1064-A2-R4_MC12g11109	0.00001	0.00002	0.00676	0.00388	0.00147927	aAutosome	aAutosome	NON	6.68267	A2
MvSl-1064-A2-R4_A2g00062	0.00001	0	0.00679	0.001	0.00147273	bPAR	bPAR	NON	6.14781	A2
MvSl-1064-A2-R4_MC10g10171	0.00001	0	0.00679	0.00067	0.00147273	aAutosome	aAutosome	NON	6.85864	A2
MvSl-1064-A2-R4_MC04-1g06188	0.00001	0	0.0068	0.00034	0.00147057	aAutosome	aAutosome	NON	1.56175	A2
MvSl-1064-A2-R4_MC01g02047	0.00001	0	0.00681	0	0.00146841	aAutosome	aAutosome	NON	6.21517	A2
MvSl-1064-A2-R4_MC12g11483	0.00001	0	0.00681	0	0.00146841	aAutosome	aAutosome	NON	4.691	A2
MvSl-1064-A2-R4_MC03g05330	0.00001	0	0.00685	0	0.00145983	aAutosome	aAutosome	NON	6.38624	A2
MvSl-1064-A2-R4_MC05g06528	0.00001	0	0.00687	0	0.00145558	aAutosome	aAutosome	NON	8.33233	A2
MvSl-1064-A2-R4_MC08-1g08661	0.00001	0	0.00687	0.00042	0.00145558	aAutosome	aAutosome	NON	4.69133	A2
MvSl-1064-A2-R4_MC10g09941	0.00001	0	0.00687	0	0.00145558	aAutosome	aAutosome	NON	2.66292	A2
MvSl-1064-A2-R4_MC01g02950	0.00001	0	0.00688	0.00079	0.00145347	aAutosome	aAutosome	NON	0.1394	A2
MvSl-1064-A2-R4_MC05g07017	0.00001	0	0.0069	0	0.00144925	aAutosome	aAutosome	NON	3.81566	A2
MvSl-1064-A2-R4_MC09g09377	0.00001	0	0.00691	0.0005	0.00144716	aAutosome	aAutosome	NON	6.96104	A2
MvSl-1064-A2-R4_MC18g12507	0.00001	0	0.00693	0	0.00144298	aAutosome	aAutosome	NON	2.17573	A2
MvSl-1064-A2-R4_MC03g05460	0.00001	0	0.00694	0	0.0014409	aAutosome	aAutosome	NON	5.69365	A2
MvSl-1064-A2-R4_MC08-1g08561	0.00001	0	0.00697	0.0005	0.0014347	aAutosome	aAutosome	NON	6.63222	A2
MvSl-1064-A2-R4_MC01g02889	0.00001	0	0.00698	0	0.00143264	aAutosome	aAutosome	NON	5.29587	A2
MvSl-1064-A2-R4_MC12g11353	0.00001	0.00002	0.007	0.00495	0.00142855	aAutosome	aAutosome	NON	5.90576	A2
MvSl-1064-A2-R4_MC07g08010	0.00001	0	0.00701	0.00031	0.00142651	aAutosome	aAutosome	NON	5.90393	A2
MvSl-1064-A2-R4_MC12g11258	0.00001	0	0.00701	0.00041	0.00142651	aAutosome	aAutosome	NON	6.56157	A2
MvSl-1064-A2-R4_MC09g09545	0.00001	0	0.00702	0	0.00142448	aAutosome	aAutosome	NON	6.26958	A2
MvSl-1064-A2-R4_MC03g05343	0.00001	0	0.00705	0	0.00141842	aAutosome	aAutosome	NON	5.5459	A2
MvSl-1064-A2-R4_MC06-2g07593	0.00001	0	0.00705	0	0.00141842	aAutosome	aAutosome	NON	6.37249	A2
MvSl-1064-A2-R4_MC02g03850	0.00001	0	0.00706	0.00083	0.00141641	aAutosome	aAutosome	NON	7.64648	A2
MvSl-1064-A2-R4_MC12g11193	0.00001	0.00005	0.00708	0.00297	0.00141241	aAutosome	aAutosome	NON	6.50413	A2
MvSl-1064-A2-R4_MC14g12149	0.00001	0	0.00708	0.00054	0.00141241	aAutosome	aAutosome	NON	7.52136	A2
MvSl-1064-A2-R4_MC09g09711	0.00001	0	0.00709	0.00035	0.00141042	aAutosome	aAutosome	NON	3.84628	A2
MvSl-1064-A2-R4_MC02g03888	0.00001	0	0.0071	0.00058	0.00140843	aAutosome	aAutosome	NON	6.93975	A2
MvSl-1064-A2-R4_MC03g04989	0.00001	0	0.00713	0.0002	0.0014025	aAutosome	aAutosome	NON	2.37858	A2
MvSl-1064-A2-R4_MC09g09322	0.00001	0	0.00714	0.0003	0.00140054	aAutosome	aAutosome	NON	7.08874	A2
MvSl-1064-A2-R4_MC11g10596	0.00001	0	0.00714	0	0.00140054	aAutosome	aAutosome	Down	7.46728	A2
MvSl-1064-A2-R4_MC02g04215	0.00001	0	0.00715	0	0.00139858	aAutosome	aAutosome	NON	7.22377	A2
MvSl-1064-A2-R4_MC04-1g05773	0.00001	0	0.00715	0	0.00139858	aAutosome	aAutosome	NON	6.85929	A2
MvSl-1064-A2-R4_MC08-1g08866	0.00001	0	0.00716	0	0.00139663	aAutosome	aAutosome	NON	6.41792	A2
MvSl-1064-A2-R4_MC09g09323	0.00001	0.00001	0.00719	0.00727	0.0013908	aAutosome	aAutosome	NON	2.88814	A2
MvSl-1064-A2-R4_MC05g06965	0.00001	0	0.0072	0	0.00138887	aAutosome	aAutosome	NON	6.45627	A2
MvSl-1064-A2-R4_MC03g05472	0.00001	0	0.00721	0.00051	0.00138694	aAutosome	aAutosome	NON	8.04114	A2
MvSl-1064-A2-R4_MC01g02684	0.00001	0	0.00722	0	0.00138502	aAutosome	aAutosome	NON	6.58361	A2
MvSl-1064-A2-R4_MC02g04254	0.00001	0	0.00722	0.00063	0.00138502	aAutosome	aAutosome	NON	5.13252	A2
MvSl-1064-A2-R4_MC06-2g07492	0.00001	0	0.00723	0	0.00138311	aAutosome	aAutosome	NON	6.49207	A2
MvSl-1064-A2-R4_MC07g08174	0.00001	0	0.00723	0.00065	0.00138311	aAutosome	aAutosome	NON	5.7535	A2
MvSl-1064-A2-R4_MC05g07018	0.00001	0	0.00726	0	0.00137739	aAutosome	aAutosome	NON	3.54769	A2
MvSl-1064-A2-R4_MC01g03431	0.00001	0	0.00728	0	0.00137361	aAutosome	aAutosome	NON	6.51606	A2
MvSl-1064-A2-R4_MC01g02787	0.00001	0	0.0073	0.00026	0.00136984	aAutosome	aAutosome	NON	9.15163	A2
MvSl-1064-A2-R4_MC01g03091	0.00001	0	0.00732	0.00152	0.0013661	aAutosome	aAutosome	NON	3.82149	A2
MvSl-1064-A2-R4_MC04-1g05957	0.00001	0.00001	0.00733	0.0074	0.00136424	aAutosome	aAutosome	NON	7.83589	A2
MvSl-1064-A2-R4_MC06-2g07401	0.00001	0	0.00737	0	0.00135683	aAutosome	aAutosome	Up	6.23688	A2
MvSl-1064-A2-R4_MC01g02594	0.00001	0	0.00739	0	0.00135316	aAutosome	aAutosome	NON	9.24463	A2
MvSl-1064-A2-R4_MC04-1g06068	0.00001	0	0.00739	0.00057	0.00135316	aAutosome	aAutosome	NON	5.10615	A2
MvSl-1064-A2-R4_MC12g11208	0.00001	0	0.00739	0	0.00135316	aAutosome	aAutosome	NON	3.05755	A2
MvSl-1064-A2-R4_MC02g04252	0.00001	0	0.0074	0	0.00135133	aAutosome	aAutosome	NON	6.46531	A2
MvSl-1064-A2-R4_MC07g07922	0.00001	0	0.0074	0.00072	0.00135133	aAutosome	aAutosome	NON	7.75409	A2
MvSl-1064-A2-R4_MC09g09772	0.00001	0	0.0074	0	0.00135133	aAutosome	aAutosome	NON	6.72781	A2
MvSl-1064-A2-R4_MC03g04998	0.00001	0	0.00742	0	0.00134769	aAutosome	aAutosome	NON	6.48656	A2
MvSl-1064-A2-R4_MC14g12184	0.00001	0	0.00744	0	0.00134407	aAutosome	aAutosome	NON	3.79891	A2
MvSl-1064-A2-R4_MC11g10948	0.00001	0	0.00745	0	0.00134226	aAutosome	aAutosome	NON	5.45172	A2
MvSl-1064-A2-R4_MC11g10807	0.00001	0	0.00748	0.00036	0.00133688	aAutosome	aAutosome	NON	7.17004	A2
MvSl-1064-A2-R4_MC13g11673	0.00001	0	0.00748	0.0001	0.00133688	aAutosome	aAutosome	NON	3.34055	A2
MvSl-1064-A2-R4_MC09g09258	0.00001	0	0.0075	0.0008	0.00133332	aAutosome	aAutosome	NON	6.79284	A2
MvSl-1064-A2-R4_MC09g09744	0.00001	0	0.00751	0.00036	0.00133154	aAutosome	aAutosome	NON	4.70008	A2
MvSl-1064-A2-R4_MC03g05306	0.00001	0	0.00752	0	0.00132977	aAutosome	aAutosome	NON	1.58907	A2
MvSl-1064-A2-R4_MC12g11180	0.00002	0	0.01508	0.00131	0.00132625	aAutosome	aAutosome	NON	4.43844	A2
MvSl-1064-A2-R4_MC02g03863	0.00001	0.00001	0.00754	0.00757	0.00132624	aAutosome	aAutosome	NON	8.26508	A2
MvSl-1064-A2-R4_MC02g04037	0.00002	0	0.01511	0.00179	0.00132362	aAutosome	aAutosome	NON	6.5024	A2
MvSl-1064-A2-R4_MC07g08177	0.00001	0	0.00756	0.0009	0.00132273	aAutosome	aAutosome	NON	5.89309	A2
MvSl-1064-A2-R4_MC13g11568	0.00001	0	0.00757	0	0.00132099	aAutosome	aAutosome	NON	5.66583	A2
MvSl-1064-A2-R4_MC01g02336	0.00002	0	0.01515	0	0.00132012	aAutosome	aAutosome	NON	2.53702	A2
MvSl-1064-A2-R4_MC10g09909	0.00001	0	0.0076	0.00096	0.00131577	aAutosome	aAutosome	NON	4.39749	A2
MvSl-1064-A2-R4_MC09g09756	0.00001	0	0.00761	0	0.00131404	aAutosome	aAutosome	NON	7.79459	A2
MvSl-1064-A2-R4_MC06-2g07788	0.00002	0	0.01526	0	0.00131061	aAutosome	aAutosome	NON	4.40863	A2
MvSl-1064-A2-R4_MC02g03963	0.00002	0.00004	0.0153	0.01084	0.00130718	aAutosome	aAutosome	NON	6.93708	A2
MvSl-1064-A2-R4_MC01g02809	0.00002	0	0.01533	0	0.00130462	aAutosome	aAutosome	NON	5.78732	A2
MvSl-1064-A2-R4_MC05g06596	0.00002	0	0.01534	0	0.00130377	aAutosome	aAutosome	NON	6.0663	A2
MvSl-1064-A2-R4_MC09g09795	0.00001	0	0.00767	0.00042	0.00130376	aAutosome	aAutosome	NON	8.52134	A2
MvSl-1064-A2-R4_MC07g08421	0.00002	0	0.01538	0.00111	0.00130038	aAutosome	aAutosome	NON	6.26794	A2
MvSl-1064-A2-R4_MC09g09771	0.00001	0	0.0077	0.00019	0.00129868	aAutosome	aAutosome	NON	8.08703	A2
MvSl-1064-A2-R4_MC14g12147	0.00001	0	0.00771	0.00069	0.001297	aAutosome	aAutosome	NON	7.37856	A2
MvSl-1064-A2-R4_MC06-2g07651	0.00001	0	0.00772	0.00061	0.00129532	aAutosome	aAutosome	NON	6.41699	A2
MvSl-1064-A2-R4_MC07g08276	0.00001	0	0.00772	0.00031	0.00129532	aAutosome	aAutosome	NON	7.02164	A2
MvSl-1064-A2-R4_MC01g03403	0.00001	0	0.00774	0.00053	0.00129197	aAutosome	aAutosome	NON	6.23747	A2
MvSl-1064-A2-R4_MC06-2g07680	0.00001	0	0.00774	0.00068	0.00129197	aAutosome	aAutosome	NON	6.55697	A2
MvSl-1064-A2-R4_MC08-1g08655	0.00002	0.00007	0.0155	0.01128	0.00129031	aAutosome	aAutosome	NON	6.22931	A2
MvSl-1064-A2-R4_MC12g11122	0.00001	0	0.00776	0.00012	0.00128864	aAutosome	aAutosome	NON	2.87896	A2
MvSl-1064-A2-R4_MC05g06670	0.00001	0.00005	0.00778	0.00774	0.00128533	aAutosome	aAutosome	NON	2.80444	A2
MvSl-1064-A2-R4_MC09g09363	0.00001	0.00004	0.00782	0.00778	0.00127876	aAutosome	aAutosome	NON	8.69452	A2
MvSl-1064-A2-R4_MC04-1g05768	0.00001	0	0.00783	0	0.00127712	aAutosome	aAutosome	NON	4.80891	A2
MvSl-1064-A2-R4_MC01g03429	0.00001	0.00004	0.00784	0.00782	0.00127549	aAutosome	aAutosome	NON	5.96005	A2
MvSl-1064-A2-R4_MC01g02827	0.00001	0	0.00785	0.00059	0.00127387	aAutosome	aAutosome	Down	5.63173	A2
MvSl-1064-A2-R4_MC11g10794	0.00001	0	0.00785	0.00076	0.00127387	aAutosome	aAutosome	NON	9.20241	A2
MvSl-1064-A2-R4_MC02g04200	0.00002	0	0.01574	0.00376	0.00127064	aAutosome	aAutosome	Down	4.84187	A2
MvSl-1064-A2-R4_MC03g05200	0.00001	0	0.00787	0	0.00127063	aAutosome	aAutosome	NON	5.17499	A2
MvSl-1064-A2-R4_MC04-1g06163	0.00001	0	0.00788	0.00138	0.00126902	aAutosome	aAutosome	NON	7.48866	A2
MvSl-1064-A2-R4_MC05g06989	0.00001	0	0.00788	0.00036	0.00126902	aAutosome	aAutosome	NON	3.62771	A2
MvSl-1064-A2-R4_MC09g09628	0.00002	0	0.01577	0.00122	0.00126822	aAutosome	aAutosome	NON	5.21211	A2
MvSl-1064-A2-R4_MC02g03796	0.00002	0	0.01578	0	0.00126742	aAutosome	aAutosome	NON	4.21579	A2
MvSl-1064-A2-R4_MC10g10367	0.00002	0	0.01581	0.00119	0.00126501	aAutosome	aAutosome	NON	7.10466	A2
MvSl-1064-A2-R4_MC11g10814	0.00001	0	0.00791	0.0004	0.00126421	aAutosome	aAutosome	NON	7.48858	A2
MvSl-1064-A2-R4_MC01g02097	0.00002	0	0.01584	0.00065	0.00126262	aAutosome	aAutosome	NON	6.88461	A2
MvSl-1064-A2-R4_MC09g09297	0.00001	0	0.00793	0	0.00126102	aAutosome	aAutosome	NON	0.52808	A2
MvSl-1064-A2-R4_MC09g09458	0.00001	0	0.00794	0.00022	0.00125943	aAutosome	aAutosome	NON	5.67555	A2
MvSl-1064-A2-R4_MC01g02926	0.00001	0	0.00795	0.00051	0.00125785	aAutosome	aAutosome	NON	6.22921	A2
MvSl-1064-A2-R4_MC10g10337	0.00001	0	0.00795	0	0.00125785	aAutosome	aAutosome	NON	5.37185	A2
MvSl-1064-A2-R4_MC12g11087	0.00002	0	0.01596	0.0024	0.00125312	aAutosome	aAutosome	NON	-0.0174554	A2
MvSl-1064-A2-R4_MC04-1g05811	0.00001	0	0.00799	0	0.00125155	aAutosome	aAutosome	NON	5.70163	A2
MvSl-1064-A2-R4_MC09g09510	0.00001	0	0.00799	0.00066	0.00125155	aAutosome	aAutosome	NON	6.72208	A2
MvSl-1064-A2-R4_MC06-1g07164	0.00002	0	0.01601	0.00107	0.00124921	aAutosome	aAutosome	NON	5.49986	A2
MvSl-1064-A2-R4_MC17g12490	0.00002	0	0.01604	0	0.00124688	aAutosome	aAutosome	NON	6.97319	A2
MvSl-1064-A2-R4_MC02g03505	0.00001	0	0.00803	0.00099	0.00124531	aAutosome	aAutosome	NON	5.96043	A2
