genea1	dN	dNse	dS	dSse	dNdS	chr	chrom	DE	expmean	haploid
MvSl-1064-A1-R4_MC09-2g09272	1.59371	0.91895	9.85926	20.09552	0.161646	aAutosome	aAutosome	NON	7.08696	A1
MvSl-1064-A1-R4_MC09-2g09273	0	0.00029	0.00003	0.00679	0	aAutosome	aAutosome	NON	5.71063	A1
MvSl-1064-A1-R4_MC09-2g09274	0.61455	0.24381	73.96064	2466.55025	0.00830915	aAutosome	aAutosome	NON	7.23771	A1
MvSl-1064-A1-R4_MC09-2g09275	0.8746	0.40291	14.44604	40.77997	0.0605425	aAutosome	aAutosome	NON	5.2457	A1
MvSl-1064-A1-R4_MC09-2g09276	0.76776	0.28795	0.17282	0.1674	4.44254	aAutosome	aAutosome	NON	4.77429	A1
MvSl-1064-A1-R4_MC09-2g09277	0	0.03008	0.00001	0.05823	0	aAutosome	aAutosome	NON	6.17272	A1
MvSl-1064-A1-R4_MC09-2g09278	0	0.11962	0	0.00121	0	aAutosome	aAutosome	NON	5.19585	A1
MvSl-1064-A1-R4_MC09-2g09279	0.72277	0.50383	83.78258	257.06948	0.00862673	aAutosome	aAutosome	NON	6.62729	A1
MvSl-1064-A1-R4_MC09-2g09283	2.81748	2.63744	89.76852	162.87009	0.0313861	aAutosome	aAutosome	NON	6.70409	A1
MvSl-1064-A1-R4_MC09-2g09284	25.28512	29.99432	0.75646	0.64302	33.4256	aAutosome	aAutosome	NON	5.92227	A1
MvSl-1064-A1-R4_MC09-2g09286	1.25713	0.52836	1.54898	1.28758	0.811586	aAutosome	aAutosome	NON	8.89277	A1
MvSl-1064-A1-R4_MC09-2g09287	0.00007	0	0.06685	0.01459	0.00104712	aAutosome	aAutosome	NON	8.94708	A1
MvSl-1064-A1-R4_MC09-2g09288	0.86224	0.30931	3.42751	2.86919	0.251565	aAutosome	aAutosome	NON	6.62864	A1
MvSl-1064-A1-R4_MC09-2g09289	15.10366	21.11641	0.15256	0.21338	99.0014	aAutosome	aAutosome	NON	5.81672	A1
MvSl-1064-A1-R4_MC09-2g09290	1.8708	0.79326	1.9601	1.53788	0.954441	aAutosome	aAutosome	NON	7.72302	A1
MvSl-1064-A1-R4_MC09-2g09291	1.16089	0.56904	2.65854	2.47627	0.436664	aAutosome	aAutosome	NON	4.8057	A1
MvSl-1064-A1-R4_MC09-2g09293	5.81843	4.1569	0.05877	0.40865	99.0034	aAutosome	aAutosome	NON	5.88991	A1
MvSl-1064-A1-R4_MC09-2g09294	0.94682	0.37634	68.71716	236.34304	0.0137785	aAutosome	aAutosome	NON	6.38932	A1
MvSl-1064-A1-R4_MC09-2g09296	1.27232	0.84658	0.42986	0.53571	2.95985	aAutosome	aAutosome	NON	6.06887	A1
MvSl-1064-A1-R4_MC09-2g09297	3.34939	9.56889	0.4392	0.38484	7.62612	aAutosome	aAutosome	NON	4.88833	A1
MvSl-1064-A1-R4_MC09-2g09298	0	0.00008	0.00002	0.00766	0	aAutosome	aAutosome	NON	7.81411	A1
MvSl-1064-A1-R4_MC09-2g09299	0	0	0	0	0	aAutosome	aAutosome	NON	2.73502	A1
MvSl-1064-A1-R4_MC09-2g09302	1.52123	1.22585	7.21945	32.43808	0.210713	aAutosome	aAutosome	NON	6.29292	A1
MvSl-1064-A1-R4_MC09-2g09303	0.61975	0.07656	22.07258	0	0.0280778	aAutosome	aAutosome	NON	8.66131	A1
MvSl-1064-A1-R4_MC09-2g09304	0	0.01405	0	0.00014	0	aAutosome	aAutosome	NON	8.65961	A1
MvSl-1064-A1-R4_MC09-2g09305	0.31309	0.28249	40.74942	153.4301	0.0076833	aAutosome	aAutosome	NON	6.34848	A1
MvSl-1064-A1-R4_MC09-2g09307	2.18417	1.5601	59.52102	165.12442	0.0366958	aAutosome	aAutosome	NON	7.73535	A1
MvSl-1064-A1-R4_MC09-2g09309	1.09669	0.37743	2.21086	1.31487	0.496047	aAutosome	aAutosome	NON	9.44583	A1
MvSl-1064-A1-R4_MC09-2g09311	5.11814	11.37385	17.59678	41.64279	0.290857	aAutosome	aAutosome	NON	6.88778	A1
MvSl-1064-A1-R4_MC09-2g09313	1.56308	0.66741	4.52268	5.83415	0.345609	aAutosome	aAutosome	NON	6.60861	A1
MvSl-1064-A1-R4_MC09-2g09314	0.46793	0.19016	18.00276	35.49054	0.0259921	aAutosome	aAutosome	NON	6.79893	A1
MvSl-1064-A1-R4_MC09-2g09315	1.04413	0.38475	3.04039	3.87965	0.34342	aAutosome	aAutosome	NON	6.99686	A1
MvSl-1064-A1-R4_MC09-2g09316	0	0	0	0	0	aAutosome	aAutosome	NON	5.637	A1
MvSl-1064-A1-R4_MC09-2g09317	6.91076	4.89263	0.06981	0.18941	98.9938	aAutosome	aAutosome	NON	5.77498	A1
MvSl-1064-A1-R4_MC09-2g09318	1.93311	2.50117	0.59159	0.43768	3.26765	aAutosome	aAutosome	NON	7.21212	A1
MvSl-1064-A1-R4_MC09-2g09319	16.99705	0	0.17169	0.24372	98.9985	aAutosome	aAutosome	NON	6.88275	A1
MvSl-1064-A1-R4_MC09-2g09321	0	0.0001	0.00001	0	0	aAutosome	aAutosome	NON	6.71252	A1
MvSl-1064-A1-R4_MC09-2g09323	7.94349	17.04997	5.32783	10.58699	1.49094	aAutosome	aAutosome	NON	6.71187	A1
MvSl-1064-A1-R4_MC09-2g09324	6.4794	6.40166	0.34457	0.34086	18.8043	aAutosome	aAutosome	NON	7.35959	A1
MvSl-1064-A1-R4_MC09-2g09327	0	0	0	0	0	aAutosome	aAutosome	NON	5.5603	A1
MvSl-1064-A1-R4_MC09-2g09328	0.00005	0	0.05191	0.00917	0.000963206	aAutosome	aAutosome	NON	-0.691005	A1
MvSl-1064-A1-R4_MC09-2g09330	0.70138	0.36349	5.20416	8.76805	0.134773	aAutosome	aAutosome	NON	3.14076	A1
MvSl-1064-A1-R4_MC09-2g09331	0	0.00012	0.00001	0	0	aAutosome	aAutosome	NON	2.88299	A1
MvSl-1064-A1-R4_MC09-2g09333	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.78943	A1
MvSl-1064-A1-R4_MC09-2g09334	0	0.00005	0.00001	0	0	aAutosome	aAutosome	NON	6.96352	A1
MvSl-1064-A1-R4_MC09-2g09335	0	0	0.00001	0	0	aAutosome	aAutosome	NON	7.47713	A1
MvSl-1064-A1-R4_MC09-2g09336	1.19785	0.43398	12.13952	26.89062	0.0986736	aAutosome	aAutosome	NON	8.40931	A1
MvSl-1064-A1-R4_MC09-2g09337	0	0.0347	0.00001	0.09033	0	aAutosome	aAutosome	NON	6.93967	A1
MvSl-1064-A1-R4_MC09-2g09339	2.43562	0.84791	1.56722	1.12377	1.5541	aAutosome	aAutosome	NON	5.64333	A1
MvSl-1064-A1-R4_MC09-2g09340	0.00177	0.01504	1.77419	7.02628	0.000997638	aAutosome	aAutosome	Up	7.77262	A1
MvSl-1064-A1-R4_MC09-2g09341	1.74796	0.96473	37.99884	458.79234	0.0460004	aAutosome	aAutosome	NON	5.91636	A1
MvSl-1064-A1-R4_MC09-2g09342	0	0.00014	0.00001	0.13111	0	aAutosome	aAutosome	NON	8.01391	A1
MvSl-1064-A1-R4_MC09-2g09344	0.93651	0.36431	0.36452	0.33953	2.56916	aAutosome	aAutosome	NON	6.30208	A1
MvSl-1064-A1-R4_MC09-2g09346	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.89714	A1
MvSl-1064-A1-R4_MC09-2g09347	1.84688	0.94641	58.23978	202.07161	0.0317117	aAutosome	aAutosome	NON	5.60618	A1
MvSl-1064-A1-R4_MC09-2g09348	23.29354	26.26732	0.35363	0.46328	65.8698	aAutosome	aAutosome	NON	6.78583	A1
MvSl-1064-A1-R4_MC09-2g09349	6.44668	12.65962	66.06271	149.33464	0.0975842	aAutosome	aAutosome	NON	6.67946	A1
MvSl-1064-A1-R4_MC09-2g09350	11.24768	0	28.39647	270.42238	0.396094	aAutosome	aAutosome	NON	6.45378	A1
MvSl-1064-A1-R4_MC09-2g09351	1.04468	9.10837	0.37397	0.73599	2.79349	aAutosome	aAutosome	NON	5.56481	A1
MvSl-1064-A1-R4_MC09-2g09352	0.71851	0.30563	42.54819	227.96116	0.016887	aAutosome	aAutosome	NON	5.77357	A1
MvSl-1064-A1-R4_MC09-2g09353	0.96719	0.37082	47.5589	123.2994	0.0203367	aAutosome	aAutosome	NON	5.73631	A1
MvSl-1064-A1-R4_MC09-2g09354	3.99545	3.89737	70.1913	132.27092	0.0569223	aAutosome	aAutosome	NON	5.20331	A1
MvSl-1064-A1-R4_MC09-2g09355	0.00001	0	0	0	10000	aAutosome	aAutosome	NON	6.46023	A1
MvSl-1064-A1-R4_MC09-2g09356	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.33397	A1
MvSl-1064-A1-R4_MC09-2g09357	27.87462	49.48588	0.47807	0.85771	58.3066	aAutosome	aAutosome	NON	4.14971	A1
MvSl-1064-A1-R4_MC09-2g09358	0	0.00009	0.00001	0	0	aAutosome	aAutosome	NON	5.37472	A1
MvSl-1064-A1-R4_MC09-2g09359	1.57485	0.59396	1.53245	0.84155	1.02767	aAutosome	aAutosome	NON	6.27243	A1
MvSl-1064-A1-R4_MC09-2g09361	0	0	0.00001	0	0	aAutosome	aAutosome	NON	1.04569	A1
MvSl-1064-A1-R4_MC09-2g09364	1.04067	0.54939	53.52147	125.90897	0.019444	aAutosome	aAutosome	NON	7.08763	A1
MvSl-1064-A1-R4_MC09-2g09365	0.00001	0	0	0	10000	aAutosome	aAutosome	NON	7.26667	A1
MvSl-1064-A1-R4_MC09-2g09366	0.02111	0.02122	0.00021	0.00228	100.523	aAutosome	aAutosome	NON	8.72435	A1
MvSl-1064-A1-R4_MC09-2g09367	1.07858	1.40595	45.41918	86.41779	0.0237472	aAutosome	aAutosome	NON	5.74449	A1
MvSl-1064-A1-R4_MC09-2g09368	4.44595	7.96144	1.36829	1.3819	3.24927	aAutosome	aAutosome	NON	5.29329	A1
MvSl-1064-A1-R4_MC09-2g09369	0.01861	0.01864	0.00019	0	97.9469	aAutosome	aAutosome	NON	5.41223	A1
MvSl-1064-A1-R4_MC09-2g09370	1.08059	0.65949	89.8525	214.02826	0.0120263	aAutosome	aAutosome	NON	6.40379	A1
MvSl-1064-A1-R4_MC09-2g09371	0.43373	0.27961	0.36202	0.41567	1.19808	aAutosome	aAutosome	NON	5.72014	A1
MvSl-1064-A1-R4_MC09-2g09373	0.98918	0.34846	4.50214	4.40767	0.219713	aAutosome	aAutosome	NON	0.12143	A1
MvSl-1064-A1-R4_MC09-2g09374	1.5882	1.05244	29.40647	84.03013	0.0540085	aAutosome	aAutosome	NON	5.03227	A1
MvSl-1064-A1-R4_MC09-2g09375	0.81662	0.46816	0.42315	0.67851	1.92986	aAutosome	aAutosome	NON	5.58137	A1
MvSl-1064-A1-R4_MC09-2g09376	5.53548	6.12269	0.05591	0.16695	99.007	aAutosome	aAutosome	NON	6.10284	A1
MvSl-1064-A1-R4_MC09-2g09377	1.14894	0.40719	0.09614	0.11061	11.9507	aAutosome	aAutosome	NON	7.54369	A1
MvSl-1064-A1-R4_MC09-2g09378	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.33581	A1
MvSl-1064-A1-R4_MC09-2g09380	0.88743	0.30069	61.56038	236.04195	0.0144156	aAutosome	aAutosome	Down	4.16675	A1
MvSl-1064-A1-R4_MC09-2g09381	0.75876	0.3235	50.6775	85.26076	0.0149723	aAutosome	aAutosome	NON	3.83222	A1
MvSl-1064-A1-R4_MC09-2g09382	19.40727	123.30925	8.65732	105.56179	2.24172	aAutosome	aAutosome	NON	4.39268	A1
MvSl-1064-A1-R4_MC09-2g09383	0.78173	0.28312	1.66217	1.62257	0.470307	aAutosome	aAutosome	NON	5.36759	A1
MvSl-1064-A1-R4_MC09-2g09384	0	0.00146	0.00001	0.007	0	aAutosome	aAutosome	NON	6.43889	A1
MvSl-1064-A1-R4_MC09-2g09385	0	0	0	0	0	aAutosome	aAutosome	NON	6.18423	A1
MvSl-1064-A1-R4_MC09-2g09386	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.99254	A1
MvSl-1064-A1-R4_MC09-2g09387	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.46299	A1
MvSl-1064-A1-R4_MC09-2g09389	0.5603	0.3722	5.7892	7.33805	0.0967837	aAutosome	aAutosome	NON	7.35982	A1
MvSl-1064-A1-R4_MC09-2g09392	2.21868	1.61897	6.09756	8.71754	0.363864	aAutosome	aAutosome	NON	6.9806	A1
MvSl-1064-A1-R4_MC09-2g09393	0.71812	0.63052	42.33763	85.9827	0.0169617	aAutosome	aAutosome	NON	10.2107	A1
MvSl-1064-A1-R4_MC09-2g09394	2.41807	1.16967	4.86777	5.34993	0.496751	aAutosome	aAutosome	NON	2.12708	A1
MvSl-1064-A1-R4_MC09-2g09396	1.22701	0.89069	0.01239	0.0426	99.0323	aAutosome	aAutosome	NON	7.49572	A1
MvSl-1064-A1-R4_MC09-2g09397	18.62342	92.07072	9.35451	82.64223	1.99085	aAutosome	aAutosome	NON	7.46001	A1
MvSl-1064-A1-R4_MC09-2g09399	0.71115	0.25699	14.6211	52.24452	0.0486386	aAutosome	aAutosome	NON	8.74162	A1
MvSl-1064-A1-R4_MC09-2g09402	22.3444	45.52525	7.82992	14.81721	2.85372	aAutosome	aAutosome	NON	6.21508	A1
MvSl-1064-A1-R4_MC09-2g09404	4.73977	2.03166	0.04788	0.22997	98.9927	aAutosome	aAutosome	NON	6.39574	A1
MvSl-1064-A1-R4_MC09-2g09406	0	0	0	0	0	aAutosome	aAutosome	NON	5.24026	A1
MvSl-1064-A1-R4_MC09-2g09407	1.27612	0.5622	57.80413	271.46891	0.0220766	aAutosome	aAutosome	NON	6.03804	A1
MvSl-1064-A1-R4_MC09-2g09408	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.33824	A1
MvSl-1064-A1-R4_MC09-2g09409	1.211	0.40922	66.67622	333.29576	0.0181624	aAutosome	aAutosome	NON	6.47391	A1
MvSl-1064-A1-R4_MC09-2g09410	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.54107	A1
MvSl-1064-A1-R4_MC09-2g09411	0.58865	0.26833	1.13147	0.92736	0.520252	aAutosome	aAutosome	NON	6.50129	A1
MvSl-1064-A1-R4_MC09-2g09412	4.58724	9.22936	0.04634	0.4198	98.9909	aAutosome	aAutosome	NON	5.99717	A1
MvSl-1064-A1-R4_MC09-2g09413	18.88833	29.78884	0.19079	0.28419	99.0006	aAutosome	aAutosome	NON	6.4958	A1
MvSl-1064-A1-R4_MC09-2g09414	0.868	0.45198	3.40083	3.24502	0.255232	aAutosome	aAutosome	NON	5.41776	A1
MvSl-1064-A1-R4_MC09-2g09415	0.64219	0.31597	51.99277	161.03073	0.0123515	aAutosome	aAutosome	NON	4.1337	A1
MvSl-1064-A1-R4_MC09-2g09416	0.14207	0.15284	42.52632	83.39436	0.00334075	aAutosome	aAutosome	NON	5.04847	A1
MvSl-1064-A1-R4_MC09-2g09417	2.16464	0.49146	1.74693	0	1.23911	aAutosome	aAutosome	NON	6.49087	A1
MvSl-1064-A1-R4_MC09-2g09418	0.55869	0.27808	6.95441	12.7466	0.0803361	aAutosome	aAutosome	NON	5.74285	A1
MvSl-1064-A1-R4_MC09-2g09419	0	0	0.00001	0.00616	0	aAutosome	aAutosome	NON	4.1506	A1
MvSl-1064-A1-R4_MC09-2g09420	0.38183	0.20276	0.98775	0.87288	0.386565	aAutosome	aAutosome	NON	5.11756	A1
MvSl-1064-A1-R4_MC09-2g09421	10.11673	35.33372	26.07486	101.37834	0.387988	aAutosome	aAutosome	NON	5.71962	A1
MvSl-1064-A1-R4_MC09-2g09423	2.0908	1.43108	83.10547	251.06457	0.0251584	aAutosome	aAutosome	NON	8.27913	A1
MvSl-1064-A1-R4_MC09-2g09424	1.07196	0.56485	1.23251	0.68492	0.869737	aAutosome	aAutosome	NON	7.25241	A1
MvSl-1064-A1-R4_MC09-2g09426	0.21608	0.14147	5.60421	17.17756	0.0385567	aAutosome	aAutosome	NON	6.33732	A1
MvSl-1064-A1-R4_MC09-2g09427	0	0	0	0	0	aAutosome	aAutosome	NON	6.20067	A1
MvSl-1064-A1-R4_MC09-2g09428	15.3494	36.46655	0.15505	0.20608	98.9965	aAutosome	aAutosome	NON	5.11929	A1
MvSl-1064-A1-R4_MC09-2g09429	0.36118	0.24684	84.38401	290.59988	0.00428019	aAutosome	aAutosome	NON	6.24481	A1
MvSl-1064-A1-R4_MC09-2g09430	0	0	0	0	0	aAutosome	aAutosome	NON	2.61278	A1
MvSl-1064-A1-R4_MC09-2g09431	2.60542	3.50824	1.79293	3.10284	1.45316	aAutosome	aAutosome	NON	7.95484	A1
MvSl-1064-A1-R4_MC09-2g09432	0.77127	0.34543	5.05592	5.49406	0.152548	aAutosome	aAutosome	NON	7.08317	A1
MvSl-1064-A1-R4_MC09-2g09433	1.05497	0.46802	6.68162	14.8225	0.157891	aAutosome	aAutosome	NON	8.28466	A1
MvSl-1064-A1-R4_MC09-2g09434	7.96485	15.85674	40.50327	84.23144	0.196647	aAutosome	aAutosome	NON	7.79424	A1
MvSl-1064-A1-R4_MC09-2g09436	0	0.00012	0.00001	0.00584	0	aAutosome	aAutosome	NON	3.84933	A1
MvSl-1064-A1-R4_MC09-2g09437	0.00001	0	0	0	10000	aAutosome	aAutosome	NON	3.58612	A1
MvSl-1064-A1-R4_MC09-2g09438	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.46231	A1
MvSl-1064-A1-R4_MC09-2g09439	0.00001	0	0	0	10000	aAutosome	aAutosome	NON	7.2996	A1
MvSl-1064-A1-R4_MC09-2g09440	1.52641	0.54482	0.37591	0.2728	4.06057	aAutosome	aAutosome	NON	7.02593	A1
MvSl-1064-A1-R4_MC09-2g09441	0	0	0	0.00377	0	aAutosome	aAutosome	NON	6.3674	A1
MvSl-1064-A1-R4_MC09-2g09442	0.62634	0.21877	0.0968	0.16232	6.47045	aAutosome	aAutosome	NON	4.59999	A1
MvSl-1064-A1-R4_MC09-2g09443	1.65337	0.63875	9.6908	19.8042	0.170612	aAutosome	aAutosome	NON	5.38364	A1
MvSl-1064-A1-R4_MC09-2g09444	0	0.00074	0.00001	0	0	aAutosome	aAutosome	NON	6.6534	A1
MvSl-1064-A1-R4_MC09-2g09447	1.11051	0.87325	34.90736	0	0.0318131	aAutosome	aAutosome	NON	5.50149	A1
MvSl-1064-A1-R4_MC09-2g09448	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.12274	A1
MvSl-1064-A1-R4_MC09-2g09449	0.76633	0.30921	2.30417	2.12539	0.332584	aAutosome	aAutosome	NON	5.50303	A1
MvSl-1064-A1-R4_MC09-2g09450	4.98734	7.18875	36.90665	103.88104	0.135134	aAutosome	aAutosome	NON	6.24696	A1
MvSl-1064-A1-R4_MC09-2g09454	0	0.00007	0.00003	0	0	aAutosome	aAutosome	NON	6.84837	A1
MvSl-1064-A1-R4_MC09-2g09455	0.69475	0.35302	98.12854	270.31555	0.00708	aAutosome	aAutosome	NON	0.421061	A1
MvSl-1064-A1-R4_MC09-2g09456	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.14671	A1
MvSl-1064-A1-R4_MC09-2g09457	20.78747	31.94641	2.12767	3.43281	9.77006	aAutosome	aAutosome	NON	5.1113	A1
MvSl-1064-A1-R4_MC09-2g09458	1.38131	0.75639	78.04492	281.3367	0.0176989	aAutosome	aAutosome	NON	4.96422	A1
MvSl-1064-A1-R4_MC09-2g09459	0	0	0	0	0	aAutosome	aAutosome	NON	7.96736	A1
MvSl-1064-A1-R4_MC09-2g09461	23.09716	25.23407	1.01958	1.11479	22.6536	aAutosome	aAutosome	NON	5.45576	A1
MvSl-1064-A1-R4_MC09-2g09462	0	0	0	0	0	aAutosome	aAutosome	NON	4.42791	A1
MvSl-1064-A1-R4_MC09-2g09463	0.98613	0.58232	0.00996	0.08333	99.009	aAutosome	aAutosome	NON	5.94826	A1
MvSl-1064-A1-R4_MC09-2g09464	1.27121	1.11322	51.06716	65.27821	0.0248929	aAutosome	aAutosome	NON	4.4185	A1
MvSl-1064-A1-R4_MC09-2g09465	0	0.00013	0.00001	0.00399	0	aAutosome	aAutosome	NON	5.66616	A1
MvSl-1064-A1-R4_MC09-2g09466	0.63501	0.20742	2.55711	2.59966	0.248331	aAutosome	aAutosome	NON	2.81403	A1
MvSl-1064-A1-R4_MC09-2g09468	0.02046	0.02086	0.00021	0.0025	97.4281	aAutosome	aAutosome	NON	5.15697	A1
MvSl-1064-A1-R4_MC09-2g09470	19.10929	55.45388	0.4988	0	38.3105	aAutosome	aAutosome	NON	4.73796	A1
MvSl-1064-A1-R4_MC09-2g09471	0.86466	0.30044	72.48543	164.13018	0.0119287	aAutosome	aAutosome	NON	6.22313	A1
MvSl-1064-A1-R4_MC09-2g09472	18.52889	54.51965	0.18716	0.63823	99.0003	aAutosome	aAutosome	NON	6.94766	A1
MvSl-1064-A1-R4_MC09-2g09473	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.89421	A1
MvSl-1064-A1-R4_MC09-2g09474	1.03059	0.33839	6.62415	7.07061	0.155581	aAutosome	aAutosome	NON	7.76065	A1
MvSl-1064-A1-R4_MC09-2g09478	0	0	0.00002	0.00191	0	aAutosome	aAutosome	NON	2.65569	A1
MvSl-1064-A1-R4_MC09-2g09479	3.20337	4.46922	0.4007	0.41128	7.99443	aAutosome	aAutosome	NON	9.54914	A1
MvSl-1064-A1-R4_MC09-2g09482	3.20337	4.35037	0.4007	0.41251	7.99443	aAutosome	aAutosome	NON	7.65598	A1
MvSl-1064-A1-R4_MC09-2g09483	20.16412	24.39749	0.49783	0.79563	40.504	aAutosome	aAutosome	NON	6.74942	A1
MvSl-1064-A1-R4_MC09-2g09484	28.66346	62.28346	0.4342	0.56219	66.0144	aAutosome	aAutosome	NON	7.26687	A1
MvSl-1064-A1-R4_MC09-2g09486	0	0.00302	0.00001	0.00674	0	aAutosome	aAutosome	NON	3.58398	A1
MvSl-1064-A1-R4_MC09-2g09493	0	0	0.00001	0.00587	0	aAutosome	aAutosome	NON	6.58872	A1
MvSl-1064-A1-R4_MC09-2g09494	11.31303	12.05729	0.11427	0.24118	99.0026	aAutosome	aAutosome	NON	3.74935	A1
MvSl-1064-A1-R4_MC09-2g09495	0	0.00828	0.00001	0.02302	0	aAutosome	aAutosome	NON	2.25991	A1
MvSl-1064-A1-R4_MC09-2g09496	0.19656	0.11269	0.63941	0.5407	0.307408	aAutosome	aAutosome	NON	5.58171	A1
MvSl-1064-A1-R4_MC09-2g09497	1.94848	1.13383	45.76336	99.45607	0.0425773	aAutosome	aAutosome	NON	8.15813	A1
MvSl-1064-A1-R4_MC09-2g09498	0	0.00007	0.00001	0.00924	0	aAutosome	aAutosome	NON	7.08748	A1
MvSl-1064-A1-R4_MC09-2g09501	0.93596	0.4039	69.96618	108.73299	0.0133773	aAutosome	aAutosome	NON	8.14552	A1
MvSl-1064-A1-R4_MC09-2g09502	0.81855	0.50005	70.80869	274.27706	0.01156	aAutosome	aAutosome	NON	7.01231	A1
MvSl-1064-A1-R4_MC09-2g09503	0.89246	0.44825	7.06551	11.58324	0.126312	aAutosome	aAutosome	NON	5.705	A1
MvSl-1064-A1-R4_MC09-2g09506	24.10459	51.24146	1.43306	2.16339	16.8204	aAutosome	aAutosome	Down	2.82949	A1
MvSl-1064-A1-R4_MC09-2g09508	1.15908	0.58215	50.7649	139.50879	0.0228323	aAutosome	aAutosome	NON	6.85383	A1
MvSl-1064-A1-R4_MC09-2g09509	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.98278	A1
MvSl-1064-A1-R4_MC09-2g09510	0	0	0	0	0	aAutosome	aAutosome	NON	6.55439	A1
MvSl-1064-A1-R4_MC09-2g09512	0.81474	0.41427	3.89735	8.19076	0.20905	aAutosome	aAutosome	NON	8.857	A1
MvSl-1064-A1-R4_MC09-2g09513	0.38721	0.16495	2.9329	2.4921	0.132023	aAutosome	aAutosome	NON	7.30921	A1
MvSl-1064-A1-R4_MC09-2g09514	0	0.00002	0.00001	0.00157	0	aAutosome	aAutosome	NON	6.876	A1
MvSl-1064-A1-R4_MC09-2g09515	0.9445	0.41867	2.98984	2.85337	0.315903	aAutosome	aAutosome	NON	6.05239	A1
MvSl-1064-A1-R4_MC09-2g09517	12.54688	18.86864	22.74166	33.06317	0.551713	aAutosome	aAutosome	NON	6.58087	A1
MvSl-1064-A1-R4_MC09-2g09519	1.45414	0.74305	2.2356	1.52711	0.650447	aAutosome	aAutosome	NON	6.56552	A1
MvSl-1064-A1-R4_MC09-2g09521	1.00297	0.46409	0.85767	0.62777	1.16941	aAutosome	aAutosome	NON	8.8916	A1
MvSl-1064-A1-R4_MC09-2g09524	0.84001	0.38413	6.63511	7.65893	0.126601	aAutosome	aAutosome	NON	7.16994	A1
MvSl-1064-A1-R4_MC09-2g09525	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.42565	A1
MvSl-1064-A1-R4_MC09-2g09527	1.25702	0.50356	66.26935	173.1448	0.0189683	aAutosome	aAutosome	Down	6.07005	A1
MvSl-1064-A1-R4_MC09-2g09528	0.02561	0.02587	0.05335	0.05454	0.480037	aAutosome	aAutosome	NON	5.30683	A1
MvSl-1064-A1-R4_MC09-2g09529	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.44651	A1
MvSl-1064-A1-R4_MC09-2g09530	0.5997	0.219	1.91897	2.51295	0.312511	aAutosome	aAutosome	NON	6.84451	A1
MvSl-1064-A1-R4_MC09-2g09532	3.70983	8.88918	4.83811	16.14993	0.766793	aAutosome	aAutosome	NON	4.42789	A1
MvSl-1064-A1-R4_MC09-2g09540	0.92805	0.59804	39.67239	180.46312	0.0233928	aAutosome	aAutosome	NON	7.46827	A1
MvSl-1064-A1-R4_MC09-2g09541	3.57087	7.15959	39.96593	478.63377	0.0893479	aAutosome	aAutosome	Down	6.08845	A1
MvSl-1064-A1-R4_MC09-2g09542	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.81458	A1
MvSl-1064-A1-R4_MC09-2g09545	0.87349	0.26111	6.78067	4.73564	0.128821	aAutosome	aAutosome	Down	4.80233	A1
MvSl-1064-A1-R4_MC09-2g09547	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.54809	A1
MvSl-1064-A1-R4_MC09-2g09550	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.51172	A1
MvSl-1064-A1-R4_MC09-2g09551	1.44524	0.77975	2.0708	2.22238	0.697914	aAutosome	aAutosome	NON	6.04857	A1
MvSl-1064-A1-R4_MC09-2g09556	0.74299	0.42931	52.60715	454.87191	0.0141234	aAutosome	aAutosome	NON	5.83928	A1
MvSl-1064-A1-R4_MC09-2g09557	25.23978	51.16836	4.18987	10.69845	6.024	aAutosome	aAutosome	NON	7.48604	A1
MvSl-1064-A1-R4_MC09-2g09559	0.00009	0	0.09192	0	0.000979112	aAutosome	aAutosome	NON	5.68827	A1
MvSl-1064-A1-R4_MC09-2g09561	0.81336	0.44366	1.42327	1.10364	0.571473	aAutosome	aAutosome	NON	5.31732	A1
MvSl-1064-A1-R4_MC09-2g09562	0.57254	0.22149	43.51454	122.30094	0.0131574	aAutosome	aAutosome	NON	7.44967	A1
MvSl-1064-A1-R4_MC09-2g09564	0.80389	0.50565	1.46262	1.44222	0.549623	aAutosome	aAutosome	NON	6.81138	A1
MvSl-1064-A1-R4_MC10-1g09587	0	0.00014	0.00002	0	0	aAutosome	aAutosome	NON	5.32455	A1
MvSl-1064-A1-R4_MC10-1g09591	0	0.0162	0.00001	0.04006	0	aAutosome	aAutosome	NON	4.95523	A1
