Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	genelength	intronnrovergenelength	intronovergenelength
A1	MvSl-1064-A1-R4_MC10-1g09655	aAutosome	3	234	702	0	-0.333	-1	3819	0.000785546	0.183817753
A1	MvSl-1064-A1-R4_MC10-1g09656	aAutosome	5	106.2	531	0	0	0	2277	0.002195872	0.233201581
A1	MvSl-1064-A1-R4_MC10-1g09657	aAutosome	7	136.286	954	0	0	0	4530	0.001545254	0.210596026
A1	MvSl-1064-A1-R4_MC10-1g09658	aAutosome	7	110	770	0	0	0	1304	0.005368098	0.590490798
A1	MvSl-1064-A1-R4_MC10-1g09659	aAutosome	3	132.333	397	0	0	0	922	0.003253796	0.430585683
A1	MvSl-1064-A1-R4_MC10-1g09660	aAutosome	3	92.6667	278	0	0	0	815	0.003680982	0.341104294
A1	MvSl-1064-A1-R4_MC10-1g09661	aAutosome	5	76.6	383	0	0	0	3323	0.001504664	0.115257298
A1	MvSl-1064-A1-R4_MC10-1g09662	aAutosome	9	80.8889	728	0	0	0	2138	0.004209542	0.340505145
A1	MvSl-1064-A1-R4_MC10-1g09663	aAutosome	1	79	79	0	0	0	1876	0.000533049	0.042110874
A1	MvSl-1064-A1-R4_MC10-1g09664	aAutosome	1	0	0	0	0	0	342	0.002923977	0
A1	MvSl-1064-A1-R4_MC10-1g09665	aAutosome	3	307.667	923	0	0	0	1490	0.002013423	0.619463087
A1	MvSl-1064-A1-R4_MC10-1g09666	aAutosome	6	72.1667	433	0	0	0	5938	0.001010441	0.072920175
A1	MvSl-1064-A1-R4_MC10-1g09667	aAutosome	3	113.667	341	0	0	0	716	0.004189944	0.476256983
A1	MvSl-1064-A1-R4_MC10-1g09668	aAutosome	1	68	68	0	0	0	704	0.001420455	0.096590909
A1	MvSl-1064-A1-R4_MC10-1g09669	aAutosome	2	74.5	149	0	0	0	2780	0.000719424	0.053597122
A1	MvSl-1064-A1-R4_MC10-1g09670	aAutosome	6	75.3333	452	0	0	0	3389	0.001770434	0.133372676
A1	MvSl-1064-A1-R4_MC10-1g09671	aAutosome	1	64	64	0	0	0	2551	0.000392003	0.025088201
A1	MvSl-1064-A1-R4_MC10-1g09672	aAutosome	1	0	0	0	0	0	219	0.00456621	0
A1	MvSl-1064-A1-R4_MC10-1g09673	aAutosome	3	150.333	451	0	0	0	766	0.003916449	0.588772846
A1	MvSl-1064-A1-R4_MC10-1g09674	aAutosome	1	47	47	0	0	0	671	0.001490313	0.070044709
A1	MvSl-1064-A1-R4_MC10-1g09675	aAutosome	3	85.6667	257	0	0	0	1367	0.002194587	0.188002926
A1	MvSl-1064-A1-R4_MC10-1g09676	aAutosome	1	76	76	0	0	0	1297	0.00077101	0.058596762
A1	MvSl-1064-A1-R4_MC10-1g09677	aAutosome	7	82.7143	579	0	0	0	1482	0.004723347	0.390688259
A1	MvSl-1064-A1-R4_MC10-1g09678	aAutosome	1	0	0	0	0	0	168	0.005952381	0
A1	MvSl-1064-A1-R4_MC10-1g09679	aAutosome	5	46.6	233	0	0	0	1334	0.003748126	0.174662669
A1	MvSl-1064-A1-R4_MC10-1g09680	aAutosome	2	126.5	253	0	0	0	955	0.002094241	0.264921466
A1	MvSl-1064-A1-R4_MC10-1g09681	aAutosome	3	105	315	0	0	0	933	0.003215434	0.337620579
A1	MvSl-1064-A1-R4_MC10-1g09682	aAutosome	1	0	0	0	0	0	285	0.003508772	0
A1	MvSl-1064-A1-R4_MC10-1g09683	aAutosome	4	77.5	310	0	0	0	3148	0.001270648	0.098475222
A1	MvSl-1064-A1-R4_MC10-1g09684	aAutosome	1	93	93	0	0	0	1380	0.000724638	0.067391304
A1	MvSl-1064-A1-R4_MC10-1g09685	aAutosome	2	106	212	0	0	0	1289	0.00155159	0.16446858
A1	MvSl-1064-A1-R4_MC10-1g09686	aAutosome	6	90.5	543	0	0	0	1410	0.004255319	0.385106383
A1	MvSl-1064-A1-R4_MC10-1g09687	aAutosome	4	73	292	0	0	0	3580	0.001117318	0.081564246
A1	MvSl-1064-A1-R4_MC10-1g09688	aAutosome	7	117.571	823	0	0	0	2149	0.003257329	0.382968823
A1	MvSl-1064-A1-R4_MC10-1g09689	aAutosome	8	108.625	869	0	0	0	2360	0.003389831	0.368220339
A1	MvSl-1064-A1-R4_MC10-1g09690	aAutosome	2	82.5	165	0	0	0	4152	0.000481696	0.039739884
A1	MvSl-1064-A1-R4_MC10-1g09691	aAutosome	3	74.6667	224	0	0	0	1148	0.00261324	0.195121951
A1	MvSl-1064-A1-R4_MC10-1g09692	aAutosome	7	94.4286	661	0	0	0	2710	0.002583026	0.243911439
A1	MvSl-1064-A1-R4_MC10-1g09693	aAutosome	4	138.5	554	0	0	0	1808	0.002212389	0.306415929
A1	MvSl-1064-A1-R4_MC10-1g09694	aAutosome	1	68	68	0	0	0	1187	0.00084246	0.057287279
A1	MvSl-1064-A1-R4_MC10-1g09695	aAutosome	1	244	244	0	0	0	3484	0.000287026	0.070034443
A1	MvSl-1064-A1-R4_MC10-1g09696	aAutosome	1	82	82	0	0	0	814	0.001228501	0.100737101
A1	MvSl-1064-A1-R4_MC10-1g09697	aAutosome	3	78.6667	236	0	0	0	1145	0.002620087	0.206113537
A1	MvSl-1064-A1-R4_MC10-1g09698	aAutosome	7	132.571	928	0	0	0	4036	0.00173439	0.229930624
A1	MvSl-1064-A1-R4_MC10-1g09699	aAutosome	6	79.6667	478	0	0	0	2050	0.002926829	0.233170732
A1	MvSl-1064-A1-R4_MC10-1g09700	aAutosome	1	0	0	0	0	0	1311	0.000762777	0
A1	MvSl-1064-A1-R4_MC10-1g09701	aAutosome	2	121	242	0	0	0	2462	0.000812348	0.09829407
A1	MvSl-1064-A1-R4_MC10-1g09702	aAutosome	6	124.667	748	0	0	0	2359	0.002543451	0.31708351
A1	MvSl-1064-A1-R4_MC10-1g09703	aAutosome	5	78.8	394	0	0	0	1069	0.004677268	0.368568756
A1	MvSl-1064-A1-R4_MC10-1g09704	aAutosome	3	121	363	0	0	0	2472	0.001213592	0.14684466
A1	MvSl-1064-A1-R4_MC10-1g09705	aAutosome	5	72.2	361	0	0	0	2536	0.001971609	0.142350158
A1	MvSl-1064-A1-R4_MC10-1g09706	aAutosome	1	151	151	0	0	0	2878	0.000347464	0.052466991
A1	MvSl-1064-A1-R4_MC10-1g09707	aAutosome	6	81.3333	488	0	0	0	1337	0.004487659	0.36499626
A1	MvSl-1064-A1-R4_MC10-1g09708	aAutosome	1	0	0	0	0	0	186	0.005376344	0
A1	MvSl-1064-A1-R4_MC10-1g09709	aAutosome	5	85.8	429	0	0	0	864	0.005787037	0.496527778
A1	MvSl-1064-A1-R4_MC10-1g09710	aAutosome	6	103.5	621	0	0	0	3741	0.001603849	0.165998396
A1	MvSl-1064-A1-R4_MC10-1g09711	aAutosome	7	77.2857	541	0	0	0	1735	0.004034582	0.311815562
A1	MvSl-1064-A1-R4_MC10-1g09712	aAutosome	2	122	244	0	0	0	679	0.002945508	0.359351988
A1	MvSl-1064-A1-R4_MC10-1g09713	aAutosome	1	0	0	0	0	0	873	0.001145475	0
A1	MvSl-1064-A1-R4_MC10-1g09714	aAutosome	5	77.2	386	0	0	0	1421	0.003518649	0.27163969
A1	MvSl-1064-A1-R4_MC10-1g09715	aAutosome	9	66	594	0	0	0	4998	0.00180072	0.118847539
A1	MvSl-1064-A1-R4_MC10-1g09716	aAutosome	3	145.667	437	0	0	0	1193	0.002514669	0.366303437
A1	MvSl-1064-A1-R4_MC10-1g09717	aAutosome	3	103	309	0	0	0	1074	0.002793296	0.287709497
A1	MvSl-1064-A1-R4_MC10-1g09718	aAutosome	7	77.1429	540	0	0	0	2016	0.003472222	0.267857143
A1	MvSl-1064-A1-R4_MC10-1g09719	aAutosome	6	83.1667	499	0	0	0	1147	0.005231037	0.435047951
A1	MvSl-1064-A1-R4_MC10-1g09720	aAutosome	4	99	396	0	0	0	1320	0.003030303	0.3
A1	MvSl-1064-A1-R4_MC10-1g09721	aAutosome	8	122.25	978	0	-0.25	-2	1911	0.00418629	0.51177394
A1	MvSl-1064-A1-R4_MC10-1g09722	aAutosome	4	208	832	0	0	0	1816	0.002202643	0.45814978
A1	MvSl-1064-A1-R4_MC10-1g09723	aAutosome	7	96	672	0	0	0	2457	0.002849003	0.273504274
A1	MvSl-1064-A1-R4_MC10-1g09724	aAutosome	1	0	0	0	0	0	1050	0.000952381	0
A1	MvSl-1064-A1-R4_MC10-1g09725	aAutosome	3	108.333	325	0	0	0	3067	0.000978155	0.105966743
A1	MvSl-1064-A1-R4_MC10-1g09726	aAutosome	10	63.9	639	0	0	0	5784	0.001728907	0.110477178
A1	MvSl-1064-A1-R4_MC10-1g09727	aAutosome	1	0	0	0	0	0	222	0.004504505	0
A1	MvSl-1064-A1-R4_MC10-1g09728	aAutosome	1	0	0	0	0	0	285	0.003508772	0
A1	MvSl-1064-A1-R4_MC10-1g09729	aAutosome	1	49	49	0	0	0	295	0.003389831	0.166101695
A1	MvSl-1064-A1-R4_MC10-1g09730	aAutosome	5	106.8	534	0	0	0	1866	0.002679528	0.286173633
A1	MvSl-1064-A1-R4_MC10-1g09731	aAutosome	2	53	106	0	0	0	820	0.002439024	0.129268293
A1	MvSl-1064-A1-R4_MC10-1g09732	aAutosome	4	167.5	670	0	0	0	2407	0.00166182	0.278354799
A1	MvSl-1064-A1-R4_MC10-1g09733	aAutosome	1	239	239	0	0	0	782	0.001278772	0.305626598
A1	MvSl-1064-A1-R4_MC10-1g09734	aAutosome	6	109.833	659	0	0	0	1508	0.00397878	0.437002653
A1	MvSl-1064-A1-R4_MC10-1g09735	aAutosome	1	58	58	0	0	0	580	0.001724138	0.1
A1	MvSl-1064-A1-R4_MC10-1g09736	aAutosome	1	0	0	0	0	0	531	0.001883239	0
A1	MvSl-1064-A1-R4_MC10-1g09737	aAutosome	1	73	73	0	0	0	1828	0.000547046	0.039934354
A1	MvSl-1064-A1-R4_MC10-1g09738	aAutosome	3	168.333	505	0	0	0	922	0.003253796	0.547722343
A1	MvSl-1064-A1-R4_MC10-1g09739	aAutosome	6	169.667	1018	0	0	0	2536	0.002365931	0.401419558
A1	MvSl-1064-A1-R4_MC10-1g09740	aAutosome	1	84	84	0	0	0	204	0.004901961	0.411764706
A1	MvSl-1064-A1-R4_MC10-1g09741	aAutosome	4	126.5	506	0	0	0	3596	0.001112347	0.140711902
A1	MvSl-1064-A1-R4_MC10-1g09742	aAutosome	7	77	539	0	0	0	3419	0.002047382	0.157648435
A1	MvSl-1064-A1-R4_MC10-1g09743	aAutosome	6	76.6667	460	0	0	0	1588	0.003778338	0.289672544
A1	MvSl-1064-A1-R4_MC10-1g09744	aAutosome	1	78	78	0	0	0	1557	0.000642261	0.050096339
A1	MvSl-1064-A1-R4_MC10-1g09745	aAutosome	6	116.833	701	0	0	0	2072	0.002895753	0.338320463
A1	MvSl-1064-A1-R4_MC10-1g09746	aAutosome	1	0	0	0	0	0	486	0.002057613	0
A1	MvSl-1064-A1-R4_MC10-1g09747	aAutosome	4	74.25	297	0	0	0	1302	0.003072197	0.228110599
A1	MvSl-1064-A1-R4_MC10-1g09748	aAutosome	1	76	76	0	0	0	2155	0.000464037	0.035266821
A1	MvSl-1064-A1-R4_MC10-1g09749	aAutosome	4	76.5	306	0	0	0	1800	0.002222222	0.17
A1	MvSl-1064-A1-R4_MC10-1g09750	aAutosome	4	83.5	334	0	0	0	1891	0.002115283	0.176626124
A1	MvSl-1064-A1-R4_MC10-1g09751	aAutosome	4	137	548	0	0	0	1205	0.003319502	0.454771784
A1	MvSl-1064-A1-R4_MC10-1g09752	aAutosome	9	87.4444	787	0	0	0	2278	0.003950834	0.34547849
A1	MvSl-1064-A1-R4_MC10-1g09753	aAutosome	4	143.5	574	0	0	0	2104	0.001901141	0.272813688
A1	MvSl-1064-A1-R4_MC10-1g09754	aAutosome	1	74	74	0	0	0	359	0.002785515	0.206128134
A1	MvSl-1064-A1-R4_MC10-1g09755	aAutosome	2	228	456	0	0	0	1512	0.001322751	0.301587302
A1	MvSl-1064-A1-R4_MC10-1g09756	aAutosome	1	0	0	0	0	0	405	0.002469136	0
A1	MvSl-1064-A1-R4_MC10-1g09757	aAutosome	2	55.5	111	0	0	0	2958	0.000676133	0.037525355
A1	MvSl-1064-A1-R4_MC10-1g09758	aAutosome	1	205	205	0	0	0	457	0.002188184	0.448577681
A1	MvSl-1064-A1-R4_MC10-1g09759	aAutosome	10	73.5	735	0	0	0	2508	0.003987241	0.293062201
A1	MvSl-1064-A1-R4_MC10-1g09760	aAutosome	9	78.2222	704	0	0	0	1571	0.005728835	0.448122215
A1	MvSl-1064-A1-R4_MC10-1g09761	aAutosome	7	113.286	793	0	0	0	2056	0.003404669	0.385700389
A1	MvSl-1064-A1-R4_MC10-1g09762	aAutosome	4	86	344	0	0	0	1958	0.002042901	0.175689479
A1	MvSl-1064-A1-R4_MC10-1g09763	aAutosome	2	142	284	0	0	0	1283	0.001558846	0.221356196
A1	MvSl-1064-A1-R4_MC10-1g09764	aAutosome	1	0	0	0	0	0	354	0.002824859	0
A1	MvSl-1064-A1-R4_MC10-1g09765	aAutosome	1	54	54	0	0	0	192	0.005208333	0.28125
A1	MvSl-1064-A1-R4_MC10-1g09766	aAutosome	2	232	464	0	0	0	1217	0.001643385	0.381265407
A1	MvSl-1064-A1-R4_MC10-1g09767	aAutosome	5	133.6	668	0	0	0	1298	0.00385208	0.514637904
A1	MvSl-1064-A1-R4_MC10-1g09768	aAutosome	1	98	98	0	0	0	1223	0.000817661	0.080130826
A1	MvSl-1064-A1-R4_MC10-1g09769	aAutosome	6	137.833	827	0	0	0	2126	0.002822201	0.388993415
A1	MvSl-1064-A1-R4_MC10-1g09770	aAutosome	2	76.5	153	0	0	0	2343	0.000853606	0.065300896
A1	MvSl-1064-A1-R4_MC10-1g09771	aAutosome	1	0	0	0	0	0	402	0.002487562	0
A1	MvSl-1064-A1-R4_MC10-1g09772	aAutosome	1	105	105	0	0	0	2979	0.000335683	0.035246727
A1	MvSl-1064-A1-R4_MC10-1g09774	aAutosome	6	82.8333	497	0	0	0	5003	0.00119928	0.099340396
A1	MvSl-1064-A1-R4_MC10-1g09775	aAutosome	1	83	83	0	0	0	323	0.003095975	0.256965944
A1	MvSl-1064-A1-R4_MC10-1g09776	aAutosome	3	89.6667	269	0	0	0	830	0.003614458	0.324096386
A1	MvSl-1064-A1-R4_MC10-1g09777	aAutosome	5	90.2	451	0	0	0	2842	0.001759324	0.158691063
A1	MvSl-1064-A1-R4_MC10-1g09778	aAutosome	4	64	256	0	0	0	1024	0.00390625	0.25
A1	MvSl-1064-A1-R4_MC10-1g09779	aAutosome	2	79.5	159	0	0	0	702	0.002849003	0.226495726
A1	MvSl-1064-A1-R4_MC10-1g09781	aAutosome	1	41	41	0	0	0	485	0.002061856	0.084536082
A1	MvSl-1064-A1-R4_MC10-1g09782	aAutosome	5	72.8	364	0	0	0	2239	0.00223314	0.162572577
A1	MvSl-1064-A1-R4_MC10-1g09783	aAutosome	1	87	87	0	0	0	714	0.00140056	0.121848739
A1	MvSl-1064-A1-R4_MC10-1g09784	aAutosome	13	71.4615	929	0	0	0	5828	0.002230611	0.159402883
A1	MvSl-1064-A1-R4_MC10-1g09785	aAutosome	5	155.8	779	0	0	0	1439	0.003474635	0.541348158
A1	MvSl-1064-A1-R4_MC10-1g09786	aAutosome	1	190	190	0	0	0	403	0.00248139	0.47146402
A1	MvSl-1064-A1-R4_MC10-1g09787	aAutosome	1	65	65	0	0	0	239	0.0041841	0.271966527
A1	MvSl-1064-A1-R4_MC10-1g09788	aAutosome	3	131.667	395	0	0	0	1763	0.001701645	0.224049915
A1	MvSl-1064-A1-R4_MC10-1g09789	aAutosome	2	220.5	441	0	0	0	807	0.002478315	0.546468401
A1	MvSl-1064-A1-R4_MC10-1g09790	aAutosome	1	292	292	0	0	0	532	0.001879699	0.54887218
A1	MvSl-1064-A1-R4_MC10-1g09791	aAutosome	3	79.3333	238	0	0	0	712	0.004213483	0.334269663
A1	MvSl-1064-A1-R4_MC10-1g09792	aAutosome	12	97.5	1170	0	0	0	4746	0.002528445	0.246523388
A1	MvSl-1064-A1-R4_MC10-1g09793	aAutosome	3	81.3333	244	0	0	0	2341	0.001281504	0.104228962
A1	MvSl-1064-A1-R4_MC10-1g09794	aAutosome	2	60	120	0	0	0	2538	0.000788022	0.047281324
A1	MvSl-1064-A1-R4_MC10-1g09795	aAutosome	2	120	240	0	0	0	1881	0.001063264	0.127591707
A1	MvSl-1064-A1-R4_MC10-1g09796	aAutosome	6	99.5	597	0	0	0	1740	0.003448276	0.343103448
A1	MvSl-1064-A1-R4_MC10-1g09797	aAutosome	6	78.5	471	0	0	0	1629	0.003683241	0.289134438
A1	MvSl-1064-A1-R4_MC10-1g09798	aAutosome	3	88.6667	266	0	0	0	2108	0.00142315	0.126185958
A1	MvSl-1064-A1-R4_MC10-1g09799	aAutosome	3	119	357	0	0	0	1356	0.002212389	0.263274336
A1	MvSl-1064-A1-R4_MC10-1g09800	aAutosome	1	0	0	0	0	0	1266	0.000789889	0
A1	MvSl-1064-A1-R4_MC10-1g09801	aAutosome	2	43.5	87	1	-2.5	41	714	0.00280112	0.121848739
A1	MvSl-1064-A1-R4_MC10-1g09802	aAutosome	4	107.25	429	-2	6.917	-173	1017	0.003933137	0.421828909
A1	MvSl-1064-A1-R4_MC10-1g09803	aAutosome	2	217	434	0	0	0	764	0.002617801	0.568062827
A1	MvSl-1064-A1-R4_MC10-1g09804	aAutosome	4	188	752	0	0	0	1019	0.003925417	0.73797841
A1	MvSl-1064-A1-R4_MC10-1g09805	aAutosome	1	120	120	0	0	0	759	0.001317523	0.158102767
A1	MvSl-1064-A1-R4_MC10-1g09806	aAutosome	8	81.75	654	0	0	0	5130	0.001559454	0.12748538
A1	MvSl-1064-A1-R4_MC10-1g09808	aAutosome	2	93	186	0	0	0	1278	0.001564945	0.145539906
A1	MvSl-1064-A1-R4_MC10-1g09809	aAutosome	2	59	118	0	0	0	589	0.003395586	0.200339559
A1	MvSl-1064-A1-R4_MC10-1g09810	aAutosome	1	0	0	0	0	0	186	0.005376344	0
A1	MvSl-1064-A1-R4_MC10-1g09811	aAutosome	5	116.6	583	0	-0.2	-1	2635	0.001897533	0.221252372
A1	MvSl-1064-A1-R4_MC10-1g09812	aAutosome	4	80	320	0	0	0	1205	0.003319502	0.265560166
A1	MvSl-1064-A1-R4_MC10-1g09813	aAutosome	1	47	47	0	0	0	248	0.004032258	0.189516129
A1	MvSl-1064-A1-R4_MC10-1g09814	aAutosome	6	93.3333	560	0	0	0	1148	0.005226481	0.487804878
A1	MvSl-1064-A1-R4_MC10-1g09815	aAutosome	3	102	306	0	0	0	831	0.003610108	0.368231047
A1	MvSl-1064-A1-R4_MC10-1g09816	aAutosome	1	0	0	0	0	0	156	0.006410256	0
A1	MvSl-1064-A1-R4_MC10-1g09817	aAutosome	4	123	492	0	0	0	1389	0.00287977	0.354211663
A1	MvSl-1064-A1-R4_MC10-1g09818	aAutosome	4	92	368	0	0	0	1685	0.002373887	0.218397626
A1	MvSl-1064-A1-R4_MC10-1g09819	aAutosome	9	184.111	1657	0	0	0	4519	0.001991591	0.366674043
A1	MvSl-1064-A1-R4_MC10-1g09820	aAutosome	3	150	450	0	0	0	1245	0.002409639	0.361445783
A1	MvSl-1064-A1-R4_MC10-1g09821	aAutosome	3	119.667	359	0	0	0	1583	0.001895136	0.226784586
A1	MvSl-1064-A1-R4_MC10-1g09822	aAutosome	3	57.6667	173	0	0	0	1115	0.002690583	0.155156951
A1	MvSl-1064-A1-R4_MC10-1g09823	aAutosome	1	0	0	0	0	0	354	0.002824859	0
A1	MvSl-1064-A1-R4_MC10-1g09824	aAutosome	3	89.3333	268	0	0	0	1156	0.002595156	0.23183391
A1	MvSl-1064-A1-R4_MC10-1g09825	aAutosome	1	41	41	0	0	0	1022	0.000978474	0.040117417
A1	MvSl-1064-A1-R4_MC10-1g09826	aAutosome	1	0	0	0	0	0	189	0.005291005	0
A1	MvSl-1064-A1-R4_MC10-1g09827	aAutosome	2	70	140	0	0	0	905	0.002209945	0.154696133
A1	MvSl-1064-A1-R4_MC10-1g09828	aAutosome	2	69.5	139	0	0	0	1687	0.001185536	0.082394784
A1	MvSl-1064-A1-R4_MC10-1g09829	aAutosome	1	365	365	0	0	0	584	0.001712329	0.625
A1	MvSl-1064-A1-R4_MC10-1g09830	aAutosome	1	143	143	0	0	0	380	0.002631579	0.376315789
A1	MvSl-1064-A1-R4_MC10-1g09831	aAutosome	1	0	0	0	0	0	402	0.002487562	0
A1	MvSl-1064-A1-R4_MC10-1g09832	aAutosome	10	78.9	789	0	3	30	3375	0.002962963	0.233777778
A1	MvSl-1064-A1-R4_MC10-1g09833	aAutosome	8	166.75	1334	0	0	0	7457	0.001072817	0.178892316
A1	MvSl-1064-A1-R4_MC10-1g09834	aAutosome	4	132.75	531	0	0	0	6327	0.000632211	0.083926031
A1	MvSl-1064-A1-R4_MC10-1g09835	aAutosome	1	0	0	0	0	0	2667	0.000374953	0
A1	MvSl-1064-A1-R4_MC10-1g09836	aAutosome	1	0	0	0	0	0	1236	0.000809061	0
A1	MvSl-1064-A1-R4_MC10-1g09837	aAutosome	1	0	0	0	0	0	957	0.001044932	0
A1	MvSl-1064-A1-R4_MC10-1g09838	aAutosome	2	68.5	137	0	0	0	1292	0.001547988	0.106037152
A1	MvSl-1064-A1-R4_MC10-1g09839	aAutosome	3	230.667	692	0	0	0	7799	0.000384665	0.088729324
A1	MvSl-1064-A1-R4_MC10-1g09840	aAutosome	2	278.5	557	0	0	0	3827	0.000522603	0.145544813
A1	MvSl-1064-A1-R4_MC10-1g09841	aAutosome	3	201.333	604	0	0	0	4669	0.000642536	0.129363889
A1	MvSl-1064-A1-R4_MC10-1g09842	aAutosome	4	111	444	0	0	0	3522	0.001135718	0.126064736
A1	MvSl-1064-A1-R4_MC10-1g09843	aAutosome	1	44	44	0	0	0	884	0.001131222	0.049773756
A1	MvSl-1064-A1-R4_MC10-1g09844	aAutosome	1	0	0	0	0	0	618	0.001618123	0
A1	MvSl-1064-A1-R4_MC10-1g09845	aAutosome	2	98.5	197	0	0	0	6047	0.000330743	0.032578138
A1	MvSl-1064-A1-R4_MC10-1g09846	aAutosome	10	183.2	1832	0	0	0	12962	0.000771486	0.141336214
A1	MvSl-1064-A1-R4_MC10-1g09847	aAutosome	3	363	1089	0	0	0	9288	0.000322997	0.117248062
A1	MvSl-1064-A1-R4_MC10-1g09848	aAutosome	1	0	0	0	0	0	2208	0.000452899	0
A1	MvSl-1064-A1-R4_MC10-1g09849	aAutosome	1	0	0	0	0	0	1575	0.000634921	0
A1	MvSl-1064-A1-R4_MC10-1g09850	aAutosome	9	175	1575	0	0	0	8610	0.001045296	0.182926829
A1	MvSl-1064-A1-R4_MC10-1g09851	aAutosome	1	0	0	0	0	0	669	0.001494768	0
A1	MvSl-1064-A1-R4_MC10-1g09852	aAutosome	1	139	139	0	0	0	2650	0.000377358	0.05245283
A1	MvSl-1064-A1-R4_MC10-1g09854	aAutosome	2	330.5	661	0	0	0	5254	0.000380662	0.125808907
A1	MvSl-1064-A1-R4_MC10-2g09858	aAutosome	5	161.8	809	0	16.6	83	7973	0.000627117	0.101467453
A1	MvSl-1064-A1-R4_MC10-2g09859	aAutosome	1	0	0	0	0	0	2220	0.00045045	0
A1	MvSl-1064-A1-R4_MC10-2g09860	aAutosome	1	450	450	0	0	0	900	0.001111111	0.5
A1	MvSl-1064-A1-R4_MC10-2g09861	aAutosome	1	0	0	0	0	0	357	0.00280112	0
A1	MvSl-1064-A1-R4_MC10-2g09863	aAutosome	1	291	291	0	0	0	4608	0.000217014	0.063151042
A1	MvSl-1064-A1-R4_MC10-2g09864	aAutosome	5	157.2	786	0	0	0	3822	0.001308216	0.205651491
A1	MvSl-1064-A1-R4_MC10-2g09865	aAutosome	1	0	0	0	0	0	1536	0.000651042	0
A1	MvSl-1064-A1-R4_MC10-2g09867	aAutosome	1	0	0	0	0	0	4836	0.000206782	0
A1	MvSl-1064-A1-R4_MC10-2g09868	aAutosome	2	176.5	353	0	0	0	3239	0.000617475	0.108984254
A1	MvSl-1064-A1-R4_MC10-2g09869	aAutosome	3	92.6667	278	0	0	0	1373	0.002184996	0.202476329
A1	MvSl-1064-A1-R4_MC10-2g09870	aAutosome	1	0	0	0	0	0	201	0.004975124	0
A1	MvSl-1064-A1-R4_MC10-2g09871	aAutosome	2	80.5	161	0	0	0	5696	0.000351124	0.028265449
A1	MvSl-1064-A1-R4_MC10-2g09873	aAutosome	1	47	47	0	0	0	6269	0.000159515	0.007497208
A1	MvSl-1064-A1-R4_MC10-2g09874	aAutosome	1	52	52	0	0	0	970	0.001030928	0.053608247
A1	MvSl-1064-A1-R4_MC10-2g09875	aAutosome	4	68	272	0	0	0	3122	0.00128123	0.087123639
A1	MvSl-1064-A1-R4_MC10-2g09876	aAutosome	1	84	84	0	0	0	993	0.001007049	0.084592145
A1	MvSl-1064-A1-R4_MC10-2g09877	aAutosome	1	52	52	0	0	0	1597	0.000626174	0.032561052
A1	MvSl-1064-A1-R4_MC10-2g09878	aAutosome	1	52	52	0	0	0	1015	0.000985222	0.051231527
A1	MvSl-1064-A1-R4_MC10-2g09879	aAutosome	5	120.6	603	0	0	0	1620	0.00308642	0.372222222
A1	MvSl-1064-A1-R4_MC10-2g09880	aAutosome	1	130	130	0	0	0	325	0.003076923	0.4
A1	MvSl-1064-A1-R4_MC10-2g09881	aAutosome	10	94.7	947	0	0	0	4097	0.00244081	0.23114474
A1	MvSl-1064-A1-R4_MC10-2g09882	aAutosome	4	135.5	542	0	0	0	1793	0.002230898	0.30228667
A1	MvSl-1064-A1-R4_MC10-2g09883	aAutosome	10	102.1	1021	0	0	0	2833	0.003529827	0.360395341
A1	MvSl-1064-A1-R4_MC10-2g09884	aAutosome	1	42	42	0	0	0	1989	0.000502765	0.021116139
A1	MvSl-1064-A1-R4_MC10-2g09885	aAutosome	1	372	372	0	0	0	564	0.00177305	0.659574468
A1	MvSl-1064-A1-R4_MC10-2g09886	aAutosome	1	51	51	0	0	0	399	0.002506266	0.127819549
A1	MvSl-1064-A1-R4_MC10-2g09887	aAutosome	4	99	396	0	0	0	1575	0.002539683	0.251428571
A1	MvSl-1064-A1-R4_MC10-2g09888	aAutosome	1	0	0	0	0	0	210	0.004761905	0
A1	MvSl-1064-A1-R4_MC10-2g09889	aAutosome	1	56	56	0	0	0	320	0.003125	0.175
A1	MvSl-1064-A1-R4_MC10-2g09890	aAutosome	4	82.5	330	0	0	0	1215	0.003292181	0.271604938
A1	MvSl-1064-A1-R4_MC10-2g09891	aAutosome	3	69.6667	209	0	0	0	3674	0.000816549	0.056886228
A1	MvSl-1064-A1-R4_MC10-2g09892	aAutosome	2	92.5	185	0	0	0	3302	0.000605694	0.056026651
A1	MvSl-1064-A1-R4_MC10-2g09893	aAutosome	2	68	136	0	0	0	715	0.002797203	0.19020979
A1	MvSl-1064-A1-R4_MC10-2g09894	aAutosome	2	67	134	0	0	0	4085	0.000489596	0.032802938
A1	MvSl-1064-A1-R4_MC10-2g09895	aAutosome	15	89.6	1344	0	0	0	12804	0.001171509	0.104967198
A1	MvSl-1064-A1-R4_MC10-2g09896	aAutosome	8	90.25	722	0	0	0	1859	0.004303389	0.38838085
A1	MvSl-1064-A1-R4_MC10-2g09897	aAutosome	2	156.5	313	0	0	0	1246	0.001605136	0.251203852
A1	MvSl-1064-A1-R4_MC10-2g09898	aAutosome	4	330.5	1322	0	0	0	2021	0.001979218	0.654131618
A1	MvSl-1064-A1-R4_MC10-2g09899	aAutosome	1	0	0	0	0	0	261	0.003831418	0
