gid	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	A2genes	GC0A1	GC0A2	Godiff
MvSl-1064-A1-R4_MC06g07028	aAutosome	aAutosome	1	120	120	0	0	0	0.075191558	0.999958419	5.902072252	5.935863114	5.89279289	5.793507086	NON	NON	5.91897	5.84315	MvSl-1064-A2-R4_MC06-1g07291	57.36	57.36	0
MvSl-1064-A1-R4_MC12g10890	aAutosome	aAutosome	5	145	725	0	0	0	0.075222967	0.999958419	6.999065048	6.850243332	6.839636044	6.863019079	NON	NON	6.92465	6.85133	MvSl-1064-A2-R4_MC12g11153	58.25	58.25	0
MvSl-1064-A1-R4_MC02g03746	aAutosome	aAutosome	2	167.5	335	0	0	0	0.075280838	0.999958419	5.887868983	6.023047749	5.985130281	5.770751859	NON	NON	5.95546	5.87794	MvSl-1064-A2-R4_MC02g04024	54.77	54.77	0
MvSl-1064-A1-R4_MC06g06969	aAutosome	aAutosome	2	79.5	159	0	0	0	0.075340913	0.999958419	6.391043708	6.423753674	6.420785117	6.237909375	NON	NON	6.4074	6.32935	MvSl-1064-A2-R4_MC06-1g07232	57.93	57.93	0
MvSl-1064-A1-R4_MC08g08768	aAutosome	aAutosome	3	89.3333	268	0	0	0	0.075359231	0.999958419	5.911038429	6.353662825	6.286287998	5.825238253	NON	NON	6.13235	6.05576	MvSl-1064-A2-R4_MC08-2g09049	57.7	57.7	0
MvSl-1064-A1-R4_MC08g08491	aAutosome	aAutosome	6	100.833	605	0	0	0	0.075407643	0.999958419	4.992742788	5.050109626	4.939847487	4.953223977	NON	NON	5.02143	4.94654	MvSl-1064-A2-R4_MC08-1g08756	52.61	52.61	0
MvSl-1064-A1-R4_MC02g03821	aAutosome	aAutosome	6	81	486	0	0	0	0.075414361	0.999958419	7.596818383	7.346419883	7.480607915	7.318099549	NON	NON	7.47162	7.39935	MvSl-1064-A2-R4_MC02g04099	56.51	56.51	0
MvSl-1064-A1-R4_MC13g11619	aAutosome	aAutosome	10	83.8	838	0	0	0	0.075465991	0.999958419	6.488390713	5.063511569	5.567016926	6.119674222	NON	NON	5.77595	5.84335	MvSl-1064-A2-R4_MC13g11880	56.28	56.28	0
MvSl-1064-A1-R4_MC09-2g09497	aAutosome	aAutosome	10	77.1	771	0	0	0	0.075547072	0.999958419	8.303164123	8.013100894	7.996419522	8.177635277	NON	NON	8.15813	8.08703	MvSl-1064-A2-R4_MC09g09771	54.82	54.82	0
MvSl-1064-A1-R4_MC07g07992	aAutosome	aAutosome	1	52	52	0	0	0	0.075585284	0.999958419	3.194004554	3.350255755	3.177591675	3.22118199	NON	NON	3.27213	3.19939	MvSl-1064-A2-R4_MC07g08257	51.85	51.85	0
MvSl-1064-A1-R4_MC09-2g09381	aAutosome	aAutosome	8	75.75	606	0	0	0	0.075650361	0.999958419	3.529582588	4.134851609	3.809975079	3.767621042	NON	NON	3.83222	3.7888	MvSl-1064-A2-R4_MC09g09655	55.09	55.09	0
MvSl-1064-A1-R4_MC12g11145	aAutosome	aAutosome	4	84.75	339	0	0	0	0.075664634	0.999958419	5.476215298	5.795672299	5.604059077	5.533828286	NON	NON	5.63594	5.56894	MvSl-1064-A2-R4_MC12g11408	60.03	60.03	0
MvSl-1064-A1-R4_MC01-1g02835	aAutosome	aAutosome	4	86	344	0	0	0	0.075702574	0.999958419	7.083067006	7.094480233	7.082091411	6.940719506	NON	NON	7.08877	7.01141	MvSl-1064-A2-R4_MC01g03117	56.53	56.53	0
MvSl-1064-A1-R4_MC02g04071	aAutosome	aAutosome	1	83	83	0	0	0	0.075734726	0.999958419	4.861459764	4.876222295	4.873973316	4.708007628	NON	NON	4.86884	4.79099	MvSl-1064-A2-R4_MC02g04349	59.96	59.96	0
MvSl-1064-A1-R4_MC17g12230	aAutosome	aAutosome	3	109	327	0	0	0	0.075833335	0.999958419	1.647687314	2.349481544	2.303955015	1.52819258	NON	NON	1.99858	1.91607	MvSl-1064-A2-R4_MC17g12482	52.29	52.29	0
MvSl-1064-A1-R4_MC02g03682	aAutosome	aAutosome	1	73	73	0	0	0	0.075922707	0.999958419	4.938650679	5.043361677	4.961153674	4.870027839	NON	NON	4.99101	4.91559	MvSl-1064-A2-R4_MC02g03960	58.58	58.58	0
MvSl-1064-A1-R4_MC09-2g09156	aAutosome	aAutosome	5	123.8	619	0	0	0	0.075948161	0.999958419	8.919341909	8.393411642	8.580510003	8.627633098	NON	NON	8.65638	8.60407	MvSl-1064-A2-R4_MC09g09431	56.02	56.02	0
MvSl-1064-A1-R4_MC09-2g09326	aAutosome	aAutosome	3	132.333	397	0	0	0	0.075953599	0.999958419	5.307979231	5.83527685	5.605412911	5.42911492	NON	NON	5.57163	5.51726	MvSl-1064-A2-R4_MC09g09600	59.8	59.8	0
MvSl-1064-A1-R4_MC01-2g03148	aAutosome	aAutosome	3	97.6667	293	0	0	0	0.076129291	0.999958419	5.489958094	5.356291301	5.256555808	5.435220693	NON	NON	5.42312	5.34589	MvSl-1064-A2-R4_MC01g03428	57.73	57.73	0
MvSl-1064-A1-R4_MC08g08872	aAutosome	aAutosome	6	135.5	813	0	0	0	0.076174804	0.999958419	6.99183901	7.449973502	7.340488116	6.96043432	NON	NON	7.22091	7.15046	MvSl-1064-A2-R4_MC08-2g09153	60.21	60.21	0
MvSl-1064-A1-R4_MC02g03635	aAutosome	aAutosome	4	160.75	643	0	0	0	0.07618487	0.999958419	6.291562476	6.640457049	6.588304033	6.184540514	NON	NON	6.46601	6.38642	MvSl-1064-A2-R4_MC02g03913	58.84	58.84	0
MvSl-1064-A1-R4_MC03g04950	aAutosome	aAutosome	11	98.5455	1084	0	0	0	0.076264532	0.999958419	4.7771046	4.754803593	4.616382392	4.760012405	NON	NON	4.76595	4.6882	MvSl-1064-A2-R4_MC03g05227	55.4	55.4	0
MvSl-1064-A1-R4_MC04-1g05964	aAutosome	aAutosome	2	62.5	125	0	0	0	0.076331113	0.999958419	6.765500424	6.732825974	6.832138923	6.494067265	NON	NON	6.74916	6.6631	MvSl-1064-A2-R4_MC04-1g06240	60.35	60.35	0
MvSl-1064-A1-R4_MC10-1g09769	aAutosome	aAutosome	6	137.833	827	0	0	0	0.076410293	0.999958419	8.510998204	8.439112418	8.317721233	8.476150837	NON	NON	8.47506	8.39694	MvSl-1064-A2-R4_MC10g10036	57.51	57.51	0
MvSl-1064-A1-R4_MC06g07256	aAutosome	aAutosome	6	71	426	0	0	0	0.076515693	0.999958419	6.617637112	6.560793108	6.498620176	6.527314947	NON	NON	6.58922	6.51297	MvSl-1064-A2-R4_MC06-2g07521	52.5	52.5	0
MvSl-1064-A1-R4_MC04-1g05289	aAutosome	aAutosome	4	86	344	0	0	0	0.07667528	0.999958419	3.568961235	3.541173988	3.548008648	3.406621288	NON	NON	3.55507	3.47731	MvSl-1064-A2-R4_MC04-1g05566	59.45	59.45	0
MvSl-1064-A1-R4_MC04-1g05961	aAutosome	aAutosome	9	109.889	989	0	0	0	0.076728401	0.999958419	6.526395627	6.857314139	6.715993594	6.527314947	NON	NON	6.69185	6.62165	MvSl-1064-A2-R4_MC04-1g06237	56.18	56.18	0
MvSl-1064-A1-R4_MC12g10972	aAutosome	aAutosome	2	159	318	0	0	0	0.076775898	0.999958419	6.778156758	6.65675975	6.716620134	6.563302403	NON	NON	6.71746	6.63996	MvSl-1064-A2-R4_MC12g11235	56.32	56.32	0
MvSl-1064-A1-R4_MC04-1g05328	aAutosome	aAutosome	5	94.8	474	0	0	0	0.076798432	0.999958419	5.451845826	5.481384436	5.446799695	5.331013853	NON	NON	5.46662	5.38891	MvSl-1064-A2-R4_MC04-1g05605	55.64	55.64	0
MvSl-1064-A1-R4_MC07g08086	aAutosome	aAutosome	2	112	224	0	0	0	0.076894373	0.999958419	5.88527148	6.087879102	6.044226257	5.769544216	NON	NON	5.98658	5.90689	MvSl-1064-A2-R4_MC07g08351	61.99	61.99	0
MvSl-1064-A1-R4_MC05-3g06609	aAutosome	aAutosome	2	185	370	0	0	0	0.076959889	0.999958419	6.554460775	6.802419741	6.738379366	6.462279378	NON	NON	6.67844	6.60033	MvSl-1064-A2-R4_MC05g06872	59.54	59.54	0
MvSl-1064-A1-R4_MC07g07817	aAutosome	aAutosome	4	77.25	309	0	0	0	0.077007325	0.999958419	5.931325687	6.140467773	6.047218083	5.873251117	NON	NON	6.0359	5.96023	MvSl-1064-A2-R4_MC07g08082	55.46	55.46	0
MvSl-1064-A1-R4_MC05-1g06235	aAutosome	aAutosome	11	80.0909	881	0	0	0	0.077141706	0.999958419	11.10912852	10.6854222	10.47515864	11.12380819	NON	NON	10.8973	10.7995	MvSl-1064-A2-R4_MC05g06507	56.22	56.22	0
MvSl-1064-A1-R4_MC05-3g06714	aAutosome	aAutosome	5	97.4	487	0	0	0	0.077167756	0.999958419	5.956290048	6.019613833	5.816522585	6.000173985	NON	NON	5.98795	5.90835	MvSl-1064-A2-R4_MC05g06978	56.3	56.3	0
MvSl-1064-A1-R4_MC08g08552	aAutosome	aAutosome	4	108	432	0	0	0	0.077218281	0.999958419	5.798201205	5.912601112	5.867062503	5.686238692	NON	NON	5.8554	5.77665	MvSl-1064-A2-R4_MC08-1g08817	60.7	60.7	0
MvSl-1064-A1-R4_MC07g08186	aAutosome	aAutosome	2	177	354	0	0	0	0.077276387	0.999958419	4.152125926	4.432113756	4.405643098	4.011874045	NON	NON	4.29212	4.20876	MvSl-1064-A2-R4_MC07g08451	60.35	60.35	0
MvSl-1064-A1-R4_MC01-2g03002	aAutosome	aAutosome	5	82.2	411	0	0	0	0.077338656	0.999958419	5.47102781	5.266432301	5.28386949	5.306242727	NON	NON	5.36873	5.29506	MvSl-1064-A2-R4_MC01g03284	55.26	55.26	0
MvSl-1064-A1-R4_MC11g10309	aAutosome	aAutosome	4	113	452	0	0	0	0.077418426	0.999958419	6.839153766	7.371779486	7.286230077	6.773684391	NON	NON	7.10547	7.02996	MvSl-1064-A2-R4_MC11g10570	59.85	59.85	0
MvSl-1064-A1-R4_MC06g06951	aAutosome	aAutosome	6	134.667	808	0	0	0	0.077613116	0.999958419	7.843565184	7.414242157	7.242958456	7.831788232	NON	NON	7.6289	7.53737	MvSl-1064-A2-R4_MC06-1g07214	58.03	58.03	0
MvSl-1064-A1-R4_MC08g08575	aAutosome	aAutosome	6	76.8333	461	0	0	0	0.077624856	0.999958419	8.402556553	8.470472472	8.378767819	8.339593416	NON	NON	8.43651	8.35918	MvSl-1064-A2-R4_MC08-1g08840	58.69	58.69	0
MvSl-1064-A1-R4_MC15g12080	aAutosome	aAutosome	3	111	333	0	0	0	0.077807678	0.999958419	5.805088691	5.652253323	5.543196524	5.754973088	NON	NON	5.72867	5.64908	MvSl-1064-A2-R4_MC15g12329	54.55	54.55	0
MvSl-1064-A1-R4_MC03g04574	aAutosome	aAutosome	3	114	342	0	0	0	0.077932195	0.999958419	5.674280245	5.765921995	5.753196354	5.523835666	NON	NON	5.7201	5.63852	MvSl-1064-A2-R4_MC03g04852	58.49	58.49	0
MvSl-1064-A1-R4_MC06g07391	aAutosome	aAutosome	3	83	249	0	0	0	0.07795271	0.999958419	4.651276273	4.964594135	4.839872837	4.630304371	NON	NON	4.80794	4.73509	MvSl-1064-A2-R4_MC06-2g07656	59.39	59.39	0
MvSl-1064-A1-R4_MC01-2g02965	aAutosome	aAutosome	8	82.875	663	0	0	0	0.077960845	0.999958419	5.262665508	5.839178158	5.492880091	5.510885465	NON	NON	5.55092	5.50188	MvSl-1064-A2-R4_MC01g03247	56.28	56.28	0
MvSl-1064-A1-R4_MC07g08238	aAutosome	aAutosome	1	0	0	0	0	0	0.07799878	0.999958419	-0.34016225	0.359389254	0.140423896	-0.19395951	NON	NON	0.0096135	-0.0267678	MvSl-1064-A2-R4_MC07g08503	59.02	59.02	0
MvSl-1064-A1-R4_MC08g08291	aAutosome	aAutosome	1	0	0	0	0	0	0.078121625	0.999958419	5.450089296	5.29890126	5.225196834	5.368188924	NON	NON	5.3745	5.29669	MvSl-1064-A2-R4_MC08-1g08556	58.84	58.84	0
MvSl-1064-A1-R4_A1g00113	cGreen	NRR	2	84	168	0	0	0	0.078226036	0.999958419	8.137060205	7.784357893	7.869483977	7.916608751	NON	NON	7.96071	7.89305	MvSl-1064-A2-R4_A2g00123	61.59	61.48	0.11
MvSl-1064-A1-R4_MC06g06931	aAutosome	aAutosome	4	62.5	250	0	0	0	0.078232765	0.999958419	7.157610585	7.519696637	7.455679597	7.061093722	NON	NON	7.33865	7.25839	MvSl-1064-A2-R4_MC06-1g07194	56.89	56.89	0
MvSl-1064-A1-R4_MC03g04921	aAutosome	aAutosome	2	96	192	0	0	0	0.078696204	0.999958419	7.729810582	7.791422696	7.761596256	7.59836758	NON	NON	7.76062	7.67998	MvSl-1064-A2-R4_MC03g05199	61.33	61.33	0
MvSl-1064-A1-R4_MC02g03340	aAutosome	aAutosome	1	0	0	0	0	0	0.078707162	0.999958419	5.569774213	5.486368453	5.476696929	5.422983196	NON	NON	5.52807	5.44984	MvSl-1064-A2-R4_MC02g03620	53.93	53.93	0
MvSl-1064-A1-R4_MC12g11179	aAutosome	aAutosome	9	98.3333	885	0	-0.1111	-1	0.078802037	0.999958419	6.295480629	6.409830406	6.344197553	6.202550388	NON	NON	6.35266	6.27337	MvSl-1064-A2-R4_MC12g11442	58.34	58.34	0
MvSl-1064-A1-R4_MC02g03343	aAutosome	aAutosome	6	68.6667	412	0	0	0	0.078813728	0.999958419	5.789892581	5.60109357	5.595909289	5.643369181	NON	NON	5.69549	5.61964	MvSl-1064-A2-R4_MC02g03623	55.13	55.13	0
MvSl-1064-A1-R4_MC07g07571	aAutosome	aAutosome	1	43	43	0	0	0	0.07895803	0.999958419	5.677286386	5.886446427	5.832796325	5.568961619	NON	NON	5.78187	5.70088	MvSl-1064-A2-R4_MC07g07836	55.82	55.82	0
MvSl-1064-A1-R4_MC13g11601	aAutosome	aAutosome	5	86.2	431	0	0	0	0.079245368	0.999958419	5.254637497	5.404481164	5.292300044	5.211593025	NON	NON	5.32956	5.25195	MvSl-1064-A2-R4_MC13g11862	53.16	53.16	0
MvSl-1064-A1-R4_MC09-2g09368	aAutosome	aAutosome	3	111	333	0	0	0	0.079251361	0.999958419	5.361289238	5.225287675	5.147403428	5.281038839	NON	NON	5.29329	5.21422	MvSl-1064-A2-R4_MC09g09642	60.96	60.96	0
MvSl-1064-A1-R4_MC05-1g06240	aAutosome	aAutosome	4	119.5	478	0	0	0	0.079303871	0.999958419	7.021711612	7.238305602	7.194305845	6.900462769	NON	NON	7.13001	7.04738	MvSl-1064-A2-R4_MC05g06512	56.26	56.26	0
MvSl-1064-A1-R4_MC06g07231	aAutosome	aAutosome	5	113.8	569	0	0	0	0.079380156	0.999958419	7.234115903	7.09012146	7.052618933	7.115813178	NON	NON	7.16212	7.08422	MvSl-1064-A2-R4_MC06-2g07496	57.71	57.71	0
MvSl-1064-A1-R4_MC12g10960	aAutosome	aAutosome	5	106.2	531	0	0	0	0.079457776	0.999958419	7.119991882	7.414242157	7.311334613	7.068968885	NON	NON	7.26712	7.19015	MvSl-1064-A2-R4_MC12g11223	58.27	58.27	0
MvSl-1064-A1-R4_MC07g07596	aAutosome	aAutosome	5	100.2	501	0	0	0	0.079484077	0.999958419	6.0462379	6.169679589	6.086527332	5.971051519	NON	NON	6.10796	6.02879	MvSl-1064-A2-R4_MC07g07861	57.53	57.53	0
MvSl-1064-A1-R4_MC13g11631	aAutosome	aAutosome	2	86.5	173	0	0	0	0.079485301	0.999958419	7.053294073	7.095567872	7.100450631	6.881582955	NON	NON	7.07443	6.99102	MvSl-1064-A2-R4_MC13g11892	55.7	55.7	0
MvSl-1064-A1-R4_MC02g04105	aAutosome	aAutosome	7	78.4286	549	0	0	0	0.079501151	0.999958419	5.286484934	5.174725045	5.094394595	5.208031413	NON	NON	5.2306	5.15121	MvSl-1064-A2-R4_MC02g04383	56.68	56.68	0
MvSl-1064-A1-R4_MC03g04670	aAutosome	aAutosome	3	97.3333	292	0	0	0	0.079574288	0.999958419	8.320813223	8.049476433	8.026545175	8.192580605	NON	NON	8.18514	8.10956	MvSl-1064-A2-R4_MC03g04948	58.76	58.76	0
MvSl-1064-A1-R4_MC04-1g05580	aAutosome	aAutosome	1	0	0	0	0	0	0.079605763	0.999958419	4.765851786	4.90628507	4.804946785	4.71052702	NON	NON	4.83607	4.75774	MvSl-1064-A2-R4_MC04-1g05856	54	54	0
MvSl-1064-A1-R4_MC13g11549	aAutosome	aAutosome	5	100.2	501	0	0	0	0.079643646	0.999958419	6.658521796	6.55051855	6.661717828	6.376037012	NON	NON	6.60452	6.51888	MvSl-1064-A2-R4_MC13g11810	55.08	55.08	0
MvSl-1064-A1-R4_MC15g12054	aAutosome	aAutosome	3	80.6667	242	0	0	0	0.079692834	0.999958419	8.113672071	8.182869395	8.076699514	8.061306816	NON	NON	8.14827	8.069	MvSl-1064-A2-R4_MC15g12303	58.43	58.43	0
MvSl-1064-A1-R4_MC05-3g06655	aAutosome	aAutosome	1	0	0	0	0	0	0.079965997	0.999958419	6.731920156	6.814359937	6.688791668	6.698895361	NON	NON	6.77314	6.69384	MvSl-1064-A2-R4_MC05g06918	59.5	59.5	0
MvSl-1064-A1-R4_MC09-2g09160	aAutosome	aAutosome	1	76	76	0	0	0	0.080015735	0.999958419	5.611232329	5.8877027	5.863672278	5.46088575	NON	NON	5.74947	5.66228	MvSl-1064-A2-R4_MC09g09435	55.75	55.75	0
MvSl-1064-A1-R4_MC10-1g09737	aAutosome	aAutosome	1	73	73	0	0	0	0.080049894	0.999958419	4.654330679	4.950236314	4.839872837	4.611555161	NON	NON	4.80228	4.72571	MvSl-1064-A2-R4_MC10g10004	58.75	58.75	0
MvSl-1064-A1-R4_MC07g07936	aAutosome	aAutosome	9	81.2222	731	0	0	0	0.080078851	0.999958419	6.279743761	6.312160645	6.247794167	6.183634091	NON	NON	6.29595	6.21571	MvSl-1064-A2-R4_MC07g08201	53.3	53.3	0
MvSl-1064-A1-R4_MC02g04226	aAutosome	aAutosome	3	64	192	0	0	0	0.08008956	0.999958419	4.779904143	4.579323779	4.481330949	4.715552642	NON	NON	4.67961	4.59844	MvSl-1064-A2-R4_MC02g04504	57.04	57.04	0
MvSl-1064-A1-R4_MC09-2g09420	aAutosome	aAutosome	6	102.833	617	0	-0.167	-1	0.08010975	0.999958419	4.588789528	5.646327843	5.544608664	4.553799653	NON	NON	5.11756	5.0492	MvSl-1064-A2-R4_MC09g09694	57.8	57.8	0
MvSl-1064-A1-R4_A1g01472	bPAR	NRR	1	76	76	0	0	0	0.08016036	0.999958419	5.680286275	5.988335139	5.843161904	5.677251	NON	NON	5.83431	5.76021	MvSl-1064-A2-R4_A2g01785	53.01	53.01	0
MvSl-1064-A1-R4_MC09-2g09011	aAutosome	aAutosome	3	89.6667	269	0	0	0	0.080239173	0.999958419	6.11879414	6.41941707	6.369118834	6.001203278	NON	NON	6.26911	6.18516	MvSl-1064-A2-R4_MC09g09286	56.56	56.56	0
MvSl-1064-A1-R4_MC01-1g01791	aAutosome	aAutosome	1	0	0	0	0	0	0.080430464	0.999958419	0.972053696	0.965564	0.909608341	0.874631914	NON	NON	0.968809	0.89212	MvSl-1064-A2-R4_MC01g02072	62.92	62.92	0
MvSl-1064-A1-R4_MC12g10853	aAutosome	aAutosome	7	82.4286	577	0	0	0	0.080521133	0.999958419	7.18427033	7.157287894	7.096123462	7.08459141	NON	NON	7.17078	7.09036	MvSl-1064-A2-R4_MC12g11116	55.36	55.36	0
MvSl-1064-A1-R4_MC13g11573	aAutosome	aAutosome	7	131.143	918	0	0	0	0.080569162	0.999958419	6.840495289	7.625891252	7.329470879	7.069950265	NON	NON	7.23319	7.19971	MvSl-1064-A2-R4_MC13g11834	57.94	57.94	0
MvSl-1064-A1-R4_MC03g04276	aAutosome	aAutosome	1	0	0	0	0	0	0.080597715	0.999958419	1.223075167	2.565830449	2.503027561	1.106562224	NON	NON	1.89445	1.80479	MvSl-1064-A2-R4_MC03g04554	63.19	63.19	0
MvSl-1064-A1-R4_MC06g07211	aAutosome	aAutosome	1	0	0	0	0	0	0.080622448	0.999958419	3.687009699	3.578993557	3.536699421	3.570916806	NON	NON	3.633	3.55381	MvSl-1064-A2-R4_MC06-2g07476	60.61	60.61	0
MvSl-1064-A1-R4_MC01-1g02402	aAutosome	aAutosome	8	80.375	643	0	0	0	0.080688171	0.999958419	6.713002467	6.614135171	6.605320056	6.561907913	NON	NON	6.66357	6.58361	MvSl-1064-A2-R4_MC01g02684	57.24	57.24	0
MvSl-1064-A1-R4_MC03g04923	aAutosome	aAutosome	2	83.5	167	0	0	0	0.080688704	0.999958419	8.145767832	7.930179775	7.897107491	8.022800235	NON	NON	8.03797	7.95995	MvSl-1064-A2-R4_MC03g05201	60.3	60.3	0
MvSl-1064-A1-R4_MC03g04452	aAutosome	aAutosome	2	155.5	311	0	0	0	0.08071117	0.999958419	6.049721739	6.384246812	6.21801318	6.070507592	NON	NON	6.21698	6.14426	MvSl-1064-A2-R4_MC03g04730	57	57	0
MvSl-1064-A1-R4_MC04-1g05761	aAutosome	aAutosome	2	75.5	151	0	0	0	0.080721764	0.999958419	6.619201152	6.677245711	6.622806364	6.51078688	NON	NON	6.64822	6.5668	MvSl-1064-A2-R4_MC04-1g06037	57.76	57.76	0
MvSl-1064-A1-R4_MC01-1g02531	aAutosome	aAutosome	1	0	0	0	0	0	0.080722521	0.999958419	5.439504966	5.449412748	5.32389424	5.402873173	NON	NON	5.44446	5.36338	MvSl-1064-A2-R4_MC01g02813	58.57	58.57	0
MvSl-1064-A1-R4_MC01-1g02722	aAutosome	aAutosome	5	175.8	879	0	0	0	0.080775279	0.999958419	8.139242044	7.988428389	7.952679389	8.016705551	NON	NON	8.06384	7.98469	MvSl-1064-A2-R4_MC01g03004	58.53	58.53	0
MvSl-1064-A1-R4_MC13g11595	aAutosome	aAutosome	3	125.333	376	0	0	0	0.080789338	0.999958419	6.3331351	6.553687753	6.503711266	6.21591177	NON	NON	6.44341	6.35981	MvSl-1064-A2-R4_MC13g11856	51.16	51.16	0
MvSl-1064-A1-R4_MC11g10625	aAutosome	aAutosome	3	106.333	319	0	0	0	0.080796556	0.999958419	3.669000729	3.204632753	2.99131637	3.677777972	NON	NON	3.43682	3.33455	MvSl-1064-A2-R4_MC11g10889	53.38	53.38	0
MvSl-1064-A1-R4_MC09-2g09226	aAutosome	aAutosome	1	46	46	0	0	0	0.080802135	0.999958419	4.975750647	4.901317909	4.944133971	4.767290961	NON	NON	4.93853	4.85571	MvSl-1064-A2-R4_MC09g09501	56.36	56.36	0
MvSl-1064-A1-R4_MC09-2g09333	aAutosome	aAutosome	1	68	68	0	0	0	0.081052813	0.999958419	6.933946895	6.644921541	6.856221313	6.559813647	NON	NON	6.78943	6.70802	MvSl-1064-A2-R4_MC09g09607	58.23	58.23	0
MvSl-1064-A1-R4_MC12g11015	aAutosome	aAutosome	1	94	94	0	0	0	0.081075783	0.999958419	5.256648692	5.377907979	5.410085473	5.041920655	NON	NON	5.31728	5.226	MvSl-1064-A2-R4_MC12g11278	54.51	54.51	0
MvSl-1064-A1-R4_MC09-2g09338	aAutosome	aAutosome	2	76.5	153	0	0	0	0.081095656	0.999958419	3.024953019	3.172008517	2.966245336	3.072423387	NON	NON	3.09848	3.01933	MvSl-1064-A2-R4_MC09g09612	55.71	55.71	0
MvSl-1064-A1-R4_MC02g03600	aAutosome	aAutosome	3	128	384	0	0	0	0.081161375	0.999958419	5.464082016	5.767287674	5.67282618	5.399754291	NON	NON	5.61568	5.53629	MvSl-1064-A2-R4_MC02g03878	59.77	59.77	0
MvSl-1064-A1-R4_MC06g07273	aAutosome	aAutosome	9	94.2222	848	0	0	0	0.081205538	0.999958419	8.866491404	8.979928874	8.947466141	8.73067331	NON	NON	8.92321	8.83907	MvSl-1064-A2-R4_MC06-2g07538	58.7	58.7	0
MvSl-1064-A1-R4_MC13g11537	aAutosome	aAutosome	4	72.25	289	0	0	0	0.081214815	0.999958419	5.455352483	5.308313524	5.403874562	5.193696382	NON	NON	5.38183	5.29879	MvSl-1064-A2-R4_MC13g11798	58.24	58.24	0
MvSl-1064-A1-R4_MC08g08801	aAutosome	aAutosome	2	95	190	0	0	0	0.08128502	0.999958419	1.765365071	1.889468994	1.975800555	1.481752187	NON	NON	1.82742	1.72878	MvSl-1064-A2-R4_MC08-2g09082	51.83	51.83	0
MvSl-1064-A1-R4_MC11g10674	aAutosome	aAutosome	3	63.3333	190	0	0	0	0.081396629	0.999958419	2.927325957	3.180234	2.949285948	3.008341629	NON	NON	3.05378	2.97881	MvSl-1064-A2-R4_MC11g10938	58.39	58.39	0
MvSl-1064-A1-R4_MC03g05241	aAutosome	aAutosome	5	60.2	301	0	0	0	0.08140923	0.999958419	6.855170288	7.11982544	6.967267906	6.855070752	NON	NON	6.9875	6.91117	MvSl-1064-A2-R4_MC03g05518	52.48	52.48	0
MvSl-1064-A1-R4_MC02g03790	aAutosome	aAutosome	10	84.3	843	0	0	0	0.081488285	0.999958419	5.560035367	5.541682447	5.485546605	5.453384483	NON	NON	5.55086	5.46947	MvSl-1064-A2-R4_MC02g04068	57.2	57.2	0
MvSl-1064-A1-R4_MC04-1g05584	aAutosome	aAutosome	4	110.5	442	0	0	0	0.081490542	0.999958419	6.196282575	6.47647179	6.420015941	6.084172015	NON	NON	6.33638	6.25209	MvSl-1064-A2-R4_MC04-1g05860	58.87	58.87	0
MvSl-1064-A1-R4_MC03g04816	aAutosome	aAutosome	1	68	68	0	0	0	0.081521377	0.999958419	6.076155304	5.870014555	5.863672278	5.926234987	NON	NON	5.97308	5.89495	MvSl-1064-A2-R4_MC03g05094	58.52	58.52	0
MvSl-1064-A1-R4_MC09-2g09113	aAutosome	aAutosome	3	103.667	311	0	0	0	0.081595616	0.999958419	4.081268173	4.835138589	4.635062212	4.181283103	NON	NON	4.4582	4.40817	MvSl-1064-A2-R4_MC09g09388	56.12	56.12	0
MvSl-1064-A1-R4_MC04-1g05951	aAutosome	aAutosome	5	77.4	387	0	0	0	0.081752024	0.999958419	7.315958909	6.95343042	6.829245009	7.266383554	NON	NON	7.13469	7.04781	MvSl-1064-A2-R4_MC04-1g06227	57.71	57.71	0
MvSl-1064-A1-R4_MC07g07846	aAutosome	aAutosome	5	103.6	518	0	0	0	0.081797142	0.999958419	7.280815111	7.270443713	7.292547284	7.087986403	NON	NON	7.27563	7.19027	MvSl-1064-A2-R4_MC07g08111	61.13	61.13	0
MvSl-1064-A1-R4_MC01-1g02482	aAutosome	aAutosome	6	100.5	603	0	0	0	0.081847328	0.999958419	5.853731096	6.062517594	5.979920626	5.773164118	NON	NON	5.95812	5.87654	MvSl-1064-A2-R4_MC01g02764	49.52	49.52	0
MvSl-1064-A1-R4_MC12g11107	aAutosome	aAutosome	1	81	81	0	0	0	0.081896595	0.999958419	6.33789229	6.626227649	6.597177408	6.189064104	NON	NON	6.48206	6.39312	MvSl-1064-A2-R4_MC12g11370	59.57	59.57	0
MvSl-1064-A1-R4_MC04-1g05643	aAutosome	aAutosome	3	74.3333	223	0	0	0	0.08198036	0.999958419	7.233605456	7.15363734	6.939626548	7.266383554	NON	NON	7.19362	7.10301	MvSl-1064-A2-R4_MC04-1g05919	56.77	56.77	0
MvSl-1064-A1-R4_MC08g08618	aAutosome	aAutosome	4	129.75	519	0	0	0	0.08209867	0.999958419	6.293522882	6.271355413	6.234731215	6.165385011	NON	NON	6.28244	6.20006	MvSl-1064-A2-R4_MC08-1g08883	60.83	60.83	0
