a2	GC3a2	A1gene	GC3a1	GC3diff	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	GC0A1	GC0A2	Godiff
MvSl-1064-A2-R4_MC05g06478	63.17	MvSl-1064-A1-R4_MC05-1g06206	63.17	0	aAutosome	aAutosome	7	78.5714	550	0	0	0	0.249960075	0.830157676	7.186381978	7.340927198	7.034642046	6.997011311	NON	NON	7.26365	7.01583	57.17	57.17	0
MvSl-1064-A2-R4_MC05g06479	64.6	MvSl-1064-A1-R4_MC05-1g06207	64.6	0	aAutosome	aAutosome	11	82.2727	905	0	0	0	-0.719394122	0.43721504	1.955656209	2.094865753	2.431555394	2.983557613	NON	NON	2.02526	2.70756	55.58	55.58	0
MvSl-1064-A2-R4_MC05g06481	47.3	MvSl-1064-A1-R4_MC05-1g06209	47.3	0	aAutosome	aAutosome	2	140	280	0	0	0	-3.931744769	1.51E-12	-1.088028472	-1.493021282	2.235656914	2.394992591	DE	Down	-1.29052	2.31532	54.5	54.5	0
MvSl-1064-A2-R4_MC05g06483	62.39	MvSl-1064-A1-R4_MC05-1g06211	62.39	0	aAutosome	aAutosome	3	223	669	0	0	0	-0.570702936	0.667661809	2.290078551	2.461707707	2.582169026	3.228232045	NON	NON	2.37589	2.9052	57.88	57.88	0
MvSl-1064-A2-R4_MC05g06484	60.53	MvSl-1064-A1-R4_MC05-1g06212	60.53	0	aAutosome	aAutosome	1	0	0	0	0	0	3.285789246	3.18E-28	6.073875863	6.693858535	3.361896333	2.888856566	DE	Up	6.38387	3.12538	60.23	60.23	0
MvSl-1064-A2-R4_MC05g06485	58.54	MvSl-1064-A1-R4_MC05-1g06213	58.54	0	aAutosome	aAutosome	8	95.5	764	0	0	0	1.01175369	0.071464035	6.913059303	8.114498489	6.931013859	6.23441222	NON	NON	7.51378	6.58271	57.56	57.56	0
MvSl-1064-A2-R4_MC05g06486	65.52	MvSl-1064-A1-R4_MC05-1g06214	65.52	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.254151435	0.999958419	1.975329844	1.869261105	1.924658308	2.382407548	NON	NON	1.9223	2.15353	54.79	54.79	0
MvSl-1064-A2-R4_MC05g06487	57.82	MvSl-1064-A1-R4_MC05-1g06215	57.82	0	aAutosome	aAutosome	2	47	94	0	0	0	0.132895178	0.999958419	3.733962717	3.881008607	3.762221058	3.587459353	NON	NON	3.80749	3.67484	58.77	58.77	0
MvSl-1064-A2-R4_MC05g06488	59.51	MvSl-1064-A1-R4_MC05-1g06216	59.51	0	aAutosome	aAutosome	2	80	160	0	0	0	-0.004018697	0.999958419	5.224128207	4.913703891	5.086660369	5.075535926	NON	NON	5.06892	5.0811	57.25	57.25	0
MvSl-1064-A2-R4_MC05g06489	65.89	MvSl-1064-A1-R4_MC05-1g06217	65.89	0	aAutosome	aAutosome	11	86.0909	947	0	0	0	-0.076493153	0.999958419	6.531388139	6.339960993	6.4728917	6.556316434	NON	NON	6.43567	6.5146	53.31	53.31	0
MvSl-1064-A2-R4_MC05g06490	68.37	MvSl-1064-A1-R4_MC05-1g06218	68.37	0	aAutosome	aAutosome	6	85	510	0	0	0	0.04823578	0.999958419	6.58279216	6.656022701	6.616105919	6.525885217	NON	NON	6.61941	6.571	56.98	56.98	0
MvSl-1064-A2-R4_MC05g06491	63.15	MvSl-1064-A1-R4_MC05-1g06219	63.15	0	aAutosome	aAutosome	4	212.25	849	0	0	0	0.25226945	0.817155424	6.9105068	7.095024155	6.856221313	6.643279246	NON	NON	7.00277	6.74975	59.95	59.95	0
MvSl-1064-A2-R4_MC05g06492	66.75	MvSl-1064-A1-R4_MC05-1g06220	66.75	0	aAutosome	aAutosome	1	87	87	0	0	0	-0.011814635	0.999958419	7.683841464	7.458875408	7.503661449	7.666777599	NON	NON	7.57136	7.58522	58.41	58.41	0
MvSl-1064-A2-R4_MC05g06493	60.71	MvSl-1064-A1-R4_MC05-1g06221	60.71	0	aAutosome	aAutosome	1	71	71	0	0	0	0.323753708	0.999958419	1.318584197	1.075484224	0.361644053	1.279421104	NON	NON	1.19703	0.820533	61.31	61.31	0
MvSl-1064-A2-R4_MC05g06494	60.27	MvSl-1064-A1-R4_MC05-1g06222	60.27	0	aAutosome	aAutosome	3	100.333	301	0	0	0	-0.020687598	0.999958419	6.579582305	6.524103532	6.495702895	6.645914142	NON	NON	6.55184	6.57081	59.3	59.3	0
MvSl-1064-A2-R4_MC05g06495	64.89	MvSl-1064-A1-R4_MC05-1g06223	64.89	0	aAutosome	aAutosome	6	84.6667	508	0	0	0	-0.515378779	0.418578881	5.300200125	5.24502676	6.100036378	5.387210898	NON	NON	5.27261	5.74362	56.03	56.03	0
MvSl-1064-A2-R4_MC05g06496	63.71	MvSl-1064-A1-R4_MC05-1g06224	63.71	0	aAutosome	aAutosome	3	91.6667	275	0	0	0	-0.325122023	0.655548182	6.257821404	5.898960191	6.373098384	6.454033827	NON	NON	6.07839	6.41357	53.85	53.85	0
MvSl-1064-A2-R4_MC05g06497	65.29	MvSl-1064-A1-R4_MC05-1g06225	65.29	0	aAutosome	aAutosome	2	71	142	0	0	0	-0.006490761	0.999958419	6.896386734	6.608812672	6.688152922	6.840192381	NON	NON	6.7526	6.76417	58.41	58.41	0
MvSl-1064-A2-R4_MC05g06499	68.52	MvSl-1064-A1-R4_MC05-1g06227	68.52	0	aAutosome	aAutosome	5	105.2	526	0	0	0	-0.227103178	0.854333086	6.901537307	6.886513144	7.153241428	7.087986403	NON	NON	6.89403	7.12061	57.39	57.39	0
MvSl-1064-A2-R4_MC05g06500	68.55	MvSl-1064-A1-R4_MC05-1g06228	68.55	0	aAutosome	aAutosome	2	78.5	157	0	0	0	-0.058855399	0.999958419	6.927017912	6.790379898	6.90980247	6.928327163	NON	NON	6.8587	6.91906	60.05	60.05	0
MvSl-1064-A2-R4_MC05g06501	72.25	MvSl-1064-A1-R4_MC05-1g06229	72.25	0	aAutosome	aAutosome	3	91.3333	274	0	0	0	0.483173862	0.669063698	5.065677239	5.913834824	5.338621804	4.737953782	NON	NON	5.48976	5.03829	54.1	54.1	0
MvSl-1064-A2-R4_MC05g06502	67.05	MvSl-1064-A1-R4_MC05-1g06230	67.05	0	aAutosome	aAutosome	2	54	108	0	0	0	0.138345819	0.999958419	2.986691256	3.138629434	2.974650849	2.87993098	NON	NON	3.06266	2.92729	55.93	55.93	0
MvSl-1064-A2-R4_MC05g06503	57.63	MvSl-1064-A1-R4_MC05-1g06231	57.63	0	aAutosome	aAutosome	1	125	125	0	0	0	0.498719013	0.840672873	1.742584912	2.334818963	1.739769623	1.409162333	NON	NON	2.0387	1.57447	54.8	54.8	0
MvSl-1064-A2-R4_MC05g06504	51.92	MvSl-1064-A1-R4_MC05-1g06232	51.92	0	aAutosome	aAutosome	1	41	41	0	0	0	0.369159948	0.934316152	2.917189827	3.597537941	3.110525061	2.72905795	NON	NON	3.25736	2.91979	44.87	44.87	0
MvSl-1064-A2-R4_MC05g06505	70.05	MvSl-1064-A1-R4_MC05-1g06233	70.05	0	aAutosome	aAutosome	11	85.9091	945	0	0	0	0.102096663	0.999958419	5.877450793	6.193240275	5.956771979	5.927318387	NON	NON	6.03535	5.94205	55.42	55.42	0
MvSl-1064-A2-R4_MC05g06507	71.06	MvSl-1064-A1-R4_MC05-1g06235	71.06	0	aAutosome	aAutosome	11	80.0909	881	0	0	0	0.077141706	0.999958419	11.10912852	10.6854222	10.47515864	11.12380819	NON	NON	10.8973	10.7995	56.22	56.22	0
MvSl-1064-A2-R4_MC05g06508	65	MvSl-1064-A1-R4_MC05-1g06236	65	0	aAutosome	aAutosome	4	125.5	502	0	0	0	-0.06150099	0.999958419	5.921217718	5.67716858	5.773812919	5.952014649	NON	NON	5.79919	5.86291	58.42	58.42	0
MvSl-1064-A2-R4_MC05g06509	62.63	MvSl-1064-A1-R4_MC05-1g06237	62.63	0	aAutosome	aAutosome	2	106	212	0	0	0	-0.8013217	0.41357782	2.274282323	1.526290069	2.419291388	2.991866349	NON	NON	1.90029	2.70558	54.38	54.38	0
MvSl-1064-A2-R4_MC05g06510	66.83	MvSl-1064-A1-R4_MC05-1g06238	66.83	0	aAutosome	aAutosome	5	89.2	446	0	0	0	-0.620763524	0.477463542	2.381387512	2.434458944	3.064016796	2.975200748	NON	NON	2.40792	3.01961	57.07	57.07	0
MvSl-1064-A2-R4_MC05g06511	69.89	MvSl-1064-A1-R4_MC05-1g06239	69.89	0	aAutosome	aAutosome	3	92.6667	278	0	0	0	-0.004154899	0.999958419	6.26283309	7.118755943	7.043159052	6.401208211	NON	NON	6.69079	6.72218	56.63	56.63	0
MvSl-1064-A2-R4_MC05g06512	59.24	MvSl-1064-A1-R4_MC05-1g06240	59.24	0	aAutosome	aAutosome	4	119.5	478	0	0	0	0.079303871	0.999958419	7.021711612	7.238305602	7.194305845	6.900462769	NON	NON	7.13001	7.04738	56.26	56.26	0
MvSl-1064-A2-R4_MC05g06513	68.5	MvSl-1064-A1-R4_MC05-1g06241	68.5	0	aAutosome	aAutosome	5	73.8	369	0	0	0	0.341321764	0.969431244	5.460596539	4.279687299	4.237712749	4.965932483	NON	NON	4.87014	4.60182	60.02	60.02	0
MvSl-1064-A2-R4_MC05g06514	65.75	MvSl-1064-A1-R4_MC05-1g06242	65.75	0	aAutosome	aAutosome	4	90.5	362	0	0	0	-0.114207039	0.999958419	3.034361983	4.151681442	3.896570818	3.723398761	NON	NON	3.59302	3.80998	54.9	54.9	0
MvSl-1064-A2-R4_MC05g06515	64.69	MvSl-1064-A1-R4_MC05-1g06243	64.69	0	aAutosome	aAutosome	3	79	237	0	0	0	0.069278103	0.999958419	4.130354408	4.681367259	4.53062027	4.173999258	NON	NON	4.40586	4.35231	54.58	54.58	0
MvSl-1064-A2-R4_MC05g06519	64.62	MvSl-1064-A1-R4_MC05-1g06246	64.62	0	aAutosome	aAutosome	2	164.5	329	0	0	0	-0.163848161	0.999958419	4.80210704	5.317664779	5.278787409	5.21337054	NON	NON	5.05989	5.24608	54.09	54.09	0
MvSl-1064-A2-R4_MC05g06520	62.47	MvSl-1064-A1-R4_MC05-1g06247	62.47	0	aAutosome	aAutosome	7	89.8571	629	0	0	0	-0.115207297	0.999958419	5.731799093	5.610254598	5.842013844	5.730355986	NON	NON	5.67103	5.78618	54.79	54.79	0
MvSl-1064-A2-R4_MC05g06521	65.27	MvSl-1064-A1-R4_MC05-1g06248	65.27	0	aAutosome	aAutosome	3	69.6667	209	0	0	0	-0.031741147	0.999958419	6.331227823	6.410704558	6.528187039	6.266441947	NON	NON	6.37097	6.39731	59.28	59.28	0
MvSl-1064-A2-R4_MC05g06522	60.2	MvSl-1064-A1-R4_MC05-1g06249	60.2	0	aAutosome	aAutosome	4	79	316	0	0	0	0.335857424	0.722217925	5.419896351	5.386820202	5.082777651	5.053874508	NON	NON	5.40336	5.06833	55.61	55.61	0
MvSl-1064-A2-R4_MC05g06523	53.28	MvSl-1064-A1-R4_MC05-1g06250	53.28	0	aAutosome	aAutosome	4	75.25	301	0	0	0	0.343443486	0.945084766	2.548306772	2.939813095	2.503027561	2.330939945	NON	NON	2.74406	2.41698	55.21	55.21	0
MvSl-1064-A2-R4_MC05g06524	60.22	MvSl-1064-A1-R4_MC05-1g06251	60.22	0	aAutosome	aAutosome	9	121.222	1091	0	0	0	-0.221169206	0.999958419	3.907839522	4.029528692	4.371039701	3.982989174	NON	NON	3.96868	4.17701	54.84	54.84	0
MvSl-1064-A2-R4_MC05g06525	65.59	MvSl-1064-A1-R4_MC05-1g06252	65.59	0	aAutosome	aAutosome	5	92.4	462	0	0	0	-0.149102688	0.999958419	3.594628929	3.633926565	3.800549893	3.723398761	NON	NON	3.61428	3.76197	58.75	58.75	0
MvSl-1064-A2-R4_MC05g06526	60.07	MvSl-1064-A1-R4_MC05-1g06253	60.07	0	aAutosome	aAutosome	4	89.25	357	0	0	0	-0.034130956	0.999958419	7.157072333	7.201904638	7.310919764	7.109622645	NON	NON	7.17949	7.21027	55.78	55.78	0
MvSl-1064-A2-R4_MC05g06527	75.73	MvSl-1064-A1-R4_MC05-1g06254	75.73	0	aAutosome	aAutosome	1	153	153	0	0	0	-0.047526268	0.999958419	5.705536579	5.727148474	5.668946704	5.852869514	NON	NON	5.71634	5.76091	62.34	62.34	0
MvSl-1064-A2-R4_MC05g06528	55.45	MvSl-1064-A1-R4_MC05-1g06255	55.45	0	aAutosome	aAutosome	8	103.875	831	0	0	0	-0.043759838	0.999958419	8.376899138	8.19661941	8.279007869	8.385644173	NON	NON	8.28676	8.33233	52.41	52.41	0
MvSl-1064-A2-R4_MC05g06530	64.12	MvSl-1064-A1-R4_MC05-1g06257	64.12	0	aAutosome	aAutosome	2	104.5	209	0	0	0	-0.558589039	0.454044687	3.389970046	3.5475465	4.023524936	4.028123692	NON	NON	3.46876	4.02582	55.73	55.73	0
MvSl-1064-A2-R4_MC05g06531	51.43	MvSl-1064-A1-R4_MC05-1g06258	51.43	0	aAutosome	aAutosome	1	0	0	0	0	0	-1.149617132	0.006786283	2.844169972	3.006092953	4.223676497	3.892693591	DE	Down	2.92513	4.05819	59.52	59.52	0
MvSl-1064-A2-R4_MC05g06533	65.7	MvSl-1064-A1-R4_MC05-1g06260	65.7	0	aAutosome	aAutosome	1	74	74	0	0	0	-0.04532018	0.999958419	3.116390315	3.515398675	3.393586075	3.356025492	NON	NON	3.31589	3.37481	57.16	57.16	0
MvSl-1064-A2-R4_MC05g06536	70.6	MvSl-1064-A1-R4_MC05-1g06263	70.6	0	aAutosome	aAutosome	3	104	312	0	0	0	1.040692544	0.152791958	3.071395952	2.753926218	1.305784732	2.317780949	NON	NON	2.91266	1.81178	60.23	60.23	0
MvSl-1064-A2-R4_MC05g06538	65.78	MvSl-1064-A1-R4_MC05-1g06265	65.78	0	aAutosome	aAutosome	1	157	157	0	0	0	1.132795262	0.192457403	1.318584197	1.391091799	-0.051049869	0.553929095	NON	NON	1.35484	0.25144	59.64	59.64	0
MvSl-1064-A2-R4_MC05g06539	68.04	MvSl-1064-A1-R4_MC05-1g06266	68.04	0	aAutosome	aAutosome	1	255	255	0	0	0	0.061628855	0.999958419	4.623491653	5.016049757	4.739866684	4.803142905	NON	NON	4.81977	4.7715	58.72	58.72	0
MvSl-1064-A2-R4_MC05g06542	63.43	MvSl-1064-A1-R4_MC05-1g06269	63.43	0	aAutosome	aAutosome	1	88	88	0	0	0	-0.760912867	0.722217925	0.932343106	-0.381684149	0.978097222	1.279421104	NON	NON	0.275329	1.12876	55.37	55.37	0
MvSl-1064-A2-R4_MC05g06547	65.95	MvSl-1064-A1-R4_MC05-1g06274	65.95	0	aAutosome	aAutosome	1	0	0	0	0	0	0.602717178	0.772579703	1.085020322	1.551873238	0.682164173	0.838231755	NON	NON	1.31845	0.760198	60.44	60.44	0
MvSl-1064-A2-R4_MC05g06550	64	MvSl-1064-A1-R4_MC05-1g06277	64	0	aAutosome	aAutosome	4	82.75	331	0	0	0	-0.747353387	0.722217925	0.806199111	-0.116936734	0.722649631	1.433767012	NON	NON	0.344631	1.07821	59.45	59.45	0
MvSl-1064-A2-R4_MC05g06552	66.99	MvSl-1064-A1-R4_MC05-1g06279	66.99	0	aAutosome	aAutosome	1	58	58	0	0	0	-0.188073786	0.999958419	1.378915748	1.986468872	2.057204144	1.72044798	NON	NON	1.68269	1.88883	61.71	61.71	0
MvSl-1064-A2-R4_MC05g06570	67.11	MvSl-1064-A1-R4_MC05-1g06292	67.19	0.08	aAutosome	aAutosome	3	316.333	949	0	12.666	38	-0.209701448	0.999958419	3.739725839	4.130613295	4.180729288	4.133267183	NON	NON	3.93517	4.157	59.45	59.38	0.07
MvSl-1064-A2-R4_MC05g06571	68.02	MvSl-1064-A1-R4_MC05-2g06297	68.02	0	aAutosome	aAutosome	8	173.25	1386	0	0.125	1	-1.823507778	0.192457403	-3.357020002	0.035922101	0.640509712	0.978626451	NON	NON	-1.66055	0.809568	60.06	60.06	0
MvSl-1064-A2-R4_MC05g06572	65.72	MvSl-1064-A1-R4_MC05-2g06298	65.72	0	aAutosome	aAutosome	1	304	304	0	0	0	0.322911825	0.999958419	0.618770606	0.804623709	0.198989447	0.598137634	NON	NON	0.711697	0.398564	57.93	57.93	0
MvSl-1064-A2-R4_MC05g06579	67.89	MvSl-1064-A1-R4_MC05-2g06305	67.89	0	aAutosome	aAutosome	9	75.3333	678	0	0	0	-1.601595014	0.180638942	0.515056251	-0.706185577	0.361644053	2.179135376	NON	NON	-0.0955647	1.27039	56.53	56.53	0
MvSl-1064-A2-R4_MC05g06583	69.88	MvSl-1064-A1-R4_MC05-2g06309	69.88	0	aAutosome	aAutosome	3	60.3333	181	0	0	0	-0.201348359	0.999958419	0.282163865	-0.381684149	-0.975445525	0.800889372	NON	NON	-0.0497601	-0.0872781	58.84	58.84	0
MvSl-1064-A2-R4_MC05g06585	66.84	MvSl-1064-A1-R4_MC05-2g06311	66.84	0	aAutosome	aAutosome	9	98	882	0	0	0	-0.845135554	0.325157247	3.367812086	2.501639513	3.368290213	4.188530358	NON	NON	2.93473	3.77841	56.89	56.89	0
MvSl-1064-A2-R4_MC05g06586	65.75	MvSl-1064-A1-R4_MC05-2g06312	66.18	0.43	aAutosome	aAutosome	5	72.8	364	-1	4.4667	-46	-0.82419123	0.443806949	2.106009257	1.47372115	2.11917364	3.008341629	NON	NON	1.78987	2.56376	58.41	58.07	0.34
MvSl-1064-A2-R4_MC05g06588	64.66	MvSl-1064-A1-R4_MC05-2g06314	64.66	0	aAutosome	aAutosome	8	89.5	716	0	0	0	0.46333317	0.621603092	4.654330679	4.421744404	3.878767083	4.259068321	NON	NON	4.53804	4.06892	55.27	55.27	0
MvSl-1064-A2-R4_MC05g06591	61.19	MvSl-1064-A1-R4_MC05-2g06317	61.19	0	aAutosome	aAutosome	10	79.1	791	0	0	0	0.558906336	0.062085052	7.258909152	7.280521142	6.667562289	6.753668847	NON	NON	7.26972	6.71062	56.17	56.17	0
MvSl-1064-A2-R4_MC05g06592	55.66	MvSl-1064-A1-R4_MC05-2g06318	55.66	0	aAutosome	aAutosome	15	81	1215	0	0	0	-0.414554381	0.748498318	4.455059175	4.168317206	4.390017093	5.007503414	NON	NON	4.31169	4.69876	53.77	53.77	0
MvSl-1064-A2-R4_MC05g06593	59.41	MvSl-1064-A1-R4_MC05-2g06319	59.41	0	aAutosome	aAutosome	2	90.5	181	0	0	0	0.1103343	0.999958419	7.338446657	7.411187811	7.368266886	7.153797857	NON	NON	7.37482	7.26103	57.06	57.06	0
MvSl-1064-A2-R4_MC05g06594	59.66	MvSl-1064-A1-R4_MC05-2g06320	59.66	0	aAutosome	aAutosome	7	87.7143	614	0	0	0	-0.290469818	0.722829029	6.35112957	6.520868595	6.820528274	6.630697349	NON	NON	6.436	6.72561	58.1	58.1	0
MvSl-1064-A2-R4_MC05g06595	64.04	MvSl-1064-A1-R4_MC05-2g06321	64.04	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.092313664	0.999958419	6.616854456	6.518437624	6.700874413	6.61934609	NON	NON	6.56765	6.66011	59.65	59.65	0
MvSl-1064-A2-R4_MC05g06596	63.64	MvSl-1064-A1-R4_MC05-2g06322	63.64	0	aAutosome	aAutosome	4	91.25	365	0	0	0	-0.206039882	0.943058338	5.922485094	5.797010117	6.028164215	6.104429006	NON	NON	5.85975	6.0663	56.94	56.94	0
MvSl-1064-A2-R4_MC05g06597	61.36	MvSl-1064-A1-R4_MC05-2g06323	61.36	0	aAutosome	aAutosome	2	82	164	0	0	0	0.101260068	0.999958419	6.167709913	6.216422364	6.100996487	6.0812548	NON	NON	6.19207	6.09113	58.51	58.51	0
MvSl-1064-A2-R4_MC05g06598	57.91	MvSl-1064-A1-R4_MC05-2g06324	57.91	0	aAutosome	aAutosome	7	98.2857	688	0	0	0	-0.07469239	0.999958419	6.462486253	6.272317599	6.431510742	6.458537241	NON	NON	6.3674	6.44502	55.78	55.78	0
MvSl-1064-A2-R4_MC05g06599	60.33	MvSl-1064-A1-R4_MC05-2g06325	60.33	0	aAutosome	aAutosome	5	94.4	472	0	0	0	-0.324838999	0.711694458	5.387223279	5.229257157	5.662457638	5.605968606	NON	NON	5.30824	5.63421	56.13	56.13	0
MvSl-1064-A2-R4_MC05g06600	63.5	MvSl-1064-A1-R4_MC05-2g06326	63.5	0	aAutosome	aAutosome	2	89	178	0	0	0	-0.104232354	0.999958419	5.13072174	4.876222295	4.963267088	5.248468515	NON	NON	5.00347	5.10587	57.33	57.33	0
MvSl-1064-A2-R4_MC05g06601	58.5	MvSl-1064-A1-R4_MC05-2g06327	58.5	0	aAutosome	aAutosome	8	66.875	535	0	0	0	-0.296366105	0.770296812	5.869587479	6.194255975	6.494972652	6.159864968	NON	NON	6.03192	6.32742	54.32	54.32	0
MvSl-1064-A2-R4_MC05g06604	67.74	MvSl-1064-A1-R4_MC05-2g06330	67.74	0	aAutosome	aAutosome	1	52	52	0	0	0	-0.395000916	0.999958419	0.282163865	-0.706185577	0.015638505	0.412543446	NON	NON	-0.212011	0.214091	53.76	53.76	0
MvSl-1064-A2-R4_MC05g06607	63.68	MvSl-1064-A1-R4_MC05-2g06333	63.68	0	aAutosome	aAutosome	4	84	336	0	0	0	-0.401958001	0.879268246	3.015482289	2.578332886	2.914757103	3.45550263	NON	NON	2.79691	3.18513	55.46	55.46	0
MvSl-1064-A2-R4_MC05g06608	52.34	MvSl-1064-A1-R4_MC05-2g06334	52.34	0	aAutosome	aAutosome	3	62	186	0	0	0	0.385880627	0.841585015	3.275611695	3.495760412	3.040188072	2.975200748	NON	NON	3.38569	3.00769	48.65	48.65	0
MvSl-1064-A2-R4_MC05g06609	55.71	MvSl-1064-A1-R4_MC05-2g06335	55.71	0	aAutosome	aAutosome	9	80	720	0	0	0	-0.337529355	0.999958419	1.809873885	1.446700478	1.527654614	2.304500823	NON	NON	1.62829	1.91608	53.72	53.72	0
MvSl-1064-A2-R4_MC05g06610	54.46	MvSl-1064-A1-R4_MC05-2g06336	54.46	0	aAutosome	aAutosome	2	112	224	0	0	0	-0.028635873	0.999958419	-0.93329249	0.670919777	0.682164173	-0.850938038	NON	NON	-0.131186	-0.0843869	54.17	54.17	0
MvSl-1064-A2-R4_MC05g06612	68.77	MvSl-1064-A1-R4_MC05-2g06338	68.77	0	aAutosome	aAutosome	2	99	198	0	0	0	-0.093544403	0.999958419	0.849484255	-0.116936734	-0.271882018	1.044012014	NON	NON	0.366274	0.386065	59.65	59.65	0
MvSl-1064-A2-R4_MC05g06613	67.94	MvSl-1064-A1-R4_MC05-2g06339	67.94	0	aAutosome	aAutosome	4	120.75	483	0	0	0	0.292306482	0.700263154	7.242765996	7.173344514	6.983497915	6.845933004	NON	NON	7.20806	6.91472	56.15	56.15	0
MvSl-1064-A2-R4_MC05g06614	57.03	MvSl-1064-A1-R4_MC05-2g06340	57.03	0	aAutosome	aAutosome	10	97.1	971	0	0	0	-0.008396568	0.999958419	7.986446371	7.85381719	7.939589722	7.920422426	NON	NON	7.92013	7.93001	53.85	53.85	0
MvSl-1064-A2-R4_MC05g06615	68.29	MvSl-1064-A1-R4_MC05-2g06341	68.29	0	aAutosome	aAutosome	1	68	68	0	0	0	0.233226656	0.92784096	7.778915233	7.992813134	7.773387894	7.529764921	NON	NON	7.88586	7.65158	58	58	0
MvSl-1064-A2-R4_MC05g06616	51.24	MvSl-1064-A1-R4_MC05-2g06342	51.24	0	aAutosome	aAutosome	3	55.3333	166	0	0	0	-0.426961046	0.713262879	4.897996706	4.675560397	4.807301678	5.53525017	NON	NON	4.78678	5.17128	52.4	52.4	0
MvSl-1064-A2-R4_MC05g06617	52.82	MvSl-1064-A1-R4_MC05-2g06343	52.82	0	aAutosome	aAutosome	3	71.6667	215	0	0	0	-0.194140024	0.954882007	6.69011768	6.409830406	6.60599654	6.882141785	NON	NON	6.54997	6.74407	51.01	51.01	0
MvSl-1064-A2-R4_MC05g06618	68.5	MvSl-1064-A1-R4_MC05-2g06344	68.5	0	aAutosome	aAutosome	2	56.5	113	0	0	0	0.209164153	0.999958419	3.475347835	3.357527645	3.015959154	3.38154518	NON	NON	3.41644	3.19875	55.82	55.82	0
MvSl-1064-A2-R4_MC05g06621	51.98	MvSl-1064-A1-R4_MC05-2g06347	51.98	0	aAutosome	aAutosome	2	90	180	0	0	0	0.613968001	0.56300141	2.709694047	3.31333612	2.431555394	2.444262849	NON	NON	3.01152	2.43791	51.98	51.98	0
MvSl-1064-A2-R4_MC05g06622	59.48	MvSl-1064-A1-R4_MC05-2g06348	59.48	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.044057315	0.999958419	2.561382743	2.363996602	2.343433895	2.657742095	NON	NON	2.46269	2.50059	54.38	54.38	0
MvSl-1064-A2-R4_MC05g06623	65.14	MvSl-1064-A1-R4_MC05-2g06349	65.14	0	aAutosome	aAutosome	5	80.6	403	0	0	0	-0.137188896	0.999958419	7.517687163	7.64755883	7.767050529	7.673895424	NON	NON	7.58262	7.72047	56.22	56.22	0
MvSl-1064-A2-R4_MC05g06626	59.48	MvSl-1064-A1-R4_MC05-2g06352	59.48	0	aAutosome	aAutosome	2	65.5	131	0	0	0	-0.0622463	0.999958419	3.33772861	3.188412851	3.118132736	3.508584345	NON	NON	3.26307	3.31336	57.04	57.04	0
MvSl-1064-A2-R4_MC05g06627	63.21	MvSl-1064-A1-R4_MC05-2g06353	63.21	0	aAutosome	aAutosome	6	88.8333	533	0	0	0	-0.2135916	0.941690388	5.712879806	5.871285211	6.100996487	5.907691604	NON	NON	5.79208	6.00434	51.26	51.26	0
MvSl-1064-A2-R4_MC05g06628	57.73	MvSl-1064-A1-R4_MC05-2g06354	57.73	0	aAutosome	aAutosome	16	84.0625	1345	0	0	0	-0.03695444	0.999958419	7.245806629	7.339091646	7.375029586	7.283829016	NON	NON	7.29245	7.32943	55.14	55.14	0
MvSl-1064-A2-R4_MC05g06629	76.7	MvSl-1064-A1-R4_MC05-2g06355	76.7	0	aAutosome	aAutosome	3	198	594	0	0	0	0.102113919	0.999958419	8.474957383	8.570666244	8.613347748	8.200219712	NON	NON	8.52281	8.40678	59.19	59.19	0
MvSl-1064-A2-R4_MC05g06630	62.92	MvSl-1064-A1-R4_MC05-2g06356	62.92	0	aAutosome	aAutosome	4	149.5	598	0	-1.5	-6	0.258426923	0.782585655	6.72539976	6.616410245	6.443671747	6.383160913	NON	NON	6.67091	6.41342	57.55	57.55	0
MvSl-1064-A2-R4_MC05g06631	63.89	MvSl-1064-A1-R4_MC05-2g06357	63.89	0	aAutosome	aAutosome	6	69.8333	419	0	0	0	0.117106562	0.999958419	8.22955823	7.996602496	7.975631563	8.025332107	NON	NON	8.11308	8.00048	57.09	57.09	0
MvSl-1064-A2-R4_MC05g06632	69.12	MvSl-1064-A1-R4_MC05-2g06358	69.12	0	aAutosome	aAutosome	7	84.8571	594	0	0	0	-0.236035994	0.936756819	7.427281928	7.087937125	7.30176277	7.680335842	NON	NON	7.25761	7.49105	55.16	55.16	0
MvSl-1064-A2-R4_MC05g06633	60.44	MvSl-1064-A1-R4_MC05-2g06359	60.44	0	aAutosome	aAutosome	1	0	0	0	0	0	0.561304693	0.869578653	0.567845222	1.391091799	0.597616729	0.412543446	NON	NON	0.979469	0.50508	57.51	57.51	0
MvSl-1064-A2-R4_MC05g06634	82.45	MvSl-1064-A1-R4_MC05-2g06360	82.45	0	aAutosome	aAutosome	2	73	146	0	0	0	0.357951223	0.617531619	7.335119552	7.634522544	7.25594746	7.002675739	NON	NON	7.48482	7.12931	60.6	60.6	0
