Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff
A1	MvSl-1064-A1-R4_MC01-1g01845	Autosome	5	81.8	409	0	-0.2	-1
A1	MvSl-1064-A1-R4_MC01-1g01846	Autosome	9	67.3333	606	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01847	Autosome	4	81	324	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01848	Autosome	1	211	211	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01849	Autosome	2	206.5	413	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01850	Autosome	4	68.75	275	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01851	Autosome	3	104	312	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01852	Autosome	3	140.333	421	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01853	Autosome	3	80.6667	242	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01854	Autosome	6	85.6667	514	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01855	Autosome	9	105.778	952	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01856	Autosome	3	99.6667	299	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01857	Autosome	5	70.8	354	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01858	Autosome	2	95	190	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01859	Autosome	3	104	312	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01860	Autosome	4	69.75	279	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01861	Autosome	2	74	148	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01862	Autosome	3	84	252	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01863	Autosome	4	81.5	326	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01864	Autosome	2	79.5	159	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01865	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01866	Autosome	1	65	65	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01867	Autosome	4	66	264	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01868	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01869	Autosome	2	80	160	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01870	Autosome	7	80	560	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01871	Autosome	4	120.25	481	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01872	Autosome	2	84.5	169	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01873	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01874	Autosome	5	84	420	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01875	Autosome	5	89.8	449	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01876	Autosome	5	67.6	338	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01877	Autosome	2	73	146	0	0.5	1
A1	MvSl-1064-A1-R4_MC01-1g01878	Autosome	5	100.8	504	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01879	Autosome	6	74.8333	449	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01880	Autosome	3	94.6667	284	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01881	Autosome	5	79	395	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01882	Autosome	3	83.6667	251	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01883	Autosome	3	73	219	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01884	Autosome	5	63.4	317	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01885	Autosome	1	72	72	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01886	Autosome	18	76.9444	1385	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01887	Autosome	1	68	68	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01888	Autosome	1	87	87	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01889	Autosome	5	124.4	622	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01890	Autosome	3	69.3333	208	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01891	Autosome	2	78.5	157	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01892	Autosome	1	119	119	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01893	Autosome	2	78	156	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01894	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01895	Autosome	2	102.5	205	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01896	Autosome	2	76.5	153	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01897	Autosome	4	62.75	251	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01898	Autosome	1	107	107	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01899	Autosome	3	202.333	607	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01900	Autosome	2	101.5	203	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01901	Autosome	3	68.6667	206	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01902	Autosome	2	73	146	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01903	Autosome	6	82.8333	497	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01904	Autosome	5	89.6	448	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01905	Autosome	3	88.3333	265	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01906	Autosome	15	100.467	1507	0	2.5337	38
A1	MvSl-1064-A1-R4_MC01-1g01907	Autosome	9	77.5556	698	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01908	Autosome	1	93	93	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01909	Autosome	1	74	74	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01910	Autosome	1	48	48	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01911	Autosome	6	66.3333	398	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01912	Autosome	4	100.25	401	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01913	Autosome	12	78.75	945	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01914	Autosome	5	86.8	434	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01915	Autosome	4	73	292	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01916	Autosome	4	65	260	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01917	Autosome	5	63.2	316	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01918	Autosome	2	66.5	133	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01919	Autosome	5	118	590	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01921	Autosome	5	197.2	986	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01922	Autosome	7	75.1429	526	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01923	Autosome	8	115.875	927	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01924	Autosome	1	80	80	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01925	Autosome	5	147.2	736	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01926	Autosome	1	427	427	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01927	Autosome	9	76.3333	687	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01928	Autosome	6	85.3333	512	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01929	Autosome	7	122.429	857	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01930	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01931	Autosome	5	102.2	511	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01932	Autosome	3	65	195	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01933	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01934	Autosome	3	103	309	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01935	Autosome	7	118.286	828	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01936	Autosome	1	80	80	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01937	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01938	Autosome	4	158.75	635	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01939	Autosome	5	78.8	394	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01940	Autosome	2	114.5	229	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01941	Autosome	3	107	321	0	0.333	1
A1	MvSl-1064-A1-R4_MC01-1g01942	Autosome	4	89.25	357	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01943	Autosome	4	202.75	811	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01944	Autosome	9	85.2222	767	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01945	Autosome	13	80	1040	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01946	Autosome	7	93.8571	657	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01947	Autosome	3	84	252	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01948	Autosome	3	104.667	314	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01949	Autosome	3	84	252	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01950	Autosome	7	121.143	848	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01951	Autosome	6	95.1667	571	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01952	Autosome	2	185	370	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01953	Autosome	2	68	136	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01954	Autosome	5	80.6	403	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01955	Autosome	2	85	170	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01956	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01957	Autosome	3	178	534	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01958	Autosome	1	60	60	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01959	Autosome	5	90.8	454	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01960	Autosome	2	178	356	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01961	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01962	Autosome	6	117.333	704	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01963	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01964	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01965	Autosome	5	85.8	429	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01966	Autosome	1	93	93	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01967	Autosome	3	74.3333	223	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01968	Autosome	6	86.8333	521	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01969	Autosome	2	98	196	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01970	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01971	Autosome	1	105	105	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01972	Autosome	14	65.7143	920	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01973	Autosome	3	75.3333	226	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01974	Autosome	6	63.5	381	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01975	Autosome	9	71	639	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01976	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01977	Autosome	3	63.3333	190	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01978	Autosome	1	163	163	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01979	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01980	Autosome	3	79.6667	239	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01981	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01982	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01983	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01984	Autosome	2	126.5	253	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01985	Autosome	4	86.5	346	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01986	Autosome	2	219.5	439	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01987	Autosome	4	209	836	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01988	Autosome	6	102.667	616	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01989	Autosome	6	77.8333	467	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01990	Autosome	1	100	100	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01991	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01992	Autosome	5	67.8	339	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01993	Autosome	10	111.7	1117	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01994	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01995	Autosome	6	81	486	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01996	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01997	Autosome	4	83	332	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01998	Autosome	3	75.3333	226	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g01999	Autosome	1	161	161	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02000	Autosome	1	89	89	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02001	Autosome	2	69	138	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02002	Autosome	5	76.4	382	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02003	Autosome	2	59	118	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02004	Autosome	2	71	142	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02005	Autosome	3	68.6667	206	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02006	Autosome	1	99	99	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02007	Autosome	5	76.8	384	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02008	Autosome	4	62.75	251	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02009	Autosome	1	172	172	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02010	Autosome	13	102.923	1338	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02011	Autosome	9	69	621	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02012	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02013	Autosome	2	158.5	317	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02014	Autosome	4	89	356	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02015	Autosome	1	245	245	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02016	Autosome	5	87.2	436	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02017	Autosome	4	107.75	431	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02018	Autosome	1	89	89	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02019	Autosome	2	97	194	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02020	Autosome	1	89	89	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02021	Autosome	3	164	492	0	0.333	1
A1	MvSl-1064-A1-R4_MC01-1g02022	Autosome	2	93.5	187	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02023	Autosome	1	96	96	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02024	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02025	Autosome	3	49	147	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02026	Autosome	4	80.5	322	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02027	Autosome	6	96.8333	581	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02028	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02029	Autosome	9	69.7778	628	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02030	Autosome	4	67.25	269	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02031	Autosome	2	73.5	147	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02032	Autosome	6	67.5	405	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02033	Autosome	1	139	139	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02034	Autosome	2	77	154	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02035	Autosome	3	81.6667	245	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02036	Autosome	3	72.6667	218	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02037	Autosome	5	92.6	463	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02038	Autosome	3	98	294	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02039	Autosome	1	80	80	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02040	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02041	Autosome	1	89	89	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02042	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02043	Autosome	3	118.667	356	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02044	Autosome	5	86.8	434	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02045	Autosome	7	98	686	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02046	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02047	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02048	Autosome	2	88	176	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02049	Autosome	16	88.3125	1413	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02050	Autosome	3	64	192	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02051	Autosome	8	81	648	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02052	Autosome	6	72.5	435	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02053	Autosome	2	78.5	157	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02054	Autosome	5	88.6	443	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02055	Autosome	1	42	42	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02056	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02057	Autosome	1	47	47	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02058	Autosome	11	72.4545	797	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02059	Autosome	4	209.25	837	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02060	Autosome	1	85	85	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02061	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02062	Autosome	5	105	525	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02063	Autosome	6	106	636	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02064	Autosome	5	90.8	454	0	-0.2	-1
A1	MvSl-1064-A1-R4_MC01-1g02065	Autosome	1	74	74	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02066	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02067	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02068	Autosome	9	71.7778	646	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02069	Autosome	2	109	218	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02070	Autosome	1	392	392	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02071	Autosome	3	81.3333	244	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02072	Autosome	3	140.333	421	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02073	Autosome	5	79.4	397	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02074	Autosome	3	75.3333	226	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02075	Autosome	1	70	70	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02076	Autosome	1	112	112	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02077	Autosome	5	83.8	419	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02078	Autosome	7	119	833	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02079	Autosome	6	85.1667	511	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02080	Autosome	4	98	392	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02081	Autosome	8	83	664	0	-0.125	-1
A1	MvSl-1064-A1-R4_MC01-1g02082	Autosome	8	79.625	637	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02083	Autosome	2	232.5	465	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02084	Autosome	4	155.75	623	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02085	Autosome	3	92.6667	278	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02086	Autosome	7	81.2857	569	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02087	Autosome	5	169.4	847	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02088	Autosome	10	94.4	944	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02089	Autosome	2	111	222	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02090	Autosome	2	214	428	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02091	Autosome	8	93.625	749	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02092	Autosome	8	77.25	618	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02093	Autosome	5	138.6	693	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02094	Autosome	4	107.75	431	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02095	Autosome	3	63.6667	191	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02097	Autosome	19	88.5263	1682	0	0.0526	1
A1	MvSl-1064-A1-R4_MC01-1g02098	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02099	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02100	Autosome	4	82.75	331	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02101	Autosome	1	73	73	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02102	Autosome	3	84.6667	254	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02103	Autosome	2	73.5	147	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02104	Autosome	6	111.333	668	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02105	Autosome	2	85.5	171	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02106	Autosome	2	78.5	157	0	0.5	1
A1	MvSl-1064-A1-R4_MC01-1g02107	Autosome	8	85	680	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02108	Autosome	1	50	50	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02109	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02110	Autosome	2	77	154	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02111	Autosome	6	86.5	519	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02112	Autosome	3	148.333	445	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02113	Autosome	2	59.5	119	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02114	Autosome	6	91.6667	550	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02115	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02116	Autosome	3	67.3333	202	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02117	Autosome	1	149	149	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02118	Autosome	1	95	95	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02119	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02120	Autosome	9	106.333	957	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02121	Autosome	4	109.75	439	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02122	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02123	Autosome	4	89	356	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02124	Autosome	1	441	441	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02125	Autosome	3	83.6667	251	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02126	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02127	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02128	Autosome	7	76.1429	533	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02129	Autosome	8	89.5	716	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02130	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02131	Autosome	3	75.6667	227	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02132	Autosome	2	170	340	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02133	Autosome	4	115.75	463	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02134	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02135	Autosome	3	209	627	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02136	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02137	Autosome	12	75.4167	905	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02138	Autosome	4	114.75	459	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02139	Autosome	4	136.75	547	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02140	Autosome	3	87.6667	263	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02141	Autosome	4	135.25	541	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02142	Autosome	3	106	318	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02143	Autosome	4	118.5	474	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02144	Autosome	2	98	196	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02145	Autosome	2	120	240	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02146	Autosome	4	115.5	462	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02147	Autosome	2	42.5	85	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02148	Autosome	6	93.3333	560	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02149	Autosome	6	87.5	525	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02150	Autosome	7	121.143	848	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02151	Autosome	9	136.667	1230	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02152	Autosome	2	125	250	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02153	Autosome	1	58	58	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02154	Autosome	3	163	489	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02155	Autosome	6	66.8333	401	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02156	Autosome	2	100.5	201	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02157	Autosome	13	80.7692	1050	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02158	Autosome	7	97.1429	680	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02159	Autosome	1	0	0	0	0	0
A1	MvSl-1064-A1-R4_MC01-1g02160	Autosome	1	0	0	0	0	0
