gid	chr	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	DE_status	A1_mean	A2_mean
MvSl-1064-A1-R4_MC06g06973	aAutosome	7	105.143	736	0	0	0	0.017761455	NON	7.00347	6.98782
MvSl-1064-A1-R4_MC06g06974	aAutosome	4	77.5	310	0	0	0	-0.002104827	NON	6.31317	6.31224
MvSl-1064-A1-R4_MC06g06975	aAutosome	8	73	584	0	0	0	-0.185312906	NON	6.07187	6.25576
MvSl-1064-A1-R4_MC06g06976	aAutosome	4	78.25	313	0	0	0	0.505061336	NON	0.669488	0.170128
MvSl-1064-A1-R4_MC06g06977	aAutosome	2	68.5	137	0	0	0	-0.209683295	NON	5.43579	5.64494
MvSl-1064-A1-R4_MC06g06978	aAutosome	7	71.5714	501	0	0	0	-0.178311922	NON	6.08259	6.24212
MvSl-1064-A1-R4_MC06g06979	aAutosome	12	71.4167	857	0	0	0	-0.06387994	NON	7.42331	7.49057
MvSl-1064-A1-R4_MC06g06980	aAutosome	6	78	468	0	0	0	0.03107604	NON	6.98545	6.95521
MvSl-1064-A1-R4_MC06g06981	aAutosome	5	72	360	0	0	0	0.239866409	NON	5.10032	4.85901
MvSl-1064-A1-R4_MC06g06982	aAutosome	7	74.8571	524	0	0	0	0.148151373	NON	5.35812	5.2113
MvSl-1064-A1-R4_MC06g06983	aAutosome	5	71.6	358	0	0	0	0.271787665	NON	7.43841	7.16766
MvSl-1064-A1-R4_MC06g06984	aAutosome	5	96.2	481	0	0	0	-0.0722088	NON	6.09124	6.16312
MvSl-1064-A1-R4_MC06g06985	aAutosome	2	91	182	0	0	0	-0.350665794	NON	3.71904	4.03694
MvSl-1064-A1-R4_MC06g06986	aAutosome	4	135	540	0	0	0	-0.034099117	NON	6.09703	6.12775
MvSl-1064-A1-R4_MC06g06987	aAutosome	1	47	47	0	0	0	-0.03256998	NON	3.70106	3.73353
MvSl-1064-A1-R4_MC06g06988	aAutosome	1	89	89	0	0	0	0.19820521	NON	5.12732	4.92194
MvSl-1064-A1-R4_MC06g06989	aAutosome	8	105.375	843	0	0	0	0.049843153	NON	1.89111	1.82619
MvSl-1064-A1-R4_MC06g06990	aAutosome	1	171	171	0	0	0	-0.050454026	NON	2.15273	2.20615
MvSl-1064-A1-R4_MC06g06991	aAutosome	10	150.7	1507	0	0	0	0.582959486	NON	0.69263	0.188899
MvSl-1064-A1-R4_MC06g06992	aAutosome	3	106.333	319	0	0	0	-0.314478763	NON	2.35785	2.72131
MvSl-1064-A1-R4_MC06g06993	aAutosome	2	105.5	211	0	0	0	0.183099287	NON	7.31998	7.13664
MvSl-1064-A1-R4_MC06g06994	aAutosome	5	68.6	343	0	0	0	0.296136758	NON	1.90142	1.56642
MvSl-1064-A1-R4_MC06g06995	aAutosome	7	85.5714	599	0	0	0	-0.143342739	NON	5.67948	5.82561
MvSl-1064-A1-R4_MC06g06997	aAutosome	1	73	73	0	0	0	0.965315623	NON	1.60371	0.660563
MvSl-1064-A1-R4_MC06g06998	aAutosome	1	0	0	0	0	0	1.039496606	NON	1.52292	0.408618
MvSl-1064-A1-R4_MC06g06999	aAutosome	10	77.7	777	0	0	0	-0.151508379	NON	8.54129	8.68336
MvSl-1064-A1-R4_MC06g07000	aAutosome	1	0	0	0	0	0	-0.015586074	NON	6.06473	6.08005
MvSl-1064-A1-R4_MC06g07001	aAutosome	4	125	500	0	0	0	0.020643829	NON	7.28362	7.26547
MvSl-1064-A1-R4_MC06g07002	aAutosome	2	73	146	0	0	0	-0.221643296	NON	6.35907	6.58036
MvSl-1064-A1-R4_MC06g07003	aAutosome	2	61	122	0	0	0	-0.039566089	NON	6.00246	6.04066
MvSl-1064-A1-R4_MC06g07004	aAutosome	5	104.2	521	0	0	0	0.105806293	NON	8.43918	8.33441
MvSl-1064-A1-R4_MC06g07005	aAutosome	9	79.3333	714	0	0	0	-0.169710741	NON	4.0001	4.20851
MvSl-1064-A1-R4_MC06g07006	aAutosome	1	77	77	0	0	0	-0.166649668	NON	1.97255	2.15458
MvSl-1064-A1-R4_MC06g07010	aAutosome	6	130.167	781	0	0	0	0.226889659	NON	7.72275	7.49532
MvSl-1064-A1-R4_MC06g07011	aAutosome	5	95.6	478	0	0	0	-0.03385082	NON	6.40934	6.44357
MvSl-1064-A1-R4_MC06g07012	aAutosome	10	82.7	827	0	0	0	-0.081013665	NON	6.52471	6.61941
MvSl-1064-A1-R4_MC06g07013	aAutosome	1	123	123	0	0	0	0.66984768	NON	5.1342	4.43271
MvSl-1064-A1-R4_MC06g07014	aAutosome	6	74.6667	448	0	0	0	0.384821989	NON	8.26304	7.87832
MvSl-1064-A1-R4_MC06g07015	aAutosome	4	110.25	441	0	0	0	0.257047407	NON	7.57207	7.33816
MvSl-1064-A1-R4_MC06g07016	aAutosome	2	77	154	0	0	0	0.013144524	NON	6.60586	6.59169
MvSl-1064-A1-R4_MC06g07017	aAutosome	7	89.8571	629	0	0	0	0.071937053	NON	6.67267	6.59993
MvSl-1064-A1-R4_MC06g07018	aAutosome	4	67.75	271	0	0	0	-0.430160259	NON	3.66452	4.09747
MvSl-1064-A1-R4_MC06g07019	aAutosome	3	72	216	0	0	0	-0.567347302	NON	2.6201	3.14671
MvSl-1064-A1-R4_MC06g07020	aAutosome	1	95	95	0	0	0	-0.283152793	NON	4.21596	4.49802
MvSl-1064-A1-R4_MC06g07021	aAutosome	10	81.2	812	0	0	0	-0.251743078	NON	5.78608	6.03301
MvSl-1064-A1-R4_MC06g07023	aAutosome	1	82	82	0	0	0	0.050666032	NON	2.02022	1.99568
MvSl-1064-A1-R4_MC06g07024	aAutosome	1	80	80	0	0	0	0.015629234	NON	4.67228	4.65765
MvSl-1064-A1-R4_MC06g07025	aAutosome	6	166.333	998	0	0	0	0.120819079	NON	7.8826	7.76385
MvSl-1064-A1-R4_MC06g07026	aAutosome	6	96	576	1	-4.4	74	-0.008934321	NON	7.56283	7.57369
MvSl-1064-A1-R4_MC06g07027	aAutosome	1	80	80	0	0	0	0.083926138	NON	6.49408	6.40682
MvSl-1064-A1-R4_MC06g07028	aAutosome	1	120	120	0	0	0	0.075191558	NON	5.91897	5.84315
MvSl-1064-A1-R4_MC06g07029	aAutosome	3	74.6667	224	0	0	0	-0.067485265	NON	2.90071	2.96692
MvSl-1064-A1-R4_MC06g07030	aAutosome	15	80.7333	1211	0	0	0	-0.095381303	NON	5.80045	5.88103
MvSl-1064-A1-R4_MC06g07031	aAutosome	4	81.5	326	0	0	0	-0.105643336	NON	7.40464	7.51014
MvSl-1064-A1-R4_MC06g07032	aAutosome	3	78.3333	235	0	0	0	-0.553508653	NON	2.3686	2.87717
MvSl-1064-A1-R4_MC06g07033	aAutosome	16	79.75	1276	0	0	0	2.935183439	DE	3.28695	0.460175
MvSl-1064-A1-R4_MC06g07037	aAutosome	4	67.25	269	0	0	0	-0.252311409	NON	5.38526	5.63773
MvSl-1064-A1-R4_MC06g07038	aAutosome	7	72.1429	505	0	0	0	0.217033925	NON	7.50026	7.28383
MvSl-1064-A1-R4_MC06g07039	aAutosome	5	94.8	474	0	0	0	-0.070008005	NON	6.06232	6.13097
MvSl-1064-A1-R4_MC06g07040	aAutosome	2	109	218	0	0	0	-0.175932764	NON	5.11689	5.29192
MvSl-1064-A1-R4_MC06g07041	aAutosome	6	92.5	555	0	0	0	-0.022334623	NON	5.13821	5.15747
MvSl-1064-A1-R4_MC06g07042	aAutosome	3	113.333	340	0	0	0	0.373047281	NON	4.46385	4.08908
MvSl-1064-A1-R4_MC06g07043	aAutosome	3	84.6667	254	0	0	0	0.110921318	NON	7.0633	6.95235
MvSl-1064-A1-R4_MC06g07044	aAutosome	5	125.4	627	0	0	0	0.256406895	NON	7.34234	7.09295
MvSl-1064-A1-R4_MC06g07046	aAutosome	5	96.4	482	0	0	0	0.23069332	NON	6.83016	6.59941
MvSl-1064-A1-R4_MC06g07047	aAutosome	1	0	0	0	0	0	-0.405632896	NON	3.0363	3.43855
MvSl-1064-A1-R4_MC06g07049	aAutosome	1	0	0	0	0	0	-0.022051609	NON	5.64709	5.66993
MvSl-1064-A1-R4_MC06g07051	aAutosome	5	116.8	584	0	0	0	-0.001013605	NON	5.38997	5.39305
MvSl-1064-A1-R4_MC06g07054	aAutosome	4	67.75	271	0	0	0	0.066040617	NON	5.20686	5.13951
MvSl-1064-A1-R4_MC06g07055	aAutosome	2	77	154	0	0	0	0.294741738	NON	5.30048	5.03236
MvSl-1064-A1-R4_MC06g07056	aAutosome	5	73.4	367	0	0	0	0.109541202	NON	6.4961	6.40772
MvSl-1064-A1-R4_MC06g07057	aAutosome	4	109.75	439	0	0	0	-0.13034151	NON	8.63999	8.77472
MvSl-1064-A1-R4_MC06g07058	aAutosome	1	0	0	0	0	0	-0.207508409	NON	3.13871	3.35209
MvSl-1064-A1-R4_MC06g07060	aAutosome	9	130.222	1172	0	0	0	0.215463027	NON	8.25631	8.03951
MvSl-1064-A1-R4_MC06g07061	aAutosome	1	406	406	0	0	0	0.628971833	NON	2.91162	2.28243
MvSl-1064-A1-R4_MC06g07063	aAutosome	1	0	0	0	0	0	-0.267005033	NON	1.67215	1.93355
MvSl-1064-A1-R4_MC06g07064	aAutosome	5	122.4	612	0	0	0	-0.887075015	NON	2.15382	2.97205
MvSl-1064-A1-R4_MC06g07069	aAutosome	1	142	142	0	0	0	-0.407400969	NON	0.37652	0.682751
MvSl-1064-A1-R4_MC06g07070	aAutosome	1	93	93	0	0	0	-0.594556834	NON	0.66018	1.1786
MvSl-1064-A1-R4_MC06g07073	aAutosome	3	72	216	0	0	0	0.097991516	NON	6.32863	6.24137
MvSl-1064-A1-R4_MC06g07074	aAutosome	2	151.5	303	0	0	0	0.363165958	NON	4.4397	4.06667
MvSl-1064-A1-R4_MC06g07076	aAutosome	4	139.75	559	0	0	0	0.466854164	NON	4.868	4.40889
MvSl-1064-A1-R4_MC06g07077	aAutosome	2	109	218	0	0	0	-0.40191468	NON	1.91978	2.33333
MvSl-1064-A1-R4_MC06g07078	aAutosome	8	181.375	1451	0	0	0	-0.930240602	NON	2.8771	3.81439
MvSl-1064-A1-R4_MC06g07081	aAutosome	10	111.7	1117	0	0	0	0.093154615	NON	3.82739	3.73658
MvSl-1064-A1-R4_MC06g07090	aAutosome	5	150.8	754	0	0	0	-1.285408145	NON	-0.115886	1.10108
MvSl-1064-A1-R4_MC06g07091	aAutosome	7	132.143	925	0	14	98	0.402704918	NON	0.882359	0.489222
MvSl-1064-A1-R4_MC06g07093	aAutosome	5	163	815	0	0	0	-0.067963209	NON	1.62279	1.68809
MvSl-1064-A1-R4_MC06g07096	aAutosome	4	149	596	0	0	0	-1.144061129	NON	0.323474	1.46294
MvSl-1064-A1-R4_MC06g07097	aAutosome	6	222.833	1337	0	0	0	-0.662976176	NON	0.41643	1.03467
MvSl-1064-A1-R4_MC06g07102	aAutosome	4	110.5	442	0	0	0	-2.263685807	DE	0.817075	3.01824
MvSl-1064-A1-R4_MC06g07111	aAutosome	5	162	810	0	0	0	-0.776143297	NON	-0.15212	0.571696
MvSl-1064-A1-R4_MC06g07112	aAutosome	1	0	0	0	0	0	-0.283926092	NON	3.71935	4.00405
MvSl-1064-A1-R4_MC06g07113	aAutosome	1	0	0	0	0	0	0.082790464	NON	5.77982	5.69937
MvSl-1064-A1-R4_MC06g07114	aAutosome	1	92	92	0	0	0	-0.979948226	NON	1.59226	2.52294
MvSl-1064-A1-R4_MC06g07116	aAutosome	2	125	250	0	0	0	-0.285448289	NON	1.0479	1.30496
MvSl-1064-A1-R4_MC06g07117	aAutosome	1	93	93	0	5	5	-0.564161704	NON	2.30671	2.84662
MvSl-1064-A1-R4_MC06g07118	aAutosome	9	85.4444	769	0	0	0	0.147464004	NON	6.90622	6.75879
MvSl-1064-A1-R4_MC06g07119	aAutosome	3	114.667	344	0	0	0	-0.272306881	NON	5.97023	6.25863
MvSl-1064-A1-R4_MC06g07120	aAutosome	2	173	346	0	0	0	0.10544146	NON	6.45018	6.34525
MvSl-1064-A1-R4_MC06g07121	aAutosome	2	88	176	0	0	0	0.16672653	NON	4.75325	4.59202
MvSl-1064-A1-R4_MC06g07122	aAutosome	1	233	233	0	0	0	0.236882907	NON	7.82997	7.57702
MvSl-1064-A1-R4_MC06g07123	aAutosome	1	43	43	0	0	0	-0.150957257	NON	4.63305	4.79212
MvSl-1064-A1-R4_MC06g07125	aAutosome	1	151	151	0	0	0	-0.973140576	NON	-0.446428	0.522166
MvSl-1064-A1-R4_MC06g07126	aAutosome	11	91.3636	1005	0	0	0	-0.09405052	NON	1.83747	1.93045
MvSl-1064-A1-R4_MC06g07127	aAutosome	1	271	271	0	0	0	0.272474351	NON	2.23361	1.96765
MvSl-1064-A1-R4_MC06g07128	aAutosome	4	67.25	269	0	0	0	-0.26438	NON	3.23348	3.49639
MvSl-1064-A1-R4_MC06g07129	aAutosome	1	0	0	0	0	0	0.148827753	NON	3.04653	2.86709
MvSl-1064-A1-R4_MC06g07130	aAutosome	1	52	52	0	0	0	0.028992948	NON	6.51585	6.48436
MvSl-1064-A1-R4_MC06g07131	aAutosome	4	109	436	0	0	0	0.054380267	NON	4.79716	4.7432
MvSl-1064-A1-R4_MC06g07132	aAutosome	5	96.8	484	0	0	0	-0.178791469	NON	7.40123	7.5783
MvSl-1064-A1-R4_MC06g07133	aAutosome	8	82.125	657	0	0	0	-0.015837754	NON	4.12727	4.19037
MvSl-1064-A1-R4_MC06g07134	aAutosome	7	96.4286	675	0	0	0	0.043719374	NON	6.86897	6.82741
MvSl-1064-A1-R4_MC06g07135	aAutosome	1	0	0	0	0	0	-0.84716178	NON	-0.52329	0.36099
MvSl-1064-A1-R4_MC06g07136	aAutosome	1	95	95	0	0	0	1.427669969	DE	7.65861	6.23688
MvSl-1064-A1-R4_MC06g07137	aAutosome	7	78.8571	552	0	0	0	4.961436238	DE	9.89991	4.94912
MvSl-1064-A1-R4_MC06g07138	aAutosome	7	81.7143	572	0	0	0	-4.461922418	DE	6.62125	11.0829
MvSl-1064-A1-R4_MC06g07139	aAutosome	8	74	592	0	0	0	0.202857729	NON	5.98288	5.78125
MvSl-1064-A1-R4_MC06g07140	aAutosome	7	61.1429	428	0	0	0	0.1950669	NON	5.71693	5.52333
MvSl-1064-A1-R4_MC06g07142	aAutosome	2	90.5	181	0	0	0	0.613942509	NON	5.15683	4.54926
MvSl-1064-A1-R4_MC06g07144	aAutosome	5	92	460	0	0	0	-0.056910539	NON	5.77035	5.82715
MvSl-1064-A1-R4_MC06g07145	aAutosome	3	81	243	0	0	0	0.121033411	NON	6.85862	6.74554
MvSl-1064-A1-R4_MC06g07146	aAutosome	2	69	138	0	0	0	0.048640686	NON	1.82502	1.72971
MvSl-1064-A1-R4_MC06g07147	aAutosome	6	68.8333	413	0	0	0	-0.082677554	NON	6.01776	6.09866
MvSl-1064-A1-R4_MC06g07148	aAutosome	1	94	94	0	0	0	-0.483601361	NON	4.66788	5.15441
MvSl-1064-A1-R4_MC06g07149	aAutosome	13	79.2308	1030	0	0	0	-0.00989691	NON	6.03799	6.04385
MvSl-1064-A1-R4_MC06g07150	aAutosome	1	72	72	0	0	0	-0.207910222	NON	4.50431	4.71837
MvSl-1064-A1-R4_MC06g07151	aAutosome	1	255	255	0	0	0	0.364607261	NON	3.82301	3.47554
MvSl-1064-A1-R4_MC06g07152	aAutosome	5	98.2	491	0	0	0	-0.225168157	NON	6.45098	6.68014
MvSl-1064-A1-R4_MC06g07154	aAutosome	1	83	83	0	0	0	0.272953253	NON	7.1515	6.92515
MvSl-1064-A1-R4_MC06g07155	aAutosome	8	83.125	665	0	0	0	0.144716069	NON	6.77846	6.64292
MvSl-1064-A1-R4_MC06g07156	aAutosome	1	66	66	0	0	0	0.024305686	NON	7.94858	7.93623
MvSl-1064-A1-R4_MC06g07157	aAutosome	6	70.6667	424	0	0	0	0.117500482	NON	5.22688	5.11696
MvSl-1064-A1-R4_MC06g07158	aAutosome	1	0	0	0	0	0	-0.135523561	NON	6.79243	6.92954
MvSl-1064-A1-R4_MC06g07159	aAutosome	7	71.1429	498	0	0	0	0.04318483	NON	2.3727	2.33013
MvSl-1064-A1-R4_MC06g07160	aAutosome	18	71.2222	1282	0	0	0	0.271517008	NON	3.05819	2.84091
MvSl-1064-A1-R4_MC06g07161	aAutosome	5	88.6	443	0	0	0	-0.213427178	NON	1.05498	1.26022
MvSl-1064-A1-R4_MC06g07162	aAutosome	5	83.8	419	0	0	0	-0.08858006	NON	5.59755	5.68586
MvSl-1064-A1-R4_MC06g07164	aAutosome	4	114.75	459	0	0	0	-0.212585275	NON	2.82602	3.01392
MvSl-1064-A1-R4_MC06g07166	aAutosome	1	151	151	0	0	0	0.402093514	NON	1.85691	1.45532
MvSl-1064-A1-R4_MC06g07167	aAutosome	8	119.75	958	0	0	0	0.025444717	NON	8.02734	8.00489
MvSl-1064-A1-R4_MC06g07168	aAutosome	1	102	102	0	0	0	0.00950805	NON	5.13844	5.12866
MvSl-1064-A1-R4_MC06g07169	aAutosome	1	0	0	0	0	0	0.297979692	NON	5.57205	5.27524
MvSl-1064-A1-R4_MC06g07170	aAutosome	6	78.6667	472	0	0	0	0.386634978	NON	3.69035	3.31665
MvSl-1064-A1-R4_MC06g07171	aAutosome	1	0	0	0	0	0	0.003071641	NON	5.97113	5.96429
MvSl-1064-A1-R4_MC06g07172	aAutosome	3	86.3333	259	0	0	0	0.05115036	NON	4.90819	4.85631
MvSl-1064-A1-R4_MC06g07173	aAutosome	4	70.25	281	0	0	0	-0.316781269	NON	6.88208	7.20048
MvSl-1064-A1-R4_MC06g07174	aAutosome	2	80.5	161	0	0	0	-0.433155861	NON	3.79509	4.22706
MvSl-1064-A1-R4_MC06g07175	aAutosome	1	0	0	0	0	0	-0.212252396	NON	3.42909	3.65607
MvSl-1064-A1-R4_MC06g07177	aAutosome	8	79.125	633	0	0	0	-0.007005723	NON	7.36982	7.37629
MvSl-1064-A1-R4_MC06g07178	aAutosome	1	0	0	0	0	0	-1.474845965	NON	0.234028	1.65762
MvSl-1064-A1-R4_MC06g07179	aAutosome	1	0	0	0	0	0	-0.852218975	NON	1.56664	2.41374
MvSl-1064-A1-R4_MC06g07180	aAutosome	1	269	269	0	0	0	0.231107348	NON	0.225075	-0.0080604
MvSl-1064-A1-R4_MC06g07182	aAutosome	3	155	465	0	0	0	0.010564069	NON	7.55736	7.55182
MvSl-1064-A1-R4_MC06g07183	aAutosome	5	77.6	388	0	0	0	-0.034697517	NON	7.80904	7.84345
MvSl-1064-A1-R4_MC06g07184	aAutosome	2	84	168	0	0	0	0.06271591	NON	8.10961	8.04784
MvSl-1064-A1-R4_MC06g07185	aAutosome	4	111.25	445	0	0	0	0.317244395	NON	8.14391	7.82971
MvSl-1064-A1-R4_MC06g07186	aAutosome	6	89	534	0	0	0	-0.042444474	NON	5.28333	5.32467
MvSl-1064-A1-R4_MC06g07187	aAutosome	2	89.5	179	0	0	0	0.127878394	NON	4.78116	4.65292
MvSl-1064-A1-R4_MC06g07188	aAutosome	7	86.1429	603	0	0	0	0.26011705	NON	5.18574	4.92695
MvSl-1064-A1-R4_MC06g07191	aAutosome	29	99.931	2898	0	0	0	-1.254968644	DE	4.47835	5.65314
MvSl-1064-A1-R4_MC06g07192	aAutosome	4	73.75	295	0	0	0	0.160490807	NON	4.96816	4.8312
MvSl-1064-A1-R4_MC06g07193	aAutosome	2	82	164	0	0	0	-0.139186721	NON	5.48414	5.63043
MvSl-1064-A1-R4_MC06g07194	aAutosome	4	115.25	461	0	0	0	0.118365761	NON	7.39936	7.2802
MvSl-1064-A1-R4_MC06g07195	aAutosome	1	92	92	0	0	0	0.165020331	NON	3.8486	3.6801
MvSl-1064-A1-R4_MC06g07196	aAutosome	2	85.5	171	0	0	0	0.05371948	NON	5.36019	5.30472
MvSl-1064-A1-R4_MC06g07200	aAutosome	1	83	83	0	0	0	-0.227256308	NON	1.59842	1.84218
MvSl-1064-A1-R4_MC06g07201	aAutosome	7	83.7143	586	0	0	0	-0.122259389	NON	3.41297	3.53901
MvSl-1064-A1-R4_MC06g07202	aAutosome	2	74	148	0	0	0	0.520347111	NON	7.12211	6.60225
MvSl-1064-A1-R4_MC06g07203	aAutosome	2	80	160	0	0	0	0.238680711	NON	4.14054	3.91701
MvSl-1064-A1-R4_MC06g07204	aAutosome	5	74.4	372	0	0	0	0.007706915	NON	7.62837	7.61711
MvSl-1064-A1-R4_MC06g07205	aAutosome	6	73.1667	439	0	0	0	-0.205254619	NON	4.36175	4.46507
MvSl-1064-A1-R4_MC06g07206	aAutosome	7	97.2857	681	0	0	0	-0.187951634	NON	8.88134	9.07777
MvSl-1064-A1-R4_MC06g07207	aAutosome	5	89.4	447	0	0	0	-0.033674961	NON	6.88467	6.90717
MvSl-1064-A1-R4_MC06g07208	aAutosome	1	0	0	0	0	0	-0.243093767	NON	6.54775	6.79411
MvSl-1064-A1-R4_MC06g07209	aAutosome	1	0	0	0	0	0	-0.195499933	NON	5.47379	5.6461
MvSl-1064-A1-R4_MC06g07210	aAutosome	1	140	140	0	0	0	0.053996943	NON	4.27897	4.21964
MvSl-1064-A1-R4_MC06g07211	aAutosome	1	0	0	0	0	0	0.080622448	NON	3.633	3.55381
MvSl-1064-A1-R4_MC06g07212	aAutosome	3	87.3333	262	0	0	0	0.092653426	NON	5.95662	5.86735
MvSl-1064-A1-R4_MC06g07213	aAutosome	5	87.4	437	0	0	0	-0.597781822	NON	0.759608	1.33961
MvSl-1064-A1-R4_MC06g07214	aAutosome	7	76.2857	534	0	0	0	-0.012929219	NON	4.51348	4.53089
MvSl-1064-A1-R4_MC06g07215	aAutosome	5	140	700	0	0	0	-0.171752372	NON	2.94826	3.1259
MvSl-1064-A1-R4_MC06g07218	aAutosome	2	77.5	155	0	0	0	0.350496833	NON	4.71385	4.36917
MvSl-1064-A1-R4_MC06g07219	aAutosome	3	77.6667	233	0	0	0	-0.120909919	NON	7.98238	8.11374
MvSl-1064-A1-R4_MC06g07220	aAutosome	5	100	500	0	0	0	0.09299013	NON	6.94257	6.8496
MvSl-1064-A1-R4_MC06g07221	aAutosome	4	88.75	355	0	0	0	-0.199737267	NON	7.45543	7.64633
MvSl-1064-A1-R4_MC06g07222	aAutosome	6	68	408	0	0	0	0.229267521	NON	4.03963	3.87121
MvSl-1064-A1-R4_MC06g07223	aAutosome	1	0	0	0	0	0	-0.015645258	NON	2.31914	2.4969
MvSl-1064-A1-R4_MC06g07224	aAutosome	1	0	0	0	0	0	0.308258532	NON	3.19379	3.01878
MvSl-1064-A1-R4_MC06g07225	aAutosome	2	72	144	0	0	0	0.203430827	NON	6.87994	6.67771
MvSl-1064-A1-R4_MC06g07226	aAutosome	3	168	504	0	0	0	-0.108938683	NON	5.62052	5.79938
MvSl-1064-A1-R4_MC06g07227	aAutosome	6	76	456	0	0	0	0.017655262	NON	6.51045	6.49207
MvSl-1064-A1-R4_MC06g07228	aAutosome	8	104.5	836	0	0	0	0.153988428	NON	7.51249	7.36029
MvSl-1064-A1-R4_MC06g07229	aAutosome	1	90	90	0	0	0	0.152178337	NON	6.13816	5.97978
MvSl-1064-A1-R4_MC06g07230	aAutosome	7	80.8571	566	0	0	0	-0.065425867	NON	5.7415	5.80507
MvSl-1064-A1-R4_MC06g07231	aAutosome	5	113.8	569	0	0	0	0.079380156	NON	7.16212	7.08422
MvSl-1064-A1-R4_MC06g07232	aAutosome	2	83	166	0	0	0	0.565013879	NON	5.59476	5.03512
MvSl-1064-A1-R4_MC06g07233	aAutosome	1	73	73	0	0	0	0.446125841	NON	5.27709	4.84039
MvSl-1064-A1-R4_MC06g07234	aAutosome	6	85	510	0	0	0	0.145906593	NON	4.58184	4.44413
MvSl-1064-A1-R4_MC06g07235	aAutosome	5	77.4	387	0	0	0	-0.860222325	NON	2.65169	3.46548
MvSl-1064-A1-R4_MC06g07236	aAutosome	9	80.7778	727	0	0	0	-1.008009299	NON	8.68325	9.71641
MvSl-1064-A1-R4_MC06g07237	aAutosome	10	100.6	1006	0	0	0	-0.137641544	NON	6.49546	6.63184
MvSl-1064-A1-R4_MC06g07238	aAutosome	8	68.5	548	0	0	0	0.111236029	NON	6.48195	6.37231
MvSl-1064-A1-R4_MC06g07239	aAutosome	3	89	267	0	0	0	0.345064098	NON	4.81836	4.46979
MvSl-1064-A1-R4_MC06g07240	aAutosome	7	77.2857	541	0	0	0	0.279463216	NON	5.8764	5.60278
MvSl-1064-A1-R4_MC06g07241	aAutosome	4	88.75	355	0	0	0	0.168597186	NON	5.26492	5.10633
MvSl-1064-A1-R4_MC06g07242	aAutosome	7	89.5714	627	0	0	0	0.475860216	NON	7.12375	6.64875
MvSl-1064-A1-R4_MC06g07243	aAutosome	6	82.3333	494	0	0.1666	1	0.178208125	NON	5.73826	5.5755
MvSl-1064-A1-R4_MC06g07244	aAutosome	10	76.8	768	0	0	0	0.094112506	NON	7.03198	6.93829
MvSl-1064-A1-R4_MC06g07245	aAutosome	5	71.6	358	0	0	0	0.147358426	NON	8.26412	8.11657
MvSl-1064-A1-R4_MC06g07246	aAutosome	1	95	95	0	0	0	0.085799541	NON	5.37383	5.28933
MvSl-1064-A1-R4_MC06g07247	aAutosome	1	0	0	0	0	0	0.084140092	NON	3.95978	3.86
MvSl-1064-A1-R4_MC06g07248	aAutosome	1	0	0	0	0	0	-0.625022486	NON	1.56204	2.16739
MvSl-1064-A1-R4_MC06g07249	aAutosome	5	86.8	434	0	0	0	-0.281591939	NON	3.79172	4.06347
MvSl-1064-A1-R4_MC06g07250	aAutosome	5	99.2	496	0	0	0	0.02702881	NON	4.77461	4.74913
MvSl-1064-A1-R4_MC06g07251	aAutosome	2	83	166	0	0	0	0.127026471	NON	6.38928	6.26238
MvSl-1064-A1-R4_MC06g07252	aAutosome	4	86.25	345	0	0	0	-0.005524328	NON	5.85231	5.86139
MvSl-1064-A1-R4_MC06g07253	aAutosome	4	86.25	345	0	0	0	0.020891076	NON	5.2229	5.20146
MvSl-1064-A1-R4_MC06g07254	aAutosome	3	137.667	413	0	0	0	0.040066716	NON	6.87484	6.8363
MvSl-1064-A1-R4_MC06g07255	aAutosome	1	103	103	0	0	0	-0.043003218	NON	3.1725	3.21454
MvSl-1064-A1-R4_MC06g07256	aAutosome	6	71	426	0	0	0	0.076515693	NON	6.58922	6.51297
MvSl-1064-A1-R4_MC06g07257	aAutosome	6	73.8333	443	0	0	0	-0.105610888	NON	4.70623	4.81179
MvSl-1064-A1-R4_MC06g07258	aAutosome	5	75.2	376	0	0	0	-0.092100008	NON	6.93771	7.02903
MvSl-1064-A1-R4_MC06g07260	aAutosome	8	112.125	897	0	0	0	0.279146639	NON	6.21428	5.92571
MvSl-1064-A1-R4_MC06g07261	aAutosome	6	92	552	0	0	0	-0.194067282	NON	6.47183	6.66696
MvSl-1064-A1-R4_MC06g07262	aAutosome	5	98.2	491	0	0	0	0.132637594	NON	6.41732	6.28471
MvSl-1064-A1-R4_MC06g07263	aAutosome	3	63.3333	190	0	0	0	-0.033393022	NON	5.17071	5.20409
MvSl-1064-A1-R4_MC06g07264	aAutosome	2	65.5	131	0	0	0	0.115351332	NON	6.12549	6.01118
MvSl-1064-A1-R4_MC06g07265	aAutosome	7	73.8571	517	0	0	0	0.116500587	NON	5.76223	5.64638
MvSl-1064-A1-R4_MC06g07266	aAutosome	6	132.5	795	0	0	0	0.131032952	NON	7.28294	7.14348
MvSl-1064-A1-R4_MC06g07267	aAutosome	1	85	85	0	0	0	-0.205732939	NON	8.55308	8.77145
MvSl-1064-A1-R4_MC06g07269	aAutosome	3	84	252	0	0	0	0.015478177	NON	2.79201	2.77649
